ccdc_id,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
ABISOV,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
ABISOV02,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
ABITEM,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
ABITEM01,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
ABITUC,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
ABITUC01,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
ABIVAK,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
ABIVAK01,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
ABIWAK,3.348900,33.379200,55.998000,85.534200,676.000000,1092.000000,1872.000000,2184.000000,12.000000,18.000000,108.000000,216.000000,234.000000,1.562500,5.625000,11.550000,14.175000,380.165400,893.481000,1669.462200,2159.694600,2188.000000,5646.000000,9864.000000,12456.000000,58.000000,132.000000,240.000000,318.000000,372.000000,1008.000000,1746.000000,2322.000000,25.325800,68.448000,120.074400,160.443000,-7.260000,-8.640000,-13.800000,114.000000,240.000000,384.000000,18.000000,36.000000,69.000000,3.000000,5.760000,11.160000
ABUFOV,3.348900,33.379200,55.998000,78.250800,676.000000,1092.000000,1872.000000,2600.000000,12.000000,16.000000,108.000000,216.000000,276.000000,1.562500,5.625000,11.550000,15.300000,491.384900,1190.186400,2215.560800,3012.696400,2634.000000,6960.000000,12374.000000,16496.000000,79.000000,184.000000,334.000000,460.000000,518.000000,1428.000000,2502.000000,3328.000000,34.736700,95.303200,168.397400,224.996400,-7.260000,-8.640000,-13.480000,114.000000,240.000000,316.000000,18.000000,36.000000,50.000000,3.000000,5.760000,7.760000
ABUGAI,3.348900,33.379200,55.998000,78.250800,676.000000,1092.000000,1872.000000,2600.000000,12.000000,16.000000,108.000000,216.000000,276.000000,1.562500,5.625000,11.550000,15.300000,523.749900,1261.076400,2351.376800,3216.252400,2710.000000,7152.000000,12638.000000,16844.000000,85.000000,196.000000,358.000000,496.000000,554.000000,1524.000000,2622.000000,3460.000000,36.470100,99.954000,175.843000,234.076000,-7.260000,-8.640000,-13.480000,114.000000,240.000000,316.000000,18.000000,36.000000,50.000000,3.000000,5.760000,7.760000
ADIYOB,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,325.939900,798.795200,1533.710400,2146.815200,1976.000000,5288.000000,9766.000000,11808.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,22.695500,63.459200,115.982200,154.144400,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
ADIYUH,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,325.939900,798.795200,1533.710400,2146.815200,1976.000000,5288.000000,9766.000000,11808.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,22.695500,63.459200,115.982200,154.144400,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
AFANEB,3.348900,33.379200,59.584800,74.664000,676.000000,1092.000000,1976.000000,2496.000000,12.000000,16.000000,108.000000,216.000000,312.000000,1.562500,5.625000,11.450000,15.400000,390.669900,940.575200,1800.162400,2468.903200,2128.000000,5672.000000,10454.000000,13720.000000,63.000000,144.000000,270.000000,364.000000,414.000000,1140.000000,2022.000000,2772.000000,26.162300,72.760800,130.969400,177.690000,-7.260000,-10.600000,-11.520000,114.000000,236.000000,320.000000,18.000000,36.000000,44.000000,3.000000,5.840000,7.680000
AFANEB02,3.348900,33.379200,59.584800,74.664000,676.000000,1092.000000,1976.000000,2496.000000,12.000000,16.000000,108.000000,216.000000,312.000000,1.562500,5.625000,11.450000,15.400000,390.669900,940.575200,1800.162400,2468.903200,2128.000000,5672.000000,10454.000000,13720.000000,63.000000,144.000000,270.000000,364.000000,414.000000,1140.000000,2022.000000,2772.000000,26.162300,72.760800,130.969400,177.690000,-7.260000,-10.600000,-11.520000,114.000000,236.000000,320.000000,18.000000,36.000000,44.000000,3.000000,5.840000,7.680000
AFANIF02,3.348900,33.379200,59.584800,74.664000,676.000000,1092.000000,1976.000000,2496.000000,12.000000,16.000000,108.000000,216.000000,312.000000,1.562500,5.625000,11.450000,15.400000,390.669900,940.575200,1800.162400,2468.903200,2128.000000,5672.000000,10454.000000,13720.000000,63.000000,144.000000,270.000000,364.000000,414.000000,1140.000000,2022.000000,2772.000000,26.162300,72.760800,130.969400,177.690000,-7.260000,-10.600000,-11.520000,114.000000,236.000000,320.000000,18.000000,36.000000,44.000000,3.000000,5.840000,7.680000
AFOYOM,3.348900,33.379200,51.331500,73.566000,676.000000,1092.000000,1716.000000,2938.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.837500,288.973500,660.347400,1283.421000,1919.154000,4020.000000,5220.000000,8614.000000,12446.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.950900,55.571200,97.935400,141.890800,-7.260000,-7.920000,-9.090000,114.000000,220.000000,329.000000,19.000000,32.000000,73.000000,3.000000,5.280000,10.980000
AFOYUS,3.348900,33.379200,51.331500,73.566000,676.000000,1092.000000,1716.000000,2938.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.837500,288.973500,660.347400,1283.421000,1919.154000,4020.000000,5220.000000,8614.000000,12446.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.950900,55.571200,97.935400,141.890800,-7.260000,-7.920000,-9.090000,114.000000,220.000000,329.000000,19.000000,32.000000,73.000000,3.000000,5.280000,10.980000
AFOYUS02,3.348900,33.379200,51.331500,73.566000,676.000000,1092.000000,1716.000000,2938.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.837500,288.973500,660.347400,1283.421000,1919.154000,4020.000000,5220.000000,8614.000000,12446.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.950900,55.571200,97.935400,141.890800,-7.260000,-7.920000,-9.090000,114.000000,220.000000,329.000000,19.000000,32.000000,73.000000,3.000000,5.280000,10.980000
AFUJOD01,3.348900,33.379200,51.331500,73.566000,676.000000,1092.000000,1716.000000,2938.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.837500,288.973500,660.347400,1283.421000,1919.154000,4020.000000,5220.000000,8614.000000,12446.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.950900,55.571200,97.935400,141.890800,-7.260000,-7.920000,-9.090000,114.000000,220.000000,329.000000,19.000000,32.000000,73.000000,3.000000,5.280000,10.980000
AJAXEP,3.348900,33.379200,46.665000,72.211800,676.000000,1092.000000,1560.000000,2496.000000,10.000000,16.000000,96.000000,168.000000,216.000000,1.562500,5.625000,9.625000,14.025000,590.313900,1295.858400,2239.809600,2986.440400,5270.000000,9504.000000,16214.000000,20768.000000,95.000000,204.000000,350.000000,472.000000,554.000000,1432.000000,2160.000000,2728.000000,46.874100,111.873600,180.421400,233.905600,-7.260000,-7.200000,-10.180000,114.000000,200.000000,320.000000,20.000000,32.000000,60.000000,3.000000,4.800000,8.780000
AKEMUY,3.348900,33.379200,46.665000,70.821000,676.000000,1092.000000,1560.000000,3172.000000,10.000000,16.000000,96.000000,180.000000,216.000000,1.562500,5.625000,9.625000,13.375000,318.013500,699.158400,1325.160000,1872.960000,4026.000000,5136.000000,8050.000000,12224.000000,53.000000,112.000000,206.000000,296.000000,318.000000,852.000000,1396.000000,1872.000000,22.772300,56.649200,94.915400,134.253200,-7.260000,-7.200000,-9.420000,114.000000,200.000000,294.000000,20.000000,30.000000,60.000000,3.000000,4.800000,9.300000
AKENAF,3.348900,33.379200,46.665000,70.930800,676.000000,1092.000000,1560.000000,2236.000000,10.000000,16.000000,96.000000,180.000000,216.000000,1.562500,5.625000,9.625000,13.025000,318.321300,699.464400,1325.524800,1873.179600,2226.000000,4704.000000,7546.000000,10352.000000,53.000000,112.000000,206.000000,296.000000,318.000000,852.000000,1396.000000,1872.000000,22.161900,56.218000,94.495400,133.553200,-7.260000,-7.200000,-9.480000,114.000000,200.000000,330.000000,20.000000,30.000000,60.000000,3.000000,4.800000,9.580000
AKENAF01,3.348900,33.379200,46.665000,70.930800,676.000000,1092.000000,1560.000000,2236.000000,10.000000,16.000000,96.000000,180.000000,216.000000,1.562500,5.625000,9.625000,13.025000,318.321300,699.464400,1325.524800,1873.179600,2226.000000,4704.000000,7546.000000,10352.000000,53.000000,112.000000,206.000000,296.000000,318.000000,852.000000,1396.000000,1872.000000,22.161900,56.218000,94.495400,133.553200,-7.260000,-7.200000,-9.480000,114.000000,200.000000,330.000000,20.000000,30.000000,60.000000,3.000000,4.800000,9.580000
APAFEH,3.348900,33.379200,66.154500,64.233000,676.000000,1092.000000,1560.000000,1170.000000,15.000000,15.000000,126.000000,216.000000,162.000000,1.562500,5.625000,11.437500,9.937500,292.003500,683.585400,1339.404000,2117.538000,1642.000000,4320.000000,7212.000000,8010.000000,49.000000,108.000000,210.000000,336.000000,318.000000,912.000000,1626.000000,2136.000000,18.895300,53.018400,96.838200,133.942800,-7.260000,-8.700000,-7.650000,114.000000,330.000000,345.000000,15.000000,54.000000,63.000000,3.000000,9.600000,10.800000
APAFEM01,3.348900,33.379200,66.154500,64.233000,676.000000,1092.000000,1560.000000,1170.000000,15.000000,15.000000,126.000000,216.000000,162.000000,1.562500,5.625000,11.437500,9.937500,292.003500,683.585400,1339.404000,2117.538000,1642.000000,4320.000000,7212.000000,8010.000000,49.000000,108.000000,210.000000,336.000000,318.000000,912.000000,1626.000000,2136.000000,18.895300,53.018400,96.838200,133.942800,-7.260000,-8.700000,-7.650000,114.000000,330.000000,345.000000,15.000000,54.000000,63.000000,3.000000,9.600000,10.800000
APAFEM05,3.348900,33.379200,66.154500,64.233000,676.000000,1092.000000,1560.000000,1170.000000,15.000000,15.000000,126.000000,216.000000,162.000000,1.562500,5.625000,11.437500,9.937500,292.003500,683.585400,1339.404000,2117.538000,1642.000000,4320.000000,7212.000000,8010.000000,49.000000,108.000000,210.000000,336.000000,318.000000,912.000000,1626.000000,2136.000000,18.895300,53.018400,96.838200,133.942800,-7.260000,-8.700000,-7.650000,114.000000,330.000000,345.000000,15.000000,54.000000,63.000000,3.000000,9.600000,10.800000
ATAVAU,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,453.280500,1069.650400,1919.827200,2575.025600,3506.000000,7396.000000,11898.000000,14880.000000,71.000000,164.000000,286.000000,392.000000,450.000000,1224.000000,2084.000000,2608.000000,35.431500,90.776800,153.457800,197.512400,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
ATAVEY,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,453.280500,1069.650400,1919.869200,2572.633200,3506.000000,7396.000000,12098.000000,15220.000000,71.000000,164.000000,286.000000,392.000000,450.000000,1224.000000,2076.000000,2588.000000,35.431500,90.776800,153.857800,198.020400,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
ATAVEY01,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,453.280500,1069.650400,1919.869200,2572.633200,3506.000000,7396.000000,12098.000000,15220.000000,71.000000,164.000000,286.000000,392.000000,450.000000,1224.000000,2076.000000,2588.000000,35.431500,90.776800,153.857800,198.020400,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
AWUKEK01,3.348900,33.379200,55.998000,99.844800,676.000000,1092.000000,1872.000000,3328.000000,12.000000,20.000000,108.000000,240.000000,408.000000,1.562500,5.625000,11.550000,19.050000,485.127900,1131.638400,2287.320800,3219.986400,2344.000000,6144.000000,11462.000000,16664.000000,79.000000,176.000000,350.000000,492.000000,526.000000,1460.000000,2622.000000,3660.000000,30.058300,84.215200,156.073400,225.101200,-7.260000,-8.640000,-17.960000,114.000000,240.000000,392.000000,18.000000,32.000000,52.000000,3.000000,5.760000,9.760000
BAXXAB01,3.348900,33.379200,54.717000,68.368800,676.000000,1092.000000,1612.000000,1716.000000,12.000000,16.000000,108.000000,204.000000,144.000000,1.562500,5.625000,10.550000,11.025000,263.271300,597.441400,1193.354800,1842.101600,2076.000000,4420.000000,7306.000000,9032.000000,43.000000,94.000000,182.000000,292.000000,276.000000,792.000000,1426.000000,1804.000000,18.968900,49.212200,88.274600,125.952000,-7.260000,-7.940000,-8.080000,114.000000,250.000000,350.000000,18.000000,38.000000,72.000000,3.000000,6.560000,11.180000
BAYZEH,3.348900,33.379200,46.665000,72.211800,676.000000,1092.000000,1560.000000,2496.000000,10.000000,16.000000,96.000000,168.000000,216.000000,1.562500,5.625000,9.625000,14.025000,390.611900,889.898400,1567.990400,2160.035600,3606.000000,6912.000000,11334.000000,14068.000000,63.000000,140.000000,238.000000,336.000000,378.000000,1008.000000,1656.000000,2196.000000,31.704900,78.363200,128.819800,170.334800,-7.260000,-7.200000,-10.180000,114.000000,200.000000,320.000000,20.000000,32.000000,60.000000,3.000000,4.800000,8.780000
BAYZEH01,3.348900,33.379200,46.665000,72.211800,676.000000,1092.000000,1560.000000,2496.000000,10.000000,16.000000,96.000000,168.000000,216.000000,1.562500,5.625000,9.625000,14.025000,390.611900,889.898400,1567.990400,2160.035600,3606.000000,6912.000000,11334.000000,14068.000000,63.000000,140.000000,238.000000,336.000000,378.000000,1008.000000,1656.000000,2196.000000,31.704900,78.363200,128.819800,170.334800,-7.260000,-7.200000,-10.180000,114.000000,200.000000,320.000000,20.000000,32.000000,60.000000,3.000000,4.800000,8.780000
BOCYOK,3.348900,33.379200,46.665000,75.798600,676.000000,1092.000000,1560.000000,2600.000000,10.000000,16.000000,96.000000,168.000000,216.000000,1.562500,5.625000,9.625000,13.925000,359.594900,797.690400,1501.653600,1975.878800,2546.000000,5424.000000,8854.000000,12672.000000,55.000000,120.000000,218.000000,292.000000,338.000000,900.000000,1504.000000,2000.000000,24.930100,62.932400,106.950200,148.620800,-7.260000,-7.200000,-12.140000,114.000000,200.000000,316.000000,20.000000,32.000000,60.000000,3.000000,4.800000,8.860000
BOCYOK02,3.348900,33.379200,46.665000,75.798600,676.000000,1092.000000,1560.000000,2600.000000,10.000000,16.000000,96.000000,168.000000,216.000000,1.562500,5.625000,9.625000,13.925000,359.594900,797.690400,1501.653600,1975.878800,2546.000000,5424.000000,8854.000000,12672.000000,55.000000,120.000000,218.000000,292.000000,338.000000,900.000000,1504.000000,2000.000000,24.930100,62.932400,106.950200,148.620800,-7.260000,-7.200000,-12.140000,114.000000,200.000000,316.000000,20.000000,32.000000,60.000000,3.000000,4.800000,8.860000
BOCZEB,3.348900,33.379200,46.665000,75.688800,676.000000,1092.000000,1560.000000,3536.000000,10.000000,16.000000,96.000000,168.000000,216.000000,1.562500,5.625000,9.625000,14.275000,359.287100,797.384400,1501.288800,1975.659200,4346.000000,5856.000000,9358.000000,14544.000000,55.000000,120.000000,218.000000,292.000000,338.000000,900.000000,1504.000000,2000.000000,25.540500,63.363600,107.370200,149.320800,-7.260000,-7.200000,-12.080000,114.000000,200.000000,280.000000,20.000000,32.000000,60.000000,3.000000,4.800000,8.580000
BOCZEB03,3.348900,33.379200,46.665000,75.688800,676.000000,1092.000000,1560.000000,3536.000000,10.000000,16.000000,96.000000,168.000000,216.000000,1.562500,5.625000,9.625000,14.275000,359.287100,797.384400,1501.288800,1975.659200,4346.000000,5856.000000,9358.000000,14544.000000,55.000000,120.000000,218.000000,292.000000,338.000000,900.000000,1504.000000,2000.000000,25.540500,63.363600,107.370200,149.320800,-7.260000,-7.200000,-12.080000,114.000000,200.000000,280.000000,20.000000,32.000000,60.000000,3.000000,4.800000,8.580000
BUNSIN,3.348900,33.379200,73.383000,116.571000,676.000000,1092.000000,2236.000000,1508.000000,16.000000,28.000000,132.000000,324.000000,252.000000,1.562500,5.625000,14.400000,15.950000,366.413500,877.686400,1858.730000,3086.790000,1796.000000,4924.000000,9610.000000,11584.000000,63.000000,140.000000,294.000000,504.000000,434.000000,1296.000000,2514.000000,3696.000000,22.635900,65.736400,129.577400,201.191200,-7.260000,-10.820000,-12.460000,114.000000,330.000000,670.000000,14.000000,42.000000,126.000000,3.000000,8.480000,22.240000
BUNSIN01,3.348900,33.379200,73.383000,116.571000,676.000000,1092.000000,2236.000000,1508.000000,16.000000,28.000000,132.000000,324.000000,252.000000,1.562500,5.625000,14.400000,15.950000,366.413500,877.686400,1858.730000,3086.790000,1796.000000,4924.000000,9610.000000,11584.000000,63.000000,140.000000,294.000000,504.000000,434.000000,1296.000000,2514.000000,3696.000000,22.635900,65.736400,129.577400,201.191200,-7.260000,-10.820000,-12.460000,114.000000,330.000000,670.000000,14.000000,42.000000,126.000000,3.000000,8.480000,22.240000
CATWUS,3.348900,33.379200,55.998000,80.154000,676.000000,1092.000000,1872.000000,2028.000000,12.000000,18.000000,108.000000,216.000000,252.000000,1.562500,5.625000,11.550000,14.325000,396.001800,936.563400,1775.661000,2555.640000,2368.000000,6072.000000,10986.000000,14388.000000,61.000000,144.000000,264.000000,384.000000,408.000000,1152.000000,2088.000000,2796.000000,28.566100,77.870400,141.295200,195.117600,-7.260000,-8.640000,-10.860000,114.000000,240.000000,390.000000,18.000000,36.000000,66.000000,3.000000,5.760000,11.040000
CECVUD,3.348900,33.379200,51.331500,74.316300,676.000000,1092.000000,1716.000000,2132.000000,11.000000,17.000000,102.000000,204.000000,186.000000,1.562500,5.625000,10.587500,12.987500,324.971300,748.118400,1433.048800,2130.917600,2366.000000,5172.000000,8744.000000,11592.000000,53.000000,118.000000,218.000000,334.000000,336.000000,942.000000,1692.000000,2246.000000,23.985900,62.208600,109.265000,157.063800,-7.260000,-7.920000,-9.500000,114.000000,220.000000,360.000000,19.000000,32.000000,71.000000,3.000000,5.280000,10.860000
CERDEJ01,3.348900,33.379200,61.378200,91.463400,676.000000,1092.000000,2028.000000,3068.000000,12.000000,20.000000,108.000000,216.000000,408.000000,1.562500,5.625000,11.400000,19.450000,550.261300,1297.882800,2442.442800,3429.056800,2650.000000,6960.000000,12678.000000,18108.000000,91.000000,204.000000,378.000000,520.000000,582.000000,1584.000000,2754.000000,3960.000000,36.577900,100.494000,177.371400,249.761600,-7.260000,-11.580000,-13.380000,114.000000,234.000000,402.000000,18.000000,36.000000,52.000000,3.000000,5.880000,9.440000
COLJAO,3.348900,33.379200,55.998000,83.338200,676.000000,1092.000000,1872.000000,2860.000000,12.000000,18.000000,108.000000,216.000000,264.000000,1.562500,5.625000,11.550000,15.900000,356.459500,856.266400,1596.120400,2281.606400,2536.000000,5980.000000,10630.000000,14528.000000,57.000000,132.000000,238.000000,348.000000,370.000000,1032.000000,1838.000000,2516.000000,26.296700,71.095600,126.150200,174.496400,-7.260000,-8.640000,-12.600000,114.000000,240.000000,358.000000,18.000000,36.000000,64.000000,3.000000,5.760000,9.780000
COMQUR,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,552.116300,1257.404400,2147.022800,2952.933600,3314.000000,7392.000000,11430.000000,14580.000000,91.000000,200.000000,334.000000,472.000000,534.000000,1408.000000,2236.000000,2744.000000,41.044100,103.465200,165.344200,215.652400,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
COMQUR01,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,552.116300,1257.404400,2147.022800,2952.933600,3314.000000,7392.000000,11430.000000,14580.000000,91.000000,200.000000,334.000000,472.000000,534.000000,1408.000000,2236.000000,2744.000000,41.044100,103.465200,165.344200,215.652400,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
COMRAY,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,330.411100,803.487200,1543.094400,2164.295200,7592.000000,6536.000000,12262.000000,14720.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,26.341700,66.631600,122.327000,163.538000,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
COMREC,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,466.357100,1113.545200,2021.066400,2832.925200,2544.000000,6592.000000,11758.000000,14128.000000,73.000000,168.000000,298.000000,424.000000,466.000000,1292.000000,2274.000000,2920.000000,31.971300,86.808000,152.172200,200.564800,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
DEDNOQ,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,321.738100,786.351200,1507.450400,2081.090400,2000.000000,5312.000000,9774.000000,11836.000000,49.000000,116.000000,214.000000,300.000000,330.000000,936.000000,1726.000000,2248.000000,22.360900,62.196400,113.520600,150.590000,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
DEVDUD,3.348900,33.379200,55.998000,80.483400,676.000000,1092.000000,1872.000000,3588.000000,12.000000,18.000000,108.000000,216.000000,216.000000,1.562500,5.625000,11.550000,16.200000,273.861900,662.387400,1266.248400,1636.735800,3166.000000,6288.000000,10554.000000,14388.000000,43.000000,102.000000,186.000000,246.000000,288.000000,810.000000,1506.000000,1926.000000,23.494900,61.469400,109.590600,138.802200,-7.260000,-8.640000,-11.040000,114.000000,240.000000,330.000000,18.000000,36.000000,72.000000,3.000000,5.760000,9.540000
