ccdc_id,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
LUWSUS05,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
LUWSUS06,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
LUWSUS07,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
LUWSUS09,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
LUWTED,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
LUWTED01,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
LUWTED02,3.348900,33.379200,51.331500,73.675800,676.000000,1092.000000,1716.000000,2002.000000,11.000000,17.000000,102.000000,204.000000,174.000000,1.562500,5.625000,10.587500,12.487500,289.281300,660.653400,1283.785800,1919.373600,2220.000000,4788.000000,8110.000000,10574.000000,47.000000,104.000000,194.000000,300.000000,298.000000,840.000000,1524.000000,2016.000000,21.340500,55.140000,97.515400,141.190800,-7.260000,-7.920000,-9.150000,114.000000,220.000000,365.000000,19.000000,32.000000,73.000000,3.000000,5.280000,11.260000
LUXMOH,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,325.939900,798.795200,1533.710400,2146.815200,1976.000000,5288.000000,9766.000000,11808.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,22.695500,63.459200,115.982200,154.144400,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
LUXMOH01,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,325.939900,798.795200,1533.710400,2146.815200,1976.000000,5288.000000,9766.000000,11808.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,22.695500,63.459200,115.982200,154.144400,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
MALJEP,3.348900,33.379200,61.378200,87.620400,676.000000,1092.000000,2028.000000,2288.000000,12.000000,20.000000,108.000000,216.000000,300.000000,1.562500,5.625000,11.400000,16.450000,457.637500,1089.904800,2052.148800,2963.404800,8038.000000,7632.000000,14142.000000,18152.000000,73.000000,168.000000,306.000000,448.000000,474.000000,1332.000000,2394.000000,3276.000000,35.023900,89.714000,161.235400,223.836800,-7.260000,-11.580000,-11.280000,114.000000,234.000000,432.000000,18.000000,36.000000,70.000000,3.000000,5.880000,11.840000
MALJIT,3.348900,33.379200,61.378200,91.463400,676.000000,1092.000000,2028.000000,3068.000000,12.000000,20.000000,108.000000,216.000000,408.000000,1.562500,5.625000,11.400000,19.450000,554.732500,1302.574800,2451.826800,3446.536800,8266.000000,8208.000000,15174.000000,21020.000000,91.000000,204.000000,378.000000,520.000000,582.000000,1584.000000,2754.000000,3960.000000,40.224100,103.666400,183.716200,259.155200,-7.260000,-11.580000,-13.380000,114.000000,234.000000,402.000000,18.000000,36.000000,52.000000,3.000000,5.880000,9.440000
MALJIT01,3.348900,33.379200,61.378200,91.463400,676.000000,1092.000000,2028.000000,3068.000000,12.000000,20.000000,108.000000,216.000000,408.000000,1.562500,5.625000,11.400000,19.450000,554.732500,1302.574800,2451.826800,3446.536800,8266.000000,8208.000000,15174.000000,21020.000000,91.000000,204.000000,378.000000,520.000000,582.000000,1584.000000,2754.000000,3960.000000,40.224100,103.666400,183.716200,259.155200,-7.260000,-11.580000,-13.380000,114.000000,234.000000,402.000000,18.000000,36.000000,52.000000,3.000000,5.880000,9.440000
MALJIT03,3.348900,33.379200,61.378200,91.463400,676.000000,1092.000000,2028.000000,3068.000000,12.000000,20.000000,108.000000,216.000000,408.000000,1.562500,5.625000,11.400000,19.450000,554.732500,1302.574800,2451.826800,3446.536800,8266.000000,8208.000000,15174.000000,21020.000000,91.000000,204.000000,378.000000,520.000000,582.000000,1584.000000,2754.000000,3960.000000,40.224100,103.666400,183.716200,259.155200,-7.260000,-11.580000,-13.380000,114.000000,234.000000,402.000000,18.000000,36.000000,52.000000,3.000000,5.880000,9.440000
MALJOZ,3.348900,33.379200,61.378200,91.463400,676.000000,1092.000000,2028.000000,3068.000000,12.000000,20.000000,108.000000,216.000000,408.000000,1.562500,5.625000,11.400000,19.450000,554.732500,1302.574800,2451.826800,3446.536800,8266.000000,8208.000000,15174.000000,21020.000000,91.000000,204.000000,378.000000,520.000000,582.000000,1584.000000,2754.000000,3960.000000,40.224100,103.666400,183.716200,259.155200,-7.260000,-11.580000,-13.380000,114.000000,234.000000,402.000000,18.000000,36.000000,52.000000,3.000000,5.880000,9.440000
MALJOZ01,3.348900,33.379200,61.378200,91.463400,676.000000,1092.000000,2028.000000,3068.000000,12.000000,20.000000,108.000000,216.000000,408.000000,1.562500,5.625000,11.400000,19.450000,554.732500,1302.574800,2451.826800,3446.536800,8266.000000,8208.000000,15174.000000,21020.000000,91.000000,204.000000,378.000000,520.000000,582.000000,1584.000000,2754.000000,3960.000000,40.224100,103.666400,183.716200,259.155200,-7.260000,-11.580000,-13.380000,114.000000,234.000000,402.000000,18.000000,36.000000,52.000000,3.000000,5.880000,9.440000
MEGDEH,3.348900,33.379200,55.998000,74.664000,676.000000,1092.000000,1872.000000,2496.000000,12.000000,16.000000,108.000000,216.000000,312.000000,1.562500,5.625000,11.550000,15.400000,627.887900,1429.478400,2568.204000,3372.452000,2928.000000,7392.000000,12366.000000,16688.000000,103.000000,224.000000,398.000000,516.000000,622.000000,1612.000000,2598.000000,3644.000000,40.639900,107.746400,178.569400,241.978800,-7.260000,-8.640000,-11.520000,114.000000,240.000000,320.000000,18.000000,36.000000,44.000000,3.000000,5.760000,7.680000
MELLOF,3.348900,33.379200,68.716500,105.774000,676.000000,1092.000000,2080.000000,1690.000000,15.000000,25.000000,126.000000,288.000000,258.000000,1.562500,5.625000,13.437500,15.562500,369.738500,878.757400,1790.707000,2888.118000,1866.000000,5032.000000,9378.000000,11618.000000,63.000000,140.000000,282.000000,468.000000,422.000000,1232.000000,2304.000000,3328.000000,23.547900,66.999200,126.997400,191.591200,-7.260000,-10.100000,-12.050000,114.000000,310.000000,585.000000,15.000000,42.000000,107.000000,3.000000,8.000000,18.800000
MELLOF01,3.348900,33.379200,68.716500,105.774000,676.000000,1092.000000,2080.000000,1690.000000,15.000000,25.000000,126.000000,288.000000,258.000000,1.562500,5.625000,13.437500,15.562500,369.738500,878.757400,1790.707000,2888.118000,1866.000000,5032.000000,9378.000000,11618.000000,63.000000,140.000000,282.000000,468.000000,422.000000,1232.000000,2304.000000,3328.000000,23.547900,66.999200,126.997400,191.591200,-7.260000,-10.100000,-12.050000,114.000000,310.000000,585.000000,15.000000,42.000000,107.000000,3.000000,8.000000,18.800000
MELLOF02,3.348900,33.379200,68.716500,105.774000,676.000000,1092.000000,2080.000000,1690.000000,15.000000,25.000000,126.000000,288.000000,258.000000,1.562500,5.625000,13.437500,15.562500,369.738500,878.757400,1790.707000,2888.118000,1866.000000,5032.000000,9378.000000,11618.000000,63.000000,140.000000,282.000000,468.000000,422.000000,1232.000000,2304.000000,3328.000000,23.547900,66.999200,126.997400,191.591200,-7.260000,-10.100000,-12.050000,114.000000,310.000000,585.000000,15.000000,42.000000,107.000000,3.000000,8.000000,18.800000
MEQVEM,3.348900,33.379200,55.998000,74.883600,676.000000,1092.000000,1872.000000,3536.000000,12.000000,16.000000,108.000000,216.000000,288.000000,1.562500,5.625000,11.550000,16.650000,360.969100,865.010400,1655.181600,2194.651200,2952.000000,6432.000000,11542.000000,15976.000000,59.000000,136.000000,254.000000,332.000000,390.000000,1068.000000,1886.000000,2588.000000,27.526300,73.928000,132.479800,177.044400,-7.260000,-8.640000,-11.640000,114.000000,240.000000,280.000000,18.000000,36.000000,48.000000,3.000000,5.760000,6.680000
MEQVEM02,3.348900,33.379200,55.998000,74.883600,676.000000,1092.000000,1872.000000,3536.000000,12.000000,16.000000,108.000000,216.000000,288.000000,1.562500,5.625000,11.550000,16.650000,360.969100,865.010400,1655.181600,2194.651200,2952.000000,6432.000000,11542.000000,15976.000000,59.000000,136.000000,254.000000,332.000000,390.000000,1068.000000,1886.000000,2588.000000,27.526300,73.928000,132.479800,177.044400,-7.260000,-8.640000,-11.640000,114.000000,240.000000,280.000000,18.000000,36.000000,48.000000,3.000000,5.760000,6.680000
MEQXIS,3.348900,33.379200,55.998000,74.883600,676.000000,1092.000000,1872.000000,3536.000000,12.000000,16.000000,108.000000,216.000000,288.000000,1.562500,5.625000,11.550000,16.650000,360.969100,865.010400,1655.181600,2194.651200,2952.000000,6432.000000,11542.000000,15976.000000,59.000000,136.000000,254.000000,332.000000,390.000000,1068.000000,1886.000000,2588.000000,27.526300,73.928000,132.479800,177.044400,-7.260000,-8.640000,-11.640000,114.000000,240.000000,280.000000,18.000000,36.000000,48.000000,3.000000,5.760000,6.680000
MEQXIS01,3.348900,33.379200,55.998000,74.883600,676.000000,1092.000000,1872.000000,3536.000000,12.000000,16.000000,108.000000,216.000000,288.000000,1.562500,5.625000,11.550000,16.650000,360.969100,865.010400,1655.181600,2194.651200,2952.000000,6432.000000,11542.000000,15976.000000,59.000000,136.000000,254.000000,332.000000,390.000000,1068.000000,1886.000000,2588.000000,27.526300,73.928000,132.479800,177.044400,-7.260000,-8.640000,-11.640000,114.000000,240.000000,280.000000,18.000000,36.000000,48.000000,3.000000,5.760000,6.680000
MIFRIF,3.348900,33.379200,54.717000,68.368800,676.000000,1092.000000,1612.000000,1716.000000,12.000000,16.000000,108.000000,204.000000,144.000000,1.562500,5.625000,10.550000,11.025000,273.562500,607.233400,1212.938800,1878.581600,2652.000000,4804.000000,8074.000000,9928.000000,43.000000,94.000000,182.000000,292.000000,276.000000,792.000000,1426.000000,1804.000000,20.655300,51.121800,92.093800,131.606400,-7.260000,-7.940000,-8.080000,114.000000,250.000000,350.000000,18.000000,38.000000,72.000000,3.000000,6.560000,11.180000
MIFROL,3.348900,33.379200,54.717000,68.259000,676.000000,1092.000000,1612.000000,2652.000000,12.000000,16.000000,108.000000,204.000000,144.000000,1.562500,5.625000,10.550000,11.375000,273.254700,606.927400,1212.574000,1878.362000,4452.000000,5236.000000,8578.000000,11800.000000,43.000000,94.000000,182.000000,292.000000,276.000000,792.000000,1426.000000,1804.000000,21.265700,51.553000,92.513800,132.306400,-7.260000,-7.940000,-8.020000,114.000000,250.000000,314.000000,18.000000,38.000000,72.000000,3.000000,6.560000,10.900000
MIFROL01,3.348900,33.379200,54.717000,68.259000,676.000000,1092.000000,1612.000000,2652.000000,12.000000,16.000000,108.000000,204.000000,144.000000,1.562500,5.625000,10.550000,11.375000,273.254700,606.927400,1212.574000,1878.362000,4452.000000,5236.000000,8578.000000,11800.000000,43.000000,94.000000,182.000000,292.000000,276.000000,792.000000,1426.000000,1804.000000,21.265700,51.553000,92.513800,132.306400,-7.260000,-7.940000,-8.020000,114.000000,250.000000,314.000000,18.000000,38.000000,72.000000,3.000000,6.560000,10.900000
MIFSAY,3.348900,33.379200,54.717000,66.392400,676.000000,1092.000000,1612.000000,1144.000000,12.000000,16.000000,108.000000,204.000000,180.000000,1.562500,5.625000,10.550000,10.600000,297.612900,655.581400,1331.772400,1954.884800,2196.000000,4600.000000,7850.000000,8868.000000,49.000000,106.000000,206.000000,304.000000,312.000000,864.000000,1486.000000,1900.000000,20.840900,54.372200,96.645400,134.086400,-7.260000,-7.940000,-7.000000,114.000000,250.000000,372.000000,18.000000,38.000000,66.000000,3.000000,6.560000,11.520000
MIFSEC,3.348900,33.379200,54.717000,66.392400,676.000000,1092.000000,1612.000000,1144.000000,12.000000,16.000000,108.000000,204.000000,180.000000,1.562500,5.625000,10.550000,10.600000,297.612900,655.581400,1331.772400,1954.884800,2196.000000,4600.000000,7850.000000,8868.000000,49.000000,106.000000,206.000000,304.000000,312.000000,864.000000,1486.000000,1900.000000,20.840900,54.372200,96.645400,134.086400,-7.260000,-7.940000,-7.000000,114.000000,250.000000,372.000000,18.000000,38.000000,66.000000,3.000000,6.560000,11.520000
MIWJUZ,3.348900,33.379200,46.665000,64.159800,676.000000,1092.000000,1560.000000,2444.000000,10.000000,14.000000,96.000000,168.000000,216.000000,1.562500,5.625000,9.625000,13.100000,315.291300,723.179400,1358.718800,1999.180600,2364.000000,5136.000000,8382.000000,11996.000000,51.000000,114.000000,206.000000,310.000000,320.000000,880.000000,1504.000000,2082.000000,23.712100,61.099800,104.845000,150.391400,-7.260000,-7.200000,-9.440000,114.000000,200.000000,270.000000,20.000000,32.000000,48.000000,3.000000,4.800000,7.020000
MOFRAA,3.348900,33.379200,61.378200,93.330000,676.000000,1092.000000,2028.000000,3120.000000,12.000000,20.000000,108.000000,216.000000,408.000000,1.562500,5.625000,11.400000,19.250000,535.288100,1262.529600,2441.487600,3296.706000,2460.000000,6540.000000,12102.000000,17280.000000,89.000000,196.000000,378.000000,484.000000,574.000000,1528.000000,2610.000000,3840.000000,33.308900,92.320400,163.931400,230.933200,-7.260000,-11.580000,-14.400000,114.000000,234.000000,400.000000,18.000000,36.000000,52.000000,3.000000,5.880000,9.600000
MOFREE,3.348900,33.379200,61.378200,93.330000,676.000000,1092.000000,2028.000000,3120.000000,12.000000,20.000000,108.000000,216.000000,408.000000,1.562500,5.625000,11.400000,19.250000,535.288100,1262.529600,2441.487600,3296.706000,2460.000000,6540.000000,12102.000000,17280.000000,89.000000,196.000000,378.000000,484.000000,574.000000,1528.000000,2610.000000,3840.000000,33.308900,92.320400,163.931400,230.933200,-7.260000,-11.580000,-14.400000,114.000000,234.000000,400.000000,18.000000,36.000000,52.000000,3.000000,5.880000,9.600000
NAVYEP,3.348900,33.379200,55.998000,94.922100,676.000000,1092.000000,1872.000000,2184.000000,12.000000,21.000000,108.000000,234.000000,306.000000,1.562500,5.625000,11.550000,15.637500,377.517400,891.470400,1768.092600,2519.422800,1952.000000,5178.000000,9282.000000,12222.000000,62.000000,138.000000,270.000000,390.000000,408.000000,1128.000000,1986.000000,2886.000000,23.745400,66.784200,121.757400,175.116600,-7.260000,-8.640000,-13.440000,114.000000,240.000000,462.000000,18.000000,33.000000,75.000000,3.000000,5.760000,13.740000
NAVYEP01,3.348900,33.379200,55.998000,94.922100,676.000000,1092.000000,1872.000000,2184.000000,12.000000,21.000000,108.000000,234.000000,306.000000,1.562500,5.625000,11.550000,15.637500,377.517400,891.470400,1768.092600,2519.422800,1952.000000,5178.000000,9282.000000,12222.000000,62.000000,138.000000,270.000000,390.000000,408.000000,1128.000000,1986.000000,2886.000000,23.745400,66.784200,121.757400,175.116600,-7.260000,-8.640000,-13.440000,114.000000,240.000000,462.000000,18.000000,33.000000,75.000000,3.000000,5.760000,13.740000
NEFSIA01,3.348900,33.379200,54.717000,68.368800,676.000000,1092.000000,1612.000000,1716.000000,12.000000,16.000000,108.000000,204.000000,144.000000,1.562500,5.625000,10.550000,11.025000,263.271300,597.441400,1193.599800,1851.831600,2076.000000,4420.000000,7356.000000,9192.000000,43.000000,94.000000,182.000000,292.000000,276.000000,792.000000,1444.000000,1864.000000,18.968900,49.212200,88.594600,128.368000,-7.260000,-7.940000,-8.080000,114.000000,250.000000,350.000000,18.000000,38.000000,72.000000,3.000000,6.560000,11.180000
NEFSIA02,3.348900,33.379200,54.717000,68.368800,676.000000,1092.000000,1612.000000,1716.000000,12.000000,16.000000,108.000000,204.000000,144.000000,1.562500,5.625000,10.550000,11.025000,263.271300,597.441400,1193.599800,1851.831600,2076.000000,4420.000000,7356.000000,9192.000000,43.000000,94.000000,182.000000,292.000000,276.000000,792.000000,1444.000000,1864.000000,18.968900,49.212200,88.594600,128.368000,-7.260000,-7.940000,-8.080000,114.000000,250.000000,350.000000,18.000000,38.000000,72.000000,3.000000,6.560000,11.180000
NEFVID,3.348900,33.379200,61.378200,90.914400,676.000000,1092.000000,2028.000000,2340.000000,12.000000,18.000000,108.000000,180.000000,216.000000,1.562500,5.625000,11.400000,14.025000,613.527300,1373.148000,2478.162000,3252.466800,2764.000000,6900.000000,11214.000000,13788.000000,97.000000,204.000000,378.000000,504.000000,582.000000,1524.000000,2238.000000,2604.000000,35.863300,93.870000,154.177800,195.043200,-7.260000,-11.580000,-16.740000,114.000000,234.000000,378.000000,18.000000,42.000000,72.000000,3.000000,5.880000,11.280000
NEMSAZ,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,325.939900,797.423200,1511.797600,2131.488000,1976.000000,5248.000000,9662.000000,11800.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,22.695500,63.523200,116.225400,154.266000,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
NEMSED,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,325.939900,797.423200,1511.797600,2131.488000,1976.000000,5248.000000,9662.000000,11800.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,22.695500,63.523200,116.225400,154.266000,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
NERDIA,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,325.939900,797.423200,1511.797600,2131.488000,1976.000000,5248.000000,9662.000000,11800.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,22.695500,63.523200,116.225400,154.266000,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
NERDIA01,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,325.939900,797.423200,1511.797600,2131.488000,1976.000000,5248.000000,9662.000000,11800.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,22.695500,63.523200,116.225400,154.266000,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
NESVOX,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,381.972100,912.605200,1723.162400,2381.211200,2180.000000,5680.000000,10338.000000,12600.000000,59.000000,136.000000,250.000000,352.000000,386.000000,1080.000000,1938.000000,2528.000000,25.494700,70.299200,126.821800,169.082400,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
NESVOX02,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,381.972100,912.605200,1723.162400,2381.211200,2180.000000,5680.000000,10338.000000,12600.000000,59.000000,136.000000,250.000000,352.000000,386.000000,1080.000000,1938.000000,2528.000000,25.494700,70.299200,126.821800,169.082400,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
NESVUD,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,390.669900,940.575200,1798.790400,2445.439200,2128.000000,5672.000000,10414.000000,12736.000000,63.000000,144.000000,270.000000,364.000000,414.000000,1140.000000,2022.000000,2652.000000,26.162300,72.760800,131.033400,174.987600,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
NESVUD01,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,390.669900,940.575200,1798.790400,2445.439200,2128.000000,5672.000000,10414.000000,12736.000000,63.000000,144.000000,270.000000,364.000000,414.000000,1140.000000,2022.000000,2652.000000,26.162300,72.760800,131.033400,174.987600,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
NESWAK,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,390.669900,940.575200,1798.790400,2445.439200,2128.000000,5672.000000,10414.000000,12736.000000,63.000000,144.000000,270.000000,364.000000,414.000000,1140.000000,2022.000000,2652.000000,26.162300,72.760800,131.033400,174.987600,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
NETBUJ,3.348900,33.379200,55.998000,78.250800,676.000000,1092.000000,1872.000000,2600.000000,12.000000,16.000000,108.000000,216.000000,288.000000,1.562500,5.625000,11.550000,15.300000,468.699900,1145.362400,2114.964800,2957.162400,2560.000000,6776.000000,12086.000000,15952.000000,75.000000,176.000000,318.000000,452.000000,494.000000,1380.000000,2454.000000,3236.000000,33.277100,91.794400,163.239800,217.791600,-7.260000,-8.640000,-13.480000,114.000000,240.000000,316.000000,18.000000,36.000000,48.000000,3.000000,5.760000,7.760000
NICSEA,3.348900,33.379200,58.688100,80.154000,676.000000,1092.000000,1950.000000,2028.000000,12.000000,18.000000,108.000000,216.000000,252.000000,1.562500,5.625000,11.475000,14.325000,434.732400,980.505000,1767.539400,2499.491400,2494.000000,6090.000000,10854.000000,13404.000000,64.000000,144.000000,252.000000,366.000000,396.000000,1092.000000,1920.000000,2562.000000,28.705600,75.474000,131.410800,179.211000,-7.260000,-10.110000,-10.860000,114.000000,237.000000,390.000000,18.000000,36.000000,66.000000,3.000000,5.820000,11.040000
NIGXUY01,3.348900,33.379200,61.378200,90.914400,676.000000,1092.000000,2028.000000,2340.000000,12.000000,18.000000,108.000000,180.000000,216.000000,1.562500,5.625000,11.400000,14.025000,710.622300,1585.818000,2885.022000,3889.594800,2992.000000,7476.000000,12246.000000,14976.000000,115.000000,240.000000,450.000000,612.000000,690.000000,1812.000000,2742.000000,3216.000000,41.063500,107.822400,178.530600,232.964400,-7.260000,-11.580000,-16.740000,114.000000,234.000000,378.000000,18.000000,42.000000,72.000000,3.000000,5.880000,11.280000
NIGXUY02,3.348900,33.379200,61.378200,90.914400,676.000000,1092.000000,2028.000000,2340.000000,12.000000,18.000000,108.000000,180.000000,216.000000,1.562500,5.625000,11.400000,14.025000,710.622300,1585.818000,2885.022000,3889.594800,2992.000000,7476.000000,12246.000000,14976.000000,115.000000,240.000000,450.000000,612.000000,690.000000,1812.000000,2742.000000,3216.000000,41.063500,107.822400,178.530600,232.964400,-7.260000,-11.580000,-16.740000,114.000000,234.000000,378.000000,18.000000,42.000000,72.000000,3.000000,5.880000,11.280000
NIQFUP,3.348900,33.379200,55.998000,92.232000,676.000000,1092.000000,1872.000000,2106.000000,12.000000,21.000000,108.000000,234.000000,306.000000,1.562500,5.625000,11.550000,15.712500,403.327600,942.683400,1844.028000,2708.043600,2024.000000,5352.000000,9450.000000,12774.000000,68.000000,150.000000,288.000000,426.000000,438.000000,1200.000000,2076.000000,3090.000000,26.026000,72.280200,129.052800,190.312200,-7.260000,-8.640000,-11.970000,114.000000,240.000000,465.000000,18.000000,33.000000,75.000000,3.000000,5.760000,13.680000
