column,hash,SMARTS
Bit861,71335025,[#6D2v4+0H1R](:[#6D3v4+0H0R](-[#7D2v3+0H0R]):[#7D3v4+1H0R]):[#6D2v4+0H1R]:[#6D3v4+0H0R]
Bit862,1303588520,[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D4v4+1H0R])-[#7D4v4+1H0R]
Bit863,1306073970,[#6D2v4+0H1R](:[#6D2v4+0H1R]:[#6D3v4+0H0R]):[#7D3v3+0H0R](-[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit864,1307023000,[#7D3v3+0H0R](-[#6D3v4+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D2v4+0H1R]
Bit865,71219699,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D2v3+0H0R0])-[#7D2v3+0H0R0])(-[#6D3v4+0H0R](:[#6D2v4+0H1R]):[#6D2v4+0H1R])=[#6D2v4+0H1R]-[#6D3v4+0H0R]
Bit866,1309899612,[#6D3v4+0H0R](-[#6D3v4+0H0R](:[#6D2v4+0H1R]):[#6D2v4+0H1R])(:[#6D2v4+0H1R]:[#6D3v4+0H0R]):[#7D2v3+0H1R]:[#7D3v4+1H0R]
Bit867,866987023,[#6D2v4+0H0R0](-[#6D3v4+0H0R0])#[#7D1v3+0H0R0]
Bit868,816734030,[#6D3v4+0H0R](-[#6D3v4+0H0R0](-[#8D1v2+0H1R0])=[#8D1v2+0H0R0])(:[#6D2v4+0H1R]:[#6D3v4+0H0R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit869,1773022290,[#6D2v4+0H1R](:[#6D2v4+0H1R]):[#7D2v4+1H1R]
Bit870,1315251554,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D3v4+0H0R](:[#6D3v4+0H0R]):[#6D3v4+0H0R]
Bit871,1321915026,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R])(:[#6D3v4+0H0R](-[#6D1v4+0H3R0]):[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D2v4+0H1R]):[#6D2v4+0H1R]
Bit872,946663851,[#6D3v4+0H1R](-[#6D2v4+0H2R])(-[#6D2v4+0H2R])-[#7D3v3+0H0R]
Bit873,411844043,[#6D2v4+0H2R](-[#6D3v4+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R])-[#7D3v3+0H0R](:[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit874,1326100291,[#6D2v4+0H2R](-[#6D3v4+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R])-[#7D3v4+1H1R](-[#6D2v4+0H2R])-[#26D6v6+0H0R]
Bit875,277092357,[#7D3v3+0H0R](-[#6D4v4+0H0R])(:[#7D3v4+1H0R]):[#6D2v4+0H1R]
Bit876,28661254,[#6D3v4+0H0R](-[#6D1v4+0H3R0])(:[#7D2v3+0H1R]):[#6D2v4+0H1R]
Bit877,1328689219,[#26D6v6+0H0R0](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R]
Bit878,1775236613,[#7D2v3+0H0R](-[#6D3v4+0H0R])=[#7D3v4+1H0R]
Bit879,1329504102,[#6D3v4+0H0R](:[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D2v4+0H1R])(:[#6D3v4+0H0R](:[#6D2v4+0H1R]):[#6D2v4+0H1R]):[#6D3v4+0H0R](:[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit880,85444818,[#9D1v1+0H0R0]-[#6D3v4+0H0R]
Bit881,792028616,[#6D3v4+0H0R](-[#6D1v4+0H3R0])(:[#7D2v3+0H0R]):[#6D2v4+0H1R]
Bit882,133401407,[#6D3v4+0H0R](-[#6D3v4+0H0R](:[#7D3v4+1H0R]):[#7D3v3+0H0R])(:[#6D2v4+0H1R]:[#6D3v4+0H0R]):[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D3v4+0H0R]
Bit883,1336801906,[#7D4v4+1H0R](-[#6D2v4+0H2R]-[#6D3v4+0H0R])(-[#6D2v4+0H2R]-[#6D3v4+0H0R])(-[#6D2v4+0H2R]-[#6D3v4+0H0R])-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D2v3+0H0R0])-[#7D2v3+0H0R0]
Bit884,1339476150,[#6D3v4+0H0R](-[#6D3v4+0H0R])(:[#6D3v4+0H0R]):[#6D2v4+0H1R]
Bit885,866987023,[#6D2v4+0H0R0](-[#6D3v4+0H0R0])#[#7D1v3+0H0R0]
Bit886,916120393,[#6D2v4+0H2R](-[#6D2v4+0H2R]-[#7D2v4+1H2R])-[#7D3v4+1H0R](-[#26D6v6+0H0R])=[#6D3v4+0H0R]
Bit887,684737872,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R])(:[#7D3v3+0H0R](-[#6D3v4+0H0R]):[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D2v4+0H2R0]):[#6D2v4+0H1R]
Bit888,391349624,[#7D3v3+0H0R](-[#7D2v3+0H0R0]=[#6D2v4+0H1R0])(:[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#7D2v3+0H0R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit889,1346497689,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D2v3+0H0R0])-[#7D2v3+0H0R0])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D2v4+0H1R]):[#6D2v4+0H1R]
Bit890,391349624,[#7D3v3+0H0R](-[#7D2v3+0H0R0]=[#6D2v4+0H1R0])(:[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#7D2v3+0H0R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit891,1347622514,[#26D6v6+0H0R](-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D3v4+0H0R])(-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D3v4+0H0R])(-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D3v4+0H0R])(-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D3v4+0H0R])(-[#7D2v3+0H0R0]=[#6D2v4+0H0R0])-[#7D2v3+0H0R0]=[#6D2v4+0H0R0]
Bit892,1711877108,[#6D3v4+0H0R](-[#16D2v2+0H0R0])(:[#6D2v4+0H1R]):[#6D2v4+0H1R]
Bit893,1348275026,[#6D2v4+0H1R](-[#6D3v4+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R])=[#7D3v4+1H0R](-[#6D2v4+0H2R])-[#26D6v6+0H0R]
Bit894,1348466963,[#6D1v4+0H3R0]-[#7D4v4+1H0R]
Bit895,401661000,[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D2v4+1H0R0])(-[#7D2v4+1H0R0])(-[#7D4v4+1H0R])-[#7D4v4+1H0R]
Bit896,1354789547,[#6D2v4+0H0R0](-[#16D2v2+0H0R0])#[#7D1v3+0H0R0]
Bit897,1357579283,[#6D2v4+0H2R0](-[#6D2v4+0H2R0])-[#6D2v4+0H2R0]
Bit898,681316610,[#6D2v4+0H1R](:[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#7D3v3+0H0R]):[#6D3v4+0H0R](-[#17D1v1+0H0R0]):[#6D2v4+0H1R]
Bit899,440232042,[#7D3v4+1H0R](-[#6D2v4+0H2R]-[#6D2v4+0H2R])(-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D2v3+0H0R0])-[#7D2v3+0H0R0])=[#6D3v4+0H0R](-[#6D3v4+0H0R])-[#16D2v2+0H0R]
Bit900,391349624,[#7D3v3+0H0R](-[#7D2v3+0H0R0]=[#6D2v4+0H1R0])(:[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#7D2v3+0H0R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit901,1370998452,[#26D6v6+0H0R](-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D3v4+0H0R])(-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D3v4+0H0R])(-[#7D2v3+0H0R0]=[#6D2v4+0H0R0])(-[#7D2v3+0H0R0]=[#6D2v4+0H0R0])(-[#7D4v4+1H0R](-[#6D2v4+0H2R])(-[#6D2v4+0H2R])-[#6D1v4+0H3R0])-[#7D4v4+1H0R](-[#6D2v4+0H2R])(-[#6D2v4+0H2R])-[#6D1v4+0H3R0]
Bit902,426855091,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R])(:[#7D3v3+0H0R](-[#6D2v4+0H2R]):[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#6D2v4+0H1R]
Bit903,191434192,[#6D3v4+0H0R](-[#6D3v4+0H0R](:[#7D2v3+0H0R]):[#6D2v4+0H1R])(:[#7D2v3+0H0R]:[#7D3v4+1H0R]):[#7D3v3+0H0R](-[#6D3v4+0H0R]):[#6D3v4+0H0R]
Bit904,1382390680,[#6D2v4+0H1R](:[#6D3v4+0H0R]):[#16D2v2+0H0R]
Bit905,1382908205,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R])(:[#6D2v4+0H1R]:[#7D2v3+0H1R]):[#6D3v4+0H0R](-[#6D2v4+0H1R]):[#6D2v4+0H1R]
Bit906,946663851,[#6D3v4+0H1R](-[#6D2v4+0H2R])(-[#6D2v4+0H2R])-[#7D3v3+0H0R]
Bit907,1387909105,[#6D3v4+0H0R](-[#6D3v4+0H0R])(:[#7D3v4+1H0R]):[#7D3v3+0H0R]
Bit908,1388543638,[#6D2v4+0H1R](:[#7D3v4+1H0R]):[#7D3v3+0H0R]
Bit909,1773022290,[#6D2v4+0H1R](:[#6D2v4+0H1R]):[#7D2v4+1H1R]
Bit910,1773022290,[#6D2v4+0H1R](:[#6D2v4+0H1R]):[#7D2v4+1H1R]
Bit911,1395829072,[#6D2v4+0H2R](-[#6D2v4+0H2R]-[#7D2v4+1H2R])-[#7D4v4+1H0R](-[#6D2v4+0H2R])(-[#6D2v4+0H2R])-[#26D6v6+0H0R]
Bit912,459522686,[#7D3v3+0H0R](-[#5D3v4-1H1R](-[#7D3v3+0H0R])-[#7D3v3+0H0R])(:[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D3v4+0H0R]):[#6D3v4+0H0R](-[#6D1v4+0H3R0]):[#6D3v4+0H0R]
Bit913,633562067,[#6D2v4+0H1R](:[#16D2v2+0H0R]:[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit914,1399461442,[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D2v4+1H0R0])-[#7D2v4+1H0R0]
Bit915,1410661491,[#26D6v6+0H0R](-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D3v4+0H0R])(-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D3v4+0H0R])(-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D3v4+0H0R])(-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R])(-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R])-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R]
Bit916,986520271,[#16D2v2+0H0R0](-[#6D2v4+0H0R0]#[#7D1v3+0H0R0])-[#6D2v4+0H2R0]-[#6D3v4+0H0R]
Bit917,623912326,[#6D3v4+0H0R](-[#6D2v4+0H2R0]-[#7D3v3+0H0R])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit918,875367570,[#26D6v6+0H0R](-[#7D3v4+1H1R](-[#6D2v4+0H2R])-[#6D2v4+0H2R])(-[#7D3v4+1H1R](-[#6D2v4+0H2R])-[#6D2v4+0H2R])(-[#7D2v4+1H0R0]#[#6D2v4+0H0R0])(-[#7D2v4+1H0R0]#[#6D2v4+0H0R0])(-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R])-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R]
Bit919,1424099040,[#6D2v4+0H1R](:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#7D3v3+0H0R]
Bit920,1424672708,[#6D2v4+0H1R](:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#6D2v4+0H1R]
Bit921,1432037433,[#7D3v3+0H0R](-[#6D2v4+0H2R0])(:[#6D3v4+0H0R]):[#6D3v4+0H0R]
Bit922,36154455,[#7D2v3+0H1R](-[#6D3v4+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R])-[#6D3v4+0H0R](:[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit923,946663851,[#6D3v4+0H1R](-[#6D2v4+0H2R])(-[#6D2v4+0H2R])-[#7D3v3+0H0R]
Bit924,1437467897,[#7D3v3+0H0R](-[#6D2v4+0H2R0]-[#6D1v4+0H3R0])(:[#6D3v4+0H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit925,1440797486,[#6D1v4+0H3R0]-[#7D3v3+0H0R]
Bit926,839420663,[#6D3v4+0H0R](-[#6D3v4+0H0R])(:[#7D3v4+1H0R]):[#16D2v2+0H0R]
Bit927,1444225095,[#8D1v2+0H0R0]
Bit928,156396983,[#6D2v4+0H2R0](-[#8D2v2+0H0R0]-[#6D3v4+0H0R])-[#6D2v4+0H2R0]-[#6D2v4+0H2R0]
Bit929,1450009158,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v3+0H0R])-[#7D3v3+0H0R])(:[#6D3v4+0H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#7D3v3+0H0R]
Bit930,684737872,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R])(:[#7D3v3+0H0R](-[#6D3v4+0H0R]):[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D2v4+0H2R0]):[#6D2v4+0H1R]
Bit931,1457269166,[#6D3v4+0H0R](:[#6D3v4+0H0R])(:[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit932,605864123,[#7D3v3+0H0R](-[#6D3v4+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R])(:[#6D2v4+0H1R]:[#6D3v4+0H0R]):[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D2v4+0H1R]
Bit933,1626016656,[#6D2v4+0H2R](-[#7D3v4+1H0R](-[#26D6v6+0H0R])=[#6D3v4+0H0R])-[#6D2v4+0H2R]-[#7D3v4+1H1R]
Bit934,779259036,[#6D3v4+0H0R](-[#7D3v3+0H0R](-[#6D3v4+0H0R])-[#6D3v4+0H0R])(:[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D3v4+0H0R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit935,71335025,[#6D2v4+0H1R](:[#6D3v4+0H0R](-[#7D2v3+0H0R]):[#7D3v4+1H0R]):[#6D2v4+0H1R]:[#6D3v4+0H0R]
Bit936,1472777870,[#6D3v4+0H0R](-[#6D1v4+0H3R0])(:[#6D3v4+0H0R]):[#6D3v4+0H0R]
Bit937,1737814222,[#6D3v4+0H0R](:[#6D2v4+0H1R]:[#6D3v4+0H0R])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D3v4+0H0R](:[#6D2v4+0H1R]):[#6D2v4+0H1R]
Bit938,1481504764,[#6D2v4+0H1R](:[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit939,1483367255,[#6D3v4+0H0R](-[#6D3v4+0H0R](-[#6D1v4+0H3R0])=[#7D3v4+1H0R])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D2v4+0H1R]
Bit940,875367570,[#26D6v6+0H0R](-[#7D3v4+1H1R](-[#6D2v4+0H2R])-[#6D2v4+0H2R])(-[#7D3v4+1H1R](-[#6D2v4+0H2R])-[#6D2v4+0H2R])(-[#7D2v4+1H0R0]#[#6D2v4+0H0R0])(-[#7D2v4+1H0R0]#[#6D2v4+0H0R0])(-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R])-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R]
Bit941,871335196,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D2v3+0H0R0])(-[#7D2v3+0H0R0])(-[#7D4v4+1H0R])-[#7D4v4+1H0R])(:[#6D3v4+0H0R](-[#6D2v4+0H2R]):[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D1v4+0H3R0]):[#6D2v4+0H1R]
Bit942,950184047,[#5D3v4-1H1R](-[#7D3v3+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R])(-[#7D3v3+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R])-[#7D3v3+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R]
Bit943,1488074449,[#6D2v4+0H1R](:[#7D2v3+0H0R]:[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit944,486012057,[#6D2v4+0H2R](-[#6D3v4+0H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R])-[#6D2v4+0H2R]-[#6D3v4+0H0R]
Bit945,1491873295,[#6D2v4+0H2R](-[#6D2v4+0H2R]-[#6D2v4+0H2R])-[#7D3v4+1H1R](-[#6D2v4+0H2R])-[#26D6v6+0H0R]
Bit946,915236254,[#6D3v4+0H0R](-[#6D3v4+0H0R])(-[#6D3v4+0H0R])=[#6D3v4+0H0R]
Bit947,2062909615,[#6D2v4+0H2R0](-[#6D2v4+0H2R0])-[#35D1v1+0H0R0]
Bit948,409680845,[#7D2v4+1H2R](-[#6D2v4+0H2R]-[#6D2v4+0H2R])-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D2v4+1H2R])-[#7D4v4+1H0R]
Bit949,754666517,[#6D3v4+0H0R](-[#6D3v4+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R])(:[#6D3v4+0H0R](:[#6D2v4+0H1R]):[#7D3v3+0H0R]):[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#7D2v3+0H0R]
Bit950,887805242,[#6D3v4+0H1R](-[#7D3v4+1H0R])(-[#6D2v4+0H2R0])-[#6D2v4+0H2R]
Bit951,866987023,[#6D2v4+0H0R0](-[#6D3v4+0H0R0])#[#7D1v3+0H0R0]
Bit952,792028616,[#6D3v4+0H0R](-[#6D1v4+0H3R0])(:[#7D2v3+0H0R]):[#6D2v4+0H1R]
Bit953,1509398532,[#6D2v4+0H1R](:[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D3v4+0H0R]):[#7D2v3+0H1R]:[#6D2v4+0H1R]
Bit954,1509440479,[#6D2v4+0H1R](:[#7D3v3+0H0R](-[#6D3v4+0H1R]):[#7D3v4+1H0R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit955,949963074,[#7D2v3+0H0R](:[#6D2v4+0H1R]:[#6D3v4+0H0R]):[#6D2v4+0H1R]:[#6D3v4+0H0R]
Bit956,1737814222,[#6D3v4+0H0R](:[#6D2v4+0H1R]:[#6D3v4+0H0R])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D3v4+0H0R](:[#6D2v4+0H1R]):[#6D2v4+0H1R]
Bit957,583722864,[#6D2v4+0H1R](:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D3v4+0H0R](-[#6D2v4+0H1R0]):[#6D2v4+0H1R]
Bit958,440232042,[#7D3v4+1H0R](-[#6D2v4+0H2R]-[#6D2v4+0H2R])(-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D2v3+0H0R0])-[#7D2v3+0H0R0])=[#6D3v4+0H0R](-[#6D3v4+0H0R])-[#16D2v2+0H0R]
Bit959,1945779656,[#6D2v4+0H2R0](-[#6D3v4+0H0R])-[#7D4v4+1H0R]
Bit960,1540849960,[#16D2v2+0H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R]
Bit961,1550568548,[#6D3v4+0H0R](-[#6D1v4+0H3R0])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit962,1551004987,[#6D2v4+0H1R](:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#7D3v3+0H0R](-[#5D3v4-1H1R]):[#7D3v4+1H0R]
Bit963,894315312,[#6D3v4+0H0R](:[#6D3v4+0H0R](:[#6D3v4+0H0R]):[#6D2v4+0H1R])(:[#6D3v4+0H0R](:[#6D3v4+0H0R]):[#7D2v3+0H0R]):[#7D2v3+0H1R]:[#6D3v4+0H0R]
Bit964,794862962,[#6D2v4+0H2R](-[#6D3v4+0H0R])-[#6D3v4+0H0R]
Bit965,1557008866,[#6D3v4+0H0R](:[#6D2v4+0H1R]:[#6D2v4+0H1R])(:[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#6D3v4+0H0R]):[#6D3v4+0H0R](:[#6D2v4+0H1R]):[#6D2v4+0H1R]
Bit966,1866504608,[#6D3v4+0H0R](-[#7D2v3+0H0R]=[#7D3v4+1H0R])(:[#7D3v3+0H0R](-[#6D2v4+0H2R0]):[#6D2v4+0H1R]):[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D2v4+0H1R]
Bit967,751938446,[#7D2v3+0H0R0](-[#6D3v4+0H0R])=[#7D2v3+0H0R0]
Bit968,1866504608,[#6D3v4+0H0R](-[#7D2v3+0H0R]=[#7D3v4+1H0R])(:[#7D3v3+0H0R](-[#6D2v4+0H2R0]):[#6D2v4+0H1R]):[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D2v4+0H1R]
Bit969,156396983,[#6D2v4+0H2R0](-[#8D2v2+0H0R0]-[#6D3v4+0H0R])-[#6D2v4+0H2R0]-[#6D2v4+0H2R0]
Bit970,795957582,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R])(:[#7D3v3+0H0R](-[#6D3v3+1H0R]):[#6D3v4+0H0R]):[#6D3v4+0H0R](-[#6D1v4+0H3R0]):[#6D2v4+0H1R]
Bit971,751938446,[#7D2v3+0H0R0](-[#6D3v4+0H0R])=[#7D2v3+0H0R0]
Bit972,820896064,[#6D3v4+0H1R0](-[#6D2v4+0H2R0]-[#7D3v3+0H0R])(-[#6D1v4+0H3R0])-[#6D1v4+0H3R0]
Bit973,1573593381,[#6D3v4+0H0R](:[#6D2v4+0H1R]:[#6D2v4+0H1R])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D3v4+0H0R](:[#6D3v4+0H0R]):[#7D3v4+1H0R]
Bit974,431184926,[#6D2v4+0H0R0](-[#7D2v2-1H0R0]-[#6D2v4+0H0R0])#[#7D2v4+1H0R0]-[#26D6v6+0H0R]
Bit975,792028616,[#6D3v4+0H0R](-[#6D1v4+0H3R0])(:[#7D2v3+0H0R]):[#6D2v4+0H1R]
Bit976,700383531,[#8D2v2+0H0R](:[#6D3v4+0H0R]):[#7D2v3+0H0R]
Bit977,74167451,[#26D6v6+0H0R](-[#7D4v4+1H0R](-[#6D2v4+0H2R])(-[#6D2v4+0H2R])-[#6D2v4+0H2R])(-[#7D2v3+0H0R0]=[#6D2v4+0H0R0])(-[#7D2v3+0H0R0]=[#6D2v4+0H0R0])(-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#7D3v3+0H0R])(-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#7D3v3+0H0R])-[#7D3v4+1H0R](:[#6D3v4+0H0R]):[#7D3v3+0H0R]
Bit978,1991248063,[#7D3v4+1H0R](-[#26D6v6+0H0R](-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])(-[#7D3v4+1H0R])-[#7D3v4+1H0R])(:[#6D3v4+0H0R](-[#6D1v4+0H3R0]):[#6D3v4+0H0R]):[#6D3v4+0H0R](-[#6D2v4+0H1R]):[#6D2v4+0H1R]
Bit979,816734030,[#6D3v4+0H0R](-[#6D3v4+0H0R0](-[#8D1v2+0H1R0])=[#8D1v2+0H0R0])(:[#6D2v4+0H1R]:[#6D3v4+0H0R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit980,515009274,[#6D3v4+0H0R](-[#6D4v4+0H0R0](-[#6D3v4+0H0R])(-[#6D3v4+0H0R])-[#7D3v3+0H0R])(:[#6D2v4+0H1R]:[#6D2v4+0H1R]):[#6D2v4+0H1R]:[#6D2v4+0H1R]
Bit981,772480710,[#6D2v4+0H2R0](-[#7D3v3+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R])-[#6D2v4+0H1R0]=[#6D1v4+0H2R0]
Bit982,1597993969,[#6D1v4+0H3R0]-[#6D3v4+0H0R0]
Bit983,403313002,[#7D4v4+1H0R](-[#6D2v4+0H2R])(-[#6D2v4+0H2R])(-[#26D6v6+0H0R])-[#6D1v4+0H3R0]
Bit984,1601941279,[#7D2v3+0H0R](:[#6D3v4+0H0R](-[#6D3v4+0H0R]):[#7D3v3+0H0R]):[#7D3v4+1H0R](-[#26D6v6+0H0R]):[#6D3v4+0H0R]
Bit985,772480710,[#6D2v4+0H2R0](-[#7D3v3+0H0R](:[#7D3v4+1H0R]):[#6D2v4+0H1R])-[#6D2v4+0H1R0]=[#6D1v4+0H2R0]
Bit986,1603688667,[#6D3v4+0H0R](-[#6D3v4+0H0R])(:[#7D2v3+0H1R]):[#6D2v4+0H1R]
