ccdc_id,ion_1,ion_2,ion_3,ion_4,ion_5,ion_6,ion_7,ion_8,ion_9,ion_10,ion_11,ion_12,ion_13,ion_14,ion_15,ion_16,ion_17,ion_18,ion_19,ion_20,ion_21,ion_22,ion_23,ion_24,ion_25,ion_26,ion_27,ion_28,ion_29,ion_30,ion_31,solv_1,solv_2,solv_3,solv_4,solv_5,solv_6,solv_7,solv_8,solv_9,solv_10,solv_11,solv_12,solv_13,solv_14,solv_15,solv_16,solv_17,solv_18,solv_19,solv_20,solv_21
JAQVUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0
JAQWAZ,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,4.0,0.0,0
JIQDAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0
JIQDET,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0
JIQDET04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0
JOJQEE,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,2.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
JUVGUC,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
JUVHEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
JUVHIR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
JUVHIR03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
KABYER,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
KALWUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,2.0,0.0,0
KALXAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
KALXAY01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
KEKVIF,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
KEKVIF01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
KEZPEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
KEZPIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.66,0.0,0
KEZPIO01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.66,0.0,0
KIFLOD,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
KIFLUJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,1.5,0.0,0
KIFMAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
KIFMAQ01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
KOKKUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0
KOKKUR02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0
KUHRUC,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
KULTAO04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
KULTAO05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
LAGJEK01,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
LAGJEK02,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
LAQYIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,2.0,0.0,0
LARZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,4.0,0.0,0
LAYQUY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.5,0,0.0,2.0,0.0,0
LAYRAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,2.0,0,0.0,0.0,0.0,0
LAYREJ01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0
LINRAC,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
LOQPAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
LUWSUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
LUWSUS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
LUWSUS02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
LUWSUS03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
LUWSUS04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
LUWSUS05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
LUWSUS06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
LUWSUS07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
LUWSUS09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
LUWTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.5,0,0.0,0.0,0.0,0
LUWTED01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.5,0,0.0,0.0,0.0,0
LUWTED02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.5,0,0.0,0.0,0.0,0
LUXMOH,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0
LUXMOH01,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0
MALJEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MALJIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MALJIT01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MALJIT03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MALJOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MALJOZ01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MEGDEH,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0
MELLOF,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MELLOF01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MELLOF02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MEQVEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,2.0,0.0,0
MEQVEM02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,2.0,0.0,0
MEQXIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MEQXIS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MIFRIF,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MIFROL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MIFROL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MIFSAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MIFSEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MIWJUZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MOFRAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
MOFREE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NAVYEP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NAVYEP01,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NEFSIA01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NEFSIA02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NEFVID,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NEMSAZ,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,2.0,0.0,0
NEMSED,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NERDIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NERDIA01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NESVOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NESVOX02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NESVUD,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NESVUD01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NESWAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.2,0.0,0
NETBUJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.25,0.0,0
NICSEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,2.0,0,0.0,0.0,0.0,0,0.0,0.5,0.0,0
NIGXUY01,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NIGXUY02,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NIQFUP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NIQFUP11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NIXWEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0,0.0,0.0,2.0,0,0.0,1.0,0.0,0
NIXXAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,1,0.0,0.0,1.5,0,0.0,0.0,0.0,0
NIXXEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,2,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NOWBIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NOWBIK01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NOZJAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
NUMBEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
