Unnamed: 0,smi,chg,coord_no,memo
PASGOF_ligands0.mol2,C1CN=C(SC1)C2=NCCCS2,0,2,
PASGOF01_ligands1.mol2,C(=[N-])=S,-1,1,
PASGOF01_ligands0.mol2,C1CN=C(SC1)C2=NCCCS2,0,2,
BAYZEH01_ligands0.mol2,c1ccnc(c1)C(=C2SC=CS2)c3ccccn3,0,2,
BAYZEH01_ligands1.mol2,C(=[N-])=S,-1,1,
BAYZEH_ligands1.mol2,C(=[N-])=S,-1,1,
BAYZEH_ligands0.mol2,c1ccnc(c1)C(=C2SC=CS2)c3ccccn3,0,2,
POGMED_ligands1.mol2,Cc1ccccc1/N=C/c2[nH]ccn2,0,2,
POGMED_ligands0.mol2,C(=[N-])=S,-1,1,
FIJTIC_ligands1.mol2,CCn1ccnc1/N=N/c2ccc(cc2)C,0,2,
FIJTIC_ligands0.mol2,C(=[N-])=S,-1,1,
QOMDAY_ligands0.mol2,c1ccnc(c1)Nc2cccc(n2)c3cccc(n3)Nc4ccccn4,0,4,
QOMDAY_ligands1.mol2,C(=[N-])=S,-1,1,
QOMDAY01_ligands0.mol2,C(=[N-])=S,-1,1,
QOMDAY01_ligands1.mol2,c1ccnc(c1)Nc2cccc(n2)c3cccc(n3)Nc4ccccn4,0,4,
QOMDAY02_ligands1.mol2,c1ccnc(c1)Nc2cccc(n2)c3cccc(n3)Nc4ccccn4,0,4,
QOMDAY02_ligands0.mol2,C(=[N-])=S,-1,1,
QUNYAA_ligands1.mol2,C(=[N-])=S,-1,1,
QUNYAA_ligands0.mol2,c1cc2c(c3c(cccn3)c4c2nsn4)nc1,0,2,
QUNYEE01_ligands1.mol2,C(=[N-])=S,-1,1,
QUNYEE01_ligands0.mol2,c1cc2c(c3c(cccn3)c4c2nsn4)nc1,0,2,
QUNYEE_ligands0.mol2,c1cc2c(c3c(cccn3)c4c2nsn4)nc1,0,2,
QUNYEE_ligands1.mol2,C(=[N-])=S,-1,1,
VASYOF_ligands1.mol2,Cc1ccnc(c1)Nc2cccc(n2)c3cccc(n3)Nc4cc(ccn4)C,0,4,
VASYOF_ligands0.mol2,C(=[N-])=S,-1,1,
VASYUL01_ligands1.mol2,Cc1cccnc1Nc2cccc(n2)c3cccc(n3)Nc4c(cccn4)C,0,4,
VASYUL01_ligands0.mol2,C(=[N-])=S,-1,1,
VASYUL_ligands1.mol2,Cc1cccnc1Nc2cccc(n2)c3cccc(n3)Nc4c(cccn4)C,0,4,
VASYUL_ligands0.mol2,C(=[N-])=S,-1,1,
VASZEW_ligands1.mol2,c1ccc2c(c1)ccnc2Nc3cccc(n3)c4cccc(n4)Nc5c6ccccc6ccn5,0,4,
VASZEW_ligands0.mol2,C(=[N-])=S,-1,1,
VASZEW01_ligands1.mol2,c1ccc2c(c1)ccnc2Nc3cccc(n3)c4cccc(n4)Nc5c6ccccc6ccn5,0,4,
VASZEW01_ligands0.mol2,C(=[N-])=S,-1,1,
MIWJUZ_ligands1.mol2,C(=[N-])=S,-1,1,
MIWJUZ_ligands0.mol2,c1ccnc(c1)c2cccc(n2)CCc3cccc(n3)c4ccccn4,0,4,
KUHRUC_ligands0.mol2,C(=[N-])=S,-1,1,
KUHRUC_ligands1.mol2,Cc1ccc(nc1)Nc2cccc(n2)c3cccc(n3)Nc4ccc(cn4)C,0,4,
DUWHIO03_ligands0.mol2,C(=[N-])=S,-1,1,
DUWHIO03_ligands1.mol2,c1ccnc(c1)c2cccc(n2)Nc3cccc(n3)c4ccccn4,0,4,
DUWHIO_ligands0.mol2,C(=[N-])=S,-1,1,
DUWHIO_ligands1.mol2,c1ccnc(c1)c2cccc(n2)Nc3cccc(n3)c4ccccn4,0,4,
WIDGEW_ligands0.mol2,c1cc(nc(c1)c2cccc(n2)Cn3cccn3)Cn4cccn4,0,4,
WIDGEW_ligands1.mol2,C(=[N-])=S,-1,1,
WIDGIA_ligands0.mol2,C(=[N-])=S,-1,1,
WIDGIA_ligands1.mol2,Cc1cc(n(n1)Cc2cccc(n2)c3cccc(n3)Cn4c(cc(n4)C)C)C,0,4,
WIDGOG_ligands0.mol2,Cc1cc(n(n1)Cc2cccc(n2)c3cccc(n3)Cn4c(cc(n4)C)C)C,0,4,
WIDGOG_ligands1.mol2,C(#N)[N-]C#N,-1,1,基はC(#N)NC#Nで出力
ZUBNAO01_ligands0.mol2,C(=[N-])=S,-1,1,
ZUBNAO01_ligands1.mol2,c1ccc2c(c1)cc3ccccc3c2c4[nH]c5c6cccnc6c7c(c5n4)cccn7,0,2,
ZUBNAO_ligands1.mol2,c1ccc2c(c1)cc3ccccc3c2c4[nH]c5c6cccnc6c7c(c5n4)cccn7,0,2,
ZUBNAO_ligands0.mol2,C(=[N-])=S,-1,1,
ZUBNES_ligands1.mol2,c1ccc2c(c1)cc3ccccc3c2c4[nH]c5c6cccnc6c7c(c5n4)cccn7,0,2,
ZUBNES_ligands0.mol2,C(=[N-])=S,-1,1,
ZUBNIW01_ligands0.mol2,C(=[N-])=S,-1,1,
ZUBNIW01_ligands1.mol2,c1ccc2c(c1)cc3ccccc3c2c4[nH]c5c6cccnc6c7c(c5n4)cccn7,0,2,
ZUBNOC_ligands0.mol2,C(=[N-])=S,-1,1,
ZUBNOC_ligands1.mol2,c1ccc2c(c1)cc3ccccc3c2c4[nH]c5c6cccnc6c7c(c5n4)cccn7,0,2,
ATAVAU_ligands0.mol2,c1cc2c3c(c4cccnc4c2nc1)nc([nH]3)c5ccsc5,0,2,
ATAVAU_ligands1.mol2,C(=[N-])=S,-1,1,
ATAVEY01_ligands0.mol2,c1cc2c3c(c4cccnc4c2nc1)nc([nH]3)c5cccs5,0,2,
ATAVEY01_ligands1.mol2,C(=[N-])=S,-1,1,
ATAVEY_ligands0.mol2,c1cc2c3c(c4cccnc4c2nc1)nc([nH]3)c5cccs5,0,2,
ATAVEY_ligands1.mol2,C(=[N-])=S,-1,1,
DUKJAW01_ligands1.mol2,c1cc(cnc1)c2[nH]c3c4cccnc4c5c(c3n2)cccn5,0,2,
DUKJAW01_ligands0.mol2,C(=[N-])=S,-1,1,
DUKJAW_ligands1.mol2,C(=[N-])=S,-1,1,
DUKJAW_ligands0.mol2,c1cc(cnc1)c2[nH]c3c4cccnc4c5c(c3n2)cccn5,0,2,
DUKJIE_ligands0.mol2,c1cc2c3c(c4cccnc4c2nc1)nc([nH]3)c5ccncc5,0,2,
DUKJIE_ligands1.mol2,C(=[N-])=S,-1,1,
HAPDOU_ligands1.mol2,C(=[N-])=S,-1,1,
HAPDOU_ligands0.mol2,COc1ccc2c(c1c3c(ccc4c3-c5c(cc6ccc7cccnc7c6n5)CC4)OC)-c8c(cc9ccc1cccnc1c9n8)CC2,0,4,
KULTAO04_ligands1.mol2,c1ccc(c(c1)c2[nH]c3c4cccnc4c5c(c3n2)cccn5)C(F)(F)F,0,2,
KULTAO04_ligands0.mol2,C(=[N-])=S,-1,1,
KULTAO05_ligands1.mol2,C(=[N-])=S,-1,1,
KULTAO05_ligands0.mol2,c1ccc(c(c1)c2[nH]c3c4cccnc4c5c(c3n2)cccn5)C(F)(F)F,0,2,
POWSID01_ligands0.mol2,C(=[N-])=S,-1,1,
POWSID01_ligands1.mol2,c1ccc2c(c1)nc3c4cccnc4c5c(c3n2)cccn5,0,2,
TISWIC_ligands0.mol2,Cc1cnc2c3cccnc3c4c(c2n1)cccn4,0,2,
TISWIC_ligands2.mol2,c1ccncc1,0,1,
TISWIC_ligands1.mol2,C(=[N-])=S,-1,1,
TISWIC01_ligands0.mol2,Cc1cnc2c3cccnc3c4c(c2n1)cccn4,0,2,
TISWIC01_ligands1.mol2,C(=[N-])=S,-1,1,
TISWIC01_ligands2.mol2,c1ccncc1,0,1,
BOCYOK02_ligands0.mol2,C(=[N-])=S,-1,1,
BOCYOK02_ligands1.mol2,Cn1ccnc1C(=O)c2nccn2C,0,2,
BOCYOK_ligands0.mol2,C(=[N-])=S,-1,1,
BOCYOK_ligands1.mol2,Cn1ccnc1C(=O)c2nccn2C,0,2,
BOCZEB03_ligands1.mol2,Cn1ccnc1C(=O)c2nccn2C,0,2,
BOCZEB03_ligands0.mol2,C(=[N-])=[Se],-1,1,
BOCZEB_ligands1.mol2,Cn1ccnc1C(=O)c2nccn2C,0,2,
BOCZEB_ligands0.mol2,C(=[N-])=[Se],-1,1,
UZAXUQ_ligands0.mol2,C(=[N-])=S,-1,1,
UZAXUQ_ligands1.mol2,c1ccc2c(c1)cccc2/C=N/n3c(nnc3c4ccccn4)c5ccccn5,0,2,
ZOYKUV01_ligands0.mol2,CCCCCCCCCCCCCCCC(=O)Nn1c(nnc1c2ccccn2)c3ccccn3,0,2,
ZOYKUV01_ligands1.mol2,C(=[N-])=S,-1,1,
ZOYKUV_ligands1.mol2,C(=[N-])=S,-1,1,
ZOYKUV_ligands0.mol2,CCCCCCCCCCCCCCCC(=O)Nn1c(nnc1c2ccccn2)c3ccccn3,0,2,
AJAXEP_ligands0.mol2,C(=[N-])=S,-1,1,
AJAXEP_ligands1.mol2,c1ccnc(c1)C(=C2SC(=C(S2)SCCC#N)SCCC#N)c3ccccn3,0,2,
FIWXOZ01_ligands0.mol2,[B-](c1ccc(cc1)C#C)(n2ccc(n2)C)(n3ccc(n3)C)n4ccc(n4)C,-1,3,
XEFDER02_ligands0.mol2,Cc1cc(n(n1)C(n2c(cc(n2)C)C)n3c(cc(n3)C)C)C,0,3,
XEFDER02_ligands1.mol2,Cc1cc(n(n1)C(n2c(cc(n2)C)C)n3c(cc(n3)C)C)C,0,3,
XEFDER06_ligands1.mol2,Cc1cc(n(n1)C(n2c(cc(n2)C)C)n3c(cc(n3)C)C)C,0,3,
XEFDER06_ligands0.mol2,Cc1cc(n(n1)C(n2c(cc(n2)C)C)n3c(cc(n3)C)C)C,0,3,
ZEQMEP02_ligands0.mol2,Cc1cc(n(n1)C(n2c(cc(n2)C)C)n3c(cc(n3)C)C)C,0,3,
JOJQEE_ligands0.mol2,c1ccc(cc1)c2cc(nc(c2)c3cccc(n3)c4ccccn4)c5ccccc5,0,3,
GOGDUB_ligands0.mol2,c1ccnc(c1)Nc2ccc3ccc4cccnc4c3n2,0,3,
EMIPIZ01_ligands0.mol2,c1cnn(c1)c2cncc(n2)n3cccn3,0,3,
NEMSAZ_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
NEMSED_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
UJEDOC01_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
UJEDOC_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
ILACON_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
LAQYIM_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
HECCOJ01_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
HECCOJ_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
NERDIA01_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
NERDIA_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
SOJKUY_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
VEVQOE_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
NETBUJ_ligands0.mol2,c1ccc2c(c1)[nH]c(n2)c3cccc(n3)c4[nH]c5ccccc5n4,0,3,
FEKYEA_ligands0.mol2,c1ccc2c(c1)[nH]c(n2)c3cccc(n3)c4[n-]c5ccccc5n4,-1,3,
FEKYEA_ligands1.mol2,c1ccc2c(c1)[nH]c(n2)c3cccc(n3)c4[n-]c5ccccc5n4,-1,3,
MEQXIS_ligands0.mol2,Cc1nc(cs1)c2cccc(n2)c3csc(n3)C,0,3,
MEQXIS01_ligands0.mol2,Cc1nc(cs1)c2cccc(n2)c3csc(n3)C,0,3,
UCIGUJ_ligands0.mol2,c1ccnc(c1)c2c(c(c([n-]2)c3ccccn3)SC#N)SC#N,-1,3,
COLJAO_ligands0.mol2,c1ccnc(c1)c2csc(n2)Nc3ccccn3,0,3,
RIZSOI_ligands0.mol2,c1ccnc(c1)c2csc(n2)Nc3cnccn3,0,3,
KOKKUR_ligands0.mol2,c1ccnc(c1)Cn2ccc(n2)c3ccccn3,0,3,
KOKKUR02_ligands0.mol2,c1ccnc(c1)Cn2ccc(n2)c3ccccn3,0,3,
PUBBOD_ligands0.mol2,Cc1csc(n1)c2cccc(n2)c3ccccn3,0,3,
TETXAR_ligands0.mol2,Cc1[nH]nc(n1)c2ccc3ccc4cccnc4c3n2,0,3,
TESMAF_ligands0.mol2,Cc1nc(nn1C)c2ccc3ccc4cccnc4c3n2,0,3,
TESLUY_ligands0.mol2,Cc1nc(nn1C)c2ccc3ccc4cccnc4c3n2,0,3,
ZOKBOQ_ligands0.mol2,c1cnc([nH]1)Cc2[nH]cc(n2)Cc3c[nH]cn3,0,3,
QERDOH_ligands0.mol2,c1cnc([nH]1)Cc2[nH]cc(n2)Cc3c[nH]cn3,0,3,
EGIPOC_ligands0.mol2,CCCCCCCCCCCCCCCCn1c2ccccc2nc1c3cc(cc(n3)c4nc5ccccc5n4CCCCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCC,0,3,
ABUFOV_ligands0.mol2,Cn1c2ccccc2nc1c3cccc(n3)c4[n-]c5ccccc5n4,-1,3,
ABUGAI_ligands0.mol2,CCn1c2ccccc2nc1c3cccc(n3)c4[n-]c5ccccc5n4,-1,3,
ILAWUP_ligands0.mol2,c1ccc(c(c1)c2cc(n[nH]2)c3cccc(n3)c4cc([nH]n4)c5ccccc5O)O,0,3,
ILAWUP_ligands1.mol2,c1ccc2c(c1)[nH]c(n2)c3cccc(n3)c4[nH]c5ccccc5n4,0,3,
ZIKKUC04_ligands0.mol2,COc1ccccc1c2cc(n[nH]2)c3cccc(n3)c4cc([nH]n4)c5ccccc5OC,0,3,
ZIKKUC04_ligands1.mol2,c1ccc2c(c1)[nH]c(n2)c3cccc(n3)c4[nH]c5ccccc5n4,0,3,
ZIKKUC_ligands0.mol2,COc1ccccc1c2cc(n[nH]2)c3cccc(n3)c4cc([nH]n4)c5ccccc5OC,0,3,
ZIKKUC_ligands1.mol2,c1ccc2c(c1)[nH]c(n2)c3cccc(n3)c4[nH]c5ccccc5n4,0,3,
ZIKMAK09_ligands0.mol2,COc1ccccc1c2cc(n[nH]2)c3cccc(n3)c4cc([nH]n4)c5ccccc5OC,0,3,
ZIKMAK09_ligands1.mol2,c1ccc2c(c1)[nH]c(n2)c3cccc(n3)c4[nH]c5ccccc5n4,0,3,
ZIKMAK05_ligands1.mol2,c1ccc2c(c1)[nH]c(n2)c3cccc(n3)c4[nH]c5ccccc5n4,0,3,
ZIKMAK05_ligands0.mol2,COc1ccccc1c2cc(n[nH]2)c3cccc(n3)c4cc([nH]n4)c5ccccc5OC,0,3,
MEQVEM02_ligands0.mol2,Cc1nc(cs1)c2cccc(n2)c3csc(n3)C,0,3,
MEQVEM_ligands0.mol2,Cc1nc(cs1)c2cccc(n2)c3csc(n3)C,0,3,
OCEVEA01_ligands0.mol2,Cc1nc(cs1)c2cccc(n2)c3csc(n3)C,0,3,
OCEVEA_ligands0.mol2,Cc1nc(cs1)c2cccc(n2)c3csc(n3)C,0,3,
LARZAF_ligands0.mol2,c1cc(nc(c1)c2nc[nH]n2)c3nc[nH]n3,0,3,
DOMQED_ligands0.mol2,c1ccc2c(c1)[nH]c(n2)c3ccc4ccc5cccnc5c4n3,0,3,
DOMQIH_ligands0.mol2,c1ccc2c(c1)[n-]c(n2)c3ccc4ccc5cccnc5c4n3,-1,3,
DOMQON_ligands0.mol2,Cc1ccc2ccc3ccc(nc3c2n1)c4[nH]c5ccccc5n4,0,3,
DOMQUT02_ligands0.mol2,Cc1ccc2ccc3ccc(nc3c2n1)c4[n-]c5ccccc5n4,-1,3,
DOMQUT01_ligands0.mol2,Cc1ccc2ccc3ccc(nc3c2n1)c4[n-]c5ccccc5n4,-1,3,
DOMQUT_ligands0.mol2,Cc1ccc2ccc3ccc(nc3c2n1)c4[n-]c5ccccc5n4,-1,3,
JAQVIG_ligands0.mol2,c1ccnc(c1)c2cccc(n2)c3nc[nH]n3,0,3,
JAQVOM_ligands0.mol2,Cn1cnc(n1)c2cccc(n2)c3ccccn3,0,3,
JAQVUS_ligands0.mol2,Cc1[nH]nc(n1)c2cccc(n2)c3ccccn3,0,3,
JAQWAZ_ligands0.mol2,Cc1nc(nn1C)c2cccc(n2)c3ccccn3,0,3,
XADFEN_ligands0.mol2,Cc1nc(no1)c2cccc(n2)c3ccccn3,0,3,
QERDIB_ligands0.mol2,c1cnc([nH]1)Cc2[nH]cc(n2)Cc3c[nH]cn3,0,3,
QERDIB01_ligands0.mol2,c1cnc([nH]1)Cc2[nH]cc(n2)Cc3c[nH]cn3,0,3,
QIDJET_ligands0.mol2,c1cc2ccc3ccc(nc3c2nc1)c4[n-]nnn4,-1,3,
QIDJET01_ligands0.mol2,c1cc2ccc3ccc(nc3c2nc1)c4[n-]nnn4,-1,3,
QIDJIX_ligands0.mol2,c1cc2ccc3ccc(nc3c2nc1)c4[n-]nnn4,-1,3,
QIDJOD_ligands0.mol2,Cn1nc(nn1)c2ccc3ccc4cccnc4c3n2,0,3,
QIDJUJ_ligands0.mol2,Cn1nc(nn1)c2ccc3ccc4cccnc4c3n2,0,3,
QIDKAQ_ligands0.mol2,CCn1nc(nn1)c2ccc3ccc4cccnc4c3n2,0,3,
QIDKEU_ligands0.mol2,CCn1nc(nn1)c2ccc3ccc4cccnc4c3n2,0,3,
QIDKOE_ligands0.mol2,CCCCCn1nc(nn1)c2ccc3ccc4cccnc4c3n2,0,3,
QIDKUK_ligands0.mol2,CCCCCn1nc(nn1)c2ccc3ccc4cccnc4c3n2,0,3,
QIDLUL_ligands0.mol2,CCCCCCCCCCCCCCCCn1nc(nn1)c2ccc3ccc4cccnc4c3n2,0,3,
QIDLUL01_ligands0.mol2,CCCCCCCCCCCCCCCCn1nc(nn1)c2ccc3ccc4cccnc4c3n2,0,3,
DUSMAH_ligands0.mol2,CC1(COC(=N1)c2cccc(n2)C3=NC(CO3)(C)C)C,0,3,
DUSMAH03_ligands0.mol2,CC1(COC(=N1)c2cccc(n2)C3=NC(CO3)(C)C)C,0,3,
DUSMUB_ligands0.mol2,CC1(COC(=N1)c2cccc(n2)C3=NC(CO3)(C)C)C,0,3,
QOZNOL_ligands0.mol2,c1ccc(cc1)C[C@@H]2COC(=N2)c3cccc(n3)C4=N[C@@H](CO4)Cc5ccccc5,0,3,
AWUKEK01_ligands0.mol2,CC1(COC(=N1)c2cccc(n2)C3=NC(CO3)(C)C)C,0,3,
FOSBOG_ligands0.mol2,c1ccc2cc(ccc2c1)c3cc(n[nH]3)c4cccc(n4)c5cc([nH]n5)c6ccc7ccccc7c6,0,3,
FOSCAT_ligands0.mol2,c1ccc2cc(ccc2c1)c3cc(n[nH]3)c4cccc(n4)c5cc([nH]n5)c6ccc7ccccc7c6,0,3,
FOSCEX_ligands0.mol2,c1ccc2cc(ccc2c1)c3cc(n[nH]3)c4cccc(n4)c5cc([nH]n5)c6ccc7ccccc7c6,0,3,
FOSCEX01_ligands0.mol2,c1ccc2cc(ccc2c1)c3cc(n[nH]3)c4cccc(n4)c5cc([nH]n5)c6ccc7ccccc7c6,0,3,
FOSCOH_ligands0.mol2,c1ccc2cc(ccc2c1)c3cc(n[nH]3)c4cccc(n4)c5cc([nH]n5)c6ccc7ccccc7c6,0,3,
GIVZIV_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
GIVZAN_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
GIVZER_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
HECBUO_ligands0.mol2,c1ccc(c(c1)c2cc(n[nH]2)c3cccc(n3)c4cc([nH]n4)c5ccccc5O)O,0,3,
HECCEZ_ligands0.mol2,c1ccc(c(c1)c2cc(n[nH]2)c3cccc(n3)c4cc([nH]n4)c5ccccc5O)O,0,3,
HECCID_ligands0.mol2,c1ccc(c(c1)c2cc(n[nH]2)c3cccc(n3)c4cc([nH]n4)c5ccccc5O)O,0,3,
HIXDOK01_ligands0.mol2,c1ccc(cc1)c2cc(n[nH]2)c3cccc(n3)c4[nH]c5ccccc5n4,0,3,
HIXDOK_ligands0.mol2,c1ccc(cc1)c2cc(n[nH]2)c3cccc(n3)c4[nH]c5ccccc5n4,0,3,
HOMXIT_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
HOMXIT01_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
HOMXIT02_ligands0.mol2,c1cc(nc(c1)c2cc[nH]n2)c3cc[nH]n3,0,3,
ITINOP_ligands0.mol2,c1ccc(c(c1)c2cc(n[nH]2)c3cccc(n3)c4cc([nH]n4)c5ccccc5O)O,0,3,
ITINOP03_ligands0.mol2,c1ccc(c(c1)c2cc(n[nH]2)c3cccc(n3)c4cc([nH]n4)c5ccccc5O)O,0,3,
IZADEU_ligands0.mol2,CC1(COC(=N1)c2cccc(n2)C3=NC(CO3)(C)C)C,0,3,
IZADEU01_ligands0.mol2,CC1(COC(=N1)c2cccc(n2)C3=NC(CO3)(C)C)C,0,3,
IZADOE_ligands0.mol2,CC1(COC(=N1)c2cccc(n2)C3=NC(CO3)(C)C)C,0,3,
IZADUK01_ligands0.mol2,CC1(COC(=N1)c2cccc(n2)C3=NC(CO3)(C)C)C,0,3,
IZADUK_ligands0.mol2,CC1(COC(=N1)c2cccc(n2)C3=NC(CO3)(C)C)C,0,3,
IZAFEW03_ligands0.mol2,c1cc(nc(c1)C2=NCCO2)C3=NCCO3,0,3,
IZAFEW_ligands0.mol2,c1cc(nc(c1)C2=NCCO2)C3=NCCO3,0,3,
IZAFIA_ligands0.mol2,c1cc(nc(c1)C2=NCCO2)C3=NCCO3,0,3,
IZAFOG01_ligands0.mol2,c1cc(nc(c1)C2=NCCO2)C3=NCCO3,0,3,
IZAFOG_ligands0.mol2,c1cc(nc(c1)C2=NCCO2)C3=NCCO3,0,3,
IZAGAT02_ligands0.mol2,c1cc(nc(c1)C2=NCCO2)C3=NCCO3,0,3,
IZAGAT_ligands0.mol2,c1cc(nc(c1)C2=NCCO2)C3=NCCO3,0,3,
KALWUR_ligands0.mol2,Cc1cc(n[nH]1)c2cccc(n2)c3cc([nH]n3)C,0,3,
KALXAY01_ligands0.mol2,Cc1cc(n[nH]1)c2cccc(n2)c3cc([nH]n3)C,0,3,
KALXAY_ligands0.mol2,Cc1cc(n[nH]1)c2cccc(n2)c3cc([nH]n3)C,0,3,
MEGDEH_ligands0.mol2,C/C(=N\c1ccc(cc1)OC)/c2nc(ccc2)/C(=N/c3ccc(cc3)OC)/C,0,3,
NIXWEZ_ligands0.mol2,Cc1ccc(cc1)c2cc(n[nH]2)c3cccc(n3)c4[nH]c5ccccc5n4,0,3,
NIXXAW_ligands0.mol2,Cc1cc(c(c(c1)C)c2cc(n[nH]2)c3cccc(n3)c4[nH]c5ccccc5n4)C,0,3,
NIXXEA_ligands0.mol2,Cc1c(c(c(c(c1C)C)c2cc(n[nH]2)c3cccc(n3)c4[nH]c5ccccc5n4)C)C,0,3,
VILZAT_ligands0.mol2,C=CCn1ccc(n1)c2cccc(n2)c3ccn(n3)CC=C,0,3,
VILZEX_ligands0.mol2,c1ccc(cc1)Cn2ccc(n2)c3cccc(n3)c4ccn(n4)Cc5ccccc5,0,3,
VILZOH_ligands0.mol2,Cn1ccc(n1)c2cccc(n2)c3ccn(n3)C,0,3,
VIMBAW_ligands0.mol2,Cn1ccc(n1)c2cccc(n2)c3ccn(n3)C,0,3,
VISCAD_ligands0.mol2,c1ccc(c(c1)c2cc(n[nH]2)c3cccc(n3)c4cc([nH]n4)c5ccccc5O)O,0,3,
XODCEB_ligands0.mol2,c1ccc(cc1)c2cc(n[nH]2)c3cccc(n3)c4[n-]c5ccccc5n4,-1,3,
TULHEQ_ligands0.mol2,CCc1cccc(c1n2c(cc(n2)c3cccc(n3)c4cc(n(n4)c5c(cccc5CC)CC)O)O)CC,0,3,
TULHIU_ligands0.mol2,c1cc(c(c(c1)F)n2c(cc(n2)c3cccc(n3)c4cc(n(n4)c5c(cccc5F)F)O)O)F,0,3,
DULBUK02_ligands0.mol2,CC1(CSC(=N1)c2cccc(n2)C3=NC(CS3)(C)C)C,0,3,
DULBUK_ligands0.mol2,CC1(CSC(=N1)c2cccc(n2)C3=NC(CS3)(C)C)C,0,3,
DULCIZ_ligands0.mol2,CC1(CSC(=N1)c2cccc(n2)C3=NC(CS3)(C)C)C,0,3,
DULCOF_ligands0.mol2,CC1(CSC(=N1)c2cccc(n2)C3=NC(CS3)(C)C)C,0,3,
DULDAS_ligands0.mol2,c1cc(nc(c1)C2=NCCS2)C3=NCCS3,0,3,
DOQRAC_ligands1.mol2,CC#N,0,1,
DOQRAC_ligands0.mol2,CN1CCN(CCN(CC1)C)C,0,3,
DOQRAC01_ligands1.mol2,CC#N,0,1,
DOQRAC01_ligands0.mol2,CN1CCN(CCN(CC1)C)C,0,3,
WEKJED_ligands0.mol2,C/C(=N\CCN)/c1ccccn1,0,3,
WEKJIH_ligands0.mol2,C/C(=N\CCNC)/c1ccccn1,0,3,
NEFSIA01_ligands0.mol2,C(=[N-])=S,-1,1,
NEFSIA01_ligands1.mol2,c1ccnc(c1)CN(CCN)Cc2ccccn2,0,4,
NEFSIA02_ligands1.mol2,c1ccnc(c1)CN(CCN)Cc2ccccn2,0,4,
NEFSIA02_ligands0.mol2,C(=[N-])=S,-1,1,
NUMBEC01_ligands1.mol2,c1ccnc(c1)CN(CCCN)Cc2ccccn2,0,4,
NUMBEC01_ligands0.mol2,C(=[N-])=S,-1,1,
NUMBEC_ligands0.mol2,C(=[N-])=S,-1,1,
NUMBEC_ligands1.mol2,c1ccnc(c1)CN(CCCN)Cc2ccccn2,0,4,
NUMBEC02_ligands0.mol2,C(=[N-])=S,-1,1,
NUMBEC02_ligands1.mol2,c1ccnc(c1)CN(CCCN)Cc2ccccn2,0,4,
UZELAN_ligands0.mol2,C(=[N-])=S,-1,1,
UZELAN_ligands1.mol2,Cc1cc(n(n1)CN(Cn2c(cc(n2)C)C)Cn3c(cc(n3)C)C)C,0,4,
TIHTAF01_ligands0.mol2,c1cnc([nH]1)c2[nH]ccn2,0,2,
TIHTAF01_ligands1.mol2,c1ccnc(c1)CN(CCN)Cc2ccccn2,0,4,
TIHTAF_ligands0.mol2,c1cnc([nH]1)c2[nH]ccn2,0,2,
TIHTAF_ligands1.mol2,c1ccnc(c1)CN(CCN)Cc2ccccn2,0,4,
IQIJAT02_ligands1.mol2,c1ccnc(c1)c2nnc(n2N)c3ccccn3,0,2,
IQIJAT02_ligands0.mol2,c1ccnc(c1)CN(CCCN)CCCN,0,4,
IQIJAT_ligands0.mol2,c1ccnc(c1)CN(CCCN)CCCN,0,4,
IQIJAT_ligands1.mol2,c1ccnc(c1)c2nnc(n2N)c3ccccn3,0,2,
BAXXAB01_ligands1.mol2,c1ccnc(c1)CNCCNCc2ccccn2,0,4,
BAXXAB01_ligands0.mol2,C(=[N-])=S,-1,1,
YUYHOR01_ligands1.mol2,c1ccnc(c1)CNCCNCc2ccccn2,0,4,
YUYHOR01_ligands0.mol2,[BH3-]C#N,-1,1,
