ccdc_id,misc-dent-ax,misc-dent-eq,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,ion_1,ion_2,ion_3,ion_4,ion_5,ion_6,ion_7,ion_8,ion_9,ion_10,ion_11,ion_12,ion_13,ion_14,ion_15,ion_16,ion_17,ion_18,ion_19,ion_20,ion_21,ion_22,ion_23,ion_24,ion_25,ion_26,ion_27,ion_28,ion_29,ion_30,ion_31,solv_1,solv_2,solv_3,solv_4,solv_5,solv_6,solv_7,solv_8,solv_9,solv_10,solv_11,solv_12,solv_13,solv_14,solv_15,solv_16,solv_17,solv_18,solv_19,solv_20,solv_21
AFANIF02,3.0,3.0,193.6605,436.9084,701.8724,769.8164,726.0,1744.0,2516.0,2264.0,31.0,66.0,108.0,118.0,174.0,426.0,584.0,568.0,12.2999,30.7554,45.5972,45.905,193.6605,436.9084,701.8724,769.8164,726.0,1744.0,2516.0,2264.0,31.0,66.0,108.0,118.0,174.0,426.0,584.0,568.0,12.2999,30.7554,45.5972,45.905,9.2416,16.9936,31.008,50.4336,49.0,91.0,168.0,126.0,2.0,4.0,7.0,4.0,12.0,26.0,20.0,0.5625,1.14,2.31,2.5275,9.2416,16.000533,32.994133,53.554667,49.0,86.333333,177.333333,200.666667,2.0,4.0,7.0,4.0,12.0,24.666667,26.666667,0.5625,1.15,2.29,3.1175,3.3489,33.3792,59.5848,74.664,676.0,1092.0,1976.0,2496.0,12.0,16.0,108.0,216.0,312.0,1.5625,5.625,11.45,15.4,390.6699,940.5752,1800.1624,2468.9032,2128.0,5672.0,10454.0,13720.0,63.0,144.0,270.0,364.0,414.0,1140.0,2022.0,2772.0,26.1623,72.7608,130.9694,177.69,0.49,1.96,4.69,1.0,4.0,31.0,-2.0,-5.0,4.0,-0.02,-0.08,1.88,0.816667,1.306667,3.663333,1.666667,2.666667,20.333333,-2.0,-4.333333,0.666667,-0.033333,-0.053333,1.093333,-7.26,-10.6,-11.52,114.0,236.0,320.0,18.0,36.0,44.0,3.0,5.84,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AFOYOM,4.0,2.0,241.1314,536.571,872.502,1067.7756,862.0,2052.0,2760.0,2748.0,40.0,84.0,138.0,174.0,222.0,552.0,774.0,852.0,15.3864,38.4384,56.4054,62.9958,95.2082,197.863,301.17,355.9252,1114.666667,1012.0,1237.333333,916.0,15.333333,30.666667,47.333333,58.0,78.0,189.333333,259.333333,284.0,6.796133,14.773733,19.9618,20.9986,9.2416,15.504,29.944,43.7456,49.0,84.0,133.0,119.0,2.0,4.0,6.0,4.0,12.0,22.0,20.0,0.5625,1.155,2.01,2.25,9.2416,11.628,20.722667,15.787733,49.0,63.0,208.833333,65.333333,1.5,2.833333,2.0,2.833333,9.333333,11.833333,10.833333,0.5625,0.86625,1.48125,0.945,3.3489,33.3792,51.3315,73.566,676.0,1092.0,1716.0,2938.0,11.0,17.0,102.0,204.0,174.0,1.5625,5.625,10.5875,12.8375,288.9735,660.3474,1283.421,1919.154,4020.0,5220.0,8614.0,12446.0,47.0,104.0,194.0,300.0,298.0,840.0,1524.0,2016.0,21.9509,55.5712,97.9354,141.8908,0.98,2.31,3.85,2.0,9.0,25.0,-2.0,-3.0,2.0,-0.04,0.32,1.5,0.735,1.796667,0.886667,1.5,-10.0,4.666667,-1.5,1.5,0.833333,-0.03,0.15,0.24,-7.26,-7.92,-9.09,114.0,220.0,329.0,19.0,32.0,73.0,3.0,5.28,10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFOYUS,4.0,2.0,241.1314,536.571,872.502,1067.7756,862.0,2052.0,2760.0,2748.0,40.0,84.0,138.0,174.0,222.0,552.0,774.0,852.0,15.3864,38.4384,56.4054,62.9958,95.2082,197.863,301.17,355.9252,1114.666667,1012.0,1237.333333,916.0,15.333333,30.666667,47.333333,58.0,78.0,189.333333,259.333333,284.0,6.796133,14.773733,19.9618,20.9986,9.2416,15.504,29.944,43.7456,49.0,84.0,133.0,119.0,2.0,4.0,6.0,4.0,12.0,22.0,20.0,0.5625,1.155,2.01,2.25,9.2416,11.628,20.722667,15.787733,49.0,63.0,208.833333,65.333333,1.5,2.833333,2.0,2.833333,9.333333,11.833333,10.833333,0.5625,0.86625,1.48125,0.945,3.3489,33.3792,51.3315,73.566,676.0,1092.0,1716.0,2938.0,11.0,17.0,102.0,204.0,174.0,1.5625,5.625,10.5875,12.8375,288.9735,660.3474,1283.421,1919.154,4020.0,5220.0,8614.0,12446.0,47.0,104.0,194.0,300.0,298.0,840.0,1524.0,2016.0,21.9509,55.5712,97.9354,141.8908,0.98,2.31,3.85,2.0,9.0,25.0,-2.0,-3.0,2.0,-0.04,0.32,1.5,0.735,1.796667,0.886667,1.5,-10.0,4.666667,-1.5,1.5,0.833333,-0.03,0.15,0.24,-7.26,-7.92,-9.09,114.0,220.0,329.0,19.0,32.0,73.0,3.0,5.28,10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFOYUS02,4.0,2.0,241.1314,536.571,872.502,1067.7756,862.0,2052.0,2760.0,2748.0,40.0,84.0,138.0,174.0,222.0,552.0,774.0,852.0,15.3864,38.4384,56.4054,62.9958,95.2082,197.863,301.17,355.9252,1114.666667,1012.0,1237.333333,916.0,15.333333,30.666667,47.333333,58.0,78.0,189.333333,259.333333,284.0,6.796133,14.773733,19.9618,20.9986,9.2416,15.504,29.944,43.7456,49.0,84.0,133.0,119.0,2.0,4.0,6.0,4.0,12.0,22.0,20.0,0.5625,1.155,2.01,2.25,9.2416,11.628,20.722667,15.787733,49.0,63.0,208.833333,65.333333,1.5,2.833333,2.0,2.833333,9.333333,11.833333,10.833333,0.5625,0.86625,1.48125,0.945,3.3489,33.3792,51.3315,73.566,676.0,1092.0,1716.0,2938.0,11.0,17.0,102.0,204.0,174.0,1.5625,5.625,10.5875,12.8375,288.9735,660.3474,1283.421,1919.154,4020.0,5220.0,8614.0,12446.0,47.0,104.0,194.0,300.0,298.0,840.0,1524.0,2016.0,21.9509,55.5712,97.9354,141.8908,0.98,2.31,3.85,2.0,9.0,25.0,-2.0,-3.0,2.0,-0.04,0.32,1.5,0.735,1.796667,0.886667,1.5,-10.0,4.666667,-1.5,1.5,0.833333,-0.03,0.15,0.24,-7.26,-7.92,-9.09,114.0,220.0,329.0,19.0,32.0,73.0,3.0,5.28,10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFUJOD01,4.0,2.0,241.1314,536.571,872.502,1067.7756,862.0,2052.0,2760.0,2748.0,40.0,84.0,138.0,174.0,222.0,552.0,774.0,852.0,15.3864,38.4384,56.4054,62.9958,95.2082,197.863,301.17,355.9252,1114.666667,1012.0,1237.333333,916.0,15.333333,30.666667,47.333333,58.0,78.0,189.333333,259.333333,284.0,6.796133,14.773733,19.9618,20.9986,9.2416,15.504,29.944,43.7456,49.0,84.0,133.0,119.0,2.0,4.0,6.0,4.0,12.0,22.0,20.0,0.5625,1.155,2.01,2.25,9.2416,11.628,20.722667,15.787733,49.0,63.0,208.833333,65.333333,1.5,2.833333,2.0,2.833333,9.333333,11.833333,10.833333,0.5625,0.86625,1.48125,0.945,3.3489,33.3792,51.3315,73.566,676.0,1092.0,1716.0,2938.0,11.0,17.0,102.0,204.0,174.0,1.5625,5.625,10.5875,12.8375,288.9735,660.3474,1283.421,1919.154,4020.0,5220.0,8614.0,12446.0,47.0,104.0,194.0,300.0,298.0,840.0,1524.0,2016.0,21.9509,55.5712,97.9354,141.8908,0.98,2.31,3.85,2.0,9.0,25.0,-2.0,-3.0,2.0,-0.04,0.32,1.5,0.735,1.796667,0.886667,1.5,-10.0,4.666667,-1.5,1.5,0.833333,-0.03,0.15,0.24,-7.26,-7.92,-9.09,114.0,220.0,329.0,19.0,32.0,73.0,3.0,5.28,10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJAXEP,2.0,1.5,271.082,585.888,918.9294,1064.4164,1956.0,3384.0,5588.0,5956.0,44.0,92.0,148.0,174.0,240.0,584.0,762.0,772.0,20.46,47.586,70.6182,76.3628,146.74125,307.275,467.3079,532.2082,1148.5,1830.0,2906.0,2978.0,23.5,48.0,75.0,87.0,123.0,296.0,382.0,386.0,11.3279,25.1559,36.0741,38.1814,9.2416,15.504,29.944,36.632,49.0,84.0,133.0,140.0,2.0,4.0,5.0,4.0,12.0,20.0,22.0,0.5625,1.155,2.01,2.2875,9.2416,11.628,18.8936,18.316,49.0,63.0,122.5,70.0,1.5,2.5,2.5,2.5,7.0,10.5,11.0,0.5625,0.86625,1.3875,1.14375,3.3489,33.3792,46.665,72.2118,676.0,1092.0,1560.0,2496.0,10.0,16.0,96.0,168.0,216.0,1.5625,5.625,9.625,14.025,590.3139,1295.8584,2239.8096,2986.4404,5270.0,9504.0,16214.0,20768.0,95.0,204.0,350.0,472.0,554.0,1432.0,2160.0,2728.0,46.8741,111.8736,180.4214,233.9056,0.98,2.31,3.15,2.0,9.0,15.0,-2.0,-2.0,-1.0,-0.04,0.32,0.7,0.735,1.385,1.575,1.5,0.0,7.5,-1.5,-1.0,-0.5,-0.03,0.025,0.35,-7.26,-7.2,-10.18,114.0,200.0,320.0,20.0,32.0,60.0,3.0,4.8,8.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AKEMUY,2.0,1.5,135.0857,287.691,461.787,527.5502,434.0,984.0,1254.0,1106.0,23.0,46.0,76.0,88.0,122.0,292.0,362.0,340.0,8.1039,19.7582,27.6552,28.3116,78.66615,158.1,238.6455,263.7751,837.5,738.0,865.0,553.0,13.0,25.0,39.0,44.0,64.0,150.0,182.0,170.0,5.30245,11.3498,14.6976,14.1558,9.2416,15.504,29.944,37.0576,49.0,84.0,133.0,112.0,2.0,4.0,5.0,4.0,12.0,20.0,16.0,0.5625,1.155,2.01,1.9725,9.2416,11.628,22.192,28.5608,49.0,63.0,189.0,66.5,1.5,3.0,4.0,2.5,8.0,13.5,11.0,0.5625,0.86625,1.57875,1.4025,3.3489,33.3792,46.665,70.821,676.0,1092.0,1560.0,3172.0,10.0,16.0,96.0,180.0,216.0,1.5625,5.625,9.625,13.375,318.0135,699.1584,1325.16,1872.96,4026.0,5136.0,8050.0,12224.0,53.0,112.0,206.0,296.0,318.0,852.0,1396.0,1872.0,22.7723,56.6492,94.9154,134.2532,0.98,2.31,3.01,2.0,9.0,19.0,-2.0,-2.0,2.0,-0.04,0.32,1.12,0.735,1.82,2.765,1.5,-6.0,18.5,-2.0,-1.5,2.5,-0.03,0.145,1.13,-7.26,-7.2,-9.42,114.0,200.0,294.0,20.0,30.0,60.0,3.0,4.8,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKENAF,2.0,1.5,135.0857,287.691,461.787,527.5502,434.0,984.0,1254.0,1106.0,23.0,46.0,76.0,88.0,122.0,292.0,362.0,340.0,8.1039,19.7582,27.6552,28.3116,78.7431,158.1765,238.7367,263.7751,387.5,630.0,739.0,553.0,13.0,25.0,39.0,44.0,64.0,150.0,182.0,170.0,5.14985,11.242,14.5926,14.1558,9.2416,15.504,29.944,37.0576,49.0,84.0,133.0,112.0,2.0,4.0,5.0,4.0,12.0,20.0,16.0,0.5625,1.155,2.01,1.9725,9.2416,11.628,22.2376,28.5608,49.0,63.0,126.0,66.5,1.5,3.0,4.0,2.5,8.0,13.5,11.0,0.5625,0.86625,1.52625,1.4025,3.3489,33.3792,46.665,70.9308,676.0,1092.0,1560.0,2236.0,10.0,16.0,96.0,180.0,216.0,1.5625,5.625,9.625,13.025,318.3213,699.4644,1325.5248,1873.1796,2226.0,4704.0,7546.0,10352.0,53.0,112.0,206.0,296.0,318.0,852.0,1396.0,1872.0,22.1619,56.218,94.4954,133.5532,0.98,2.31,3.01,2.0,9.0,19.0,-2.0,-2.0,2.0,-0.04,0.32,1.12,0.735,1.805,2.765,1.5,3.0,18.5,-2.0,-1.5,2.5,-0.03,0.215,1.13,-7.26,-7.2,-9.48,114.0,200.0,330.0,20.0,30.0,60.0,3.0,4.8,9.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKENAF01,2.0,1.5,135.0857,287.691,461.787,527.5502,434.0,984.0,1254.0,1106.0,23.0,46.0,76.0,88.0,122.0,292.0,362.0,340.0,8.1039,19.7582,27.6552,28.3116,78.7431,158.1765,238.7367,263.7751,387.5,630.0,739.0,553.0,13.0,25.0,39.0,44.0,64.0,150.0,182.0,170.0,5.14985,11.242,14.5926,14.1558,9.2416,15.504,29.944,37.0576,49.0,84.0,133.0,112.0,2.0,4.0,5.0,4.0,12.0,20.0,16.0,0.5625,1.155,2.01,1.9725,9.2416,11.628,22.2376,28.5608,49.0,63.0,126.0,66.5,1.5,3.0,4.0,2.5,8.0,13.5,11.0,0.5625,0.86625,1.52625,1.4025,3.3489,33.3792,46.665,70.9308,676.0,1092.0,1560.0,2236.0,10.0,16.0,96.0,180.0,216.0,1.5625,5.625,9.625,13.025,318.3213,699.4644,1325.5248,1873.1796,2226.0,4704.0,7546.0,10352.0,53.0,112.0,206.0,296.0,318.0,852.0,1396.0,1872.0,22.1619,56.218,94.4954,133.5532,0.98,2.31,3.01,2.0,9.0,19.0,-2.0,-2.0,2.0,-0.04,0.32,1.12,0.735,1.805,2.765,1.5,3.0,18.5,-2.0,-1.5,2.5,-0.03,0.215,1.13,-7.26,-7.2,-9.48,114.0,200.0,330.0,20.0,30.0,60.0,3.0,4.8,9.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APAFEH,2.0,2.0,96.2182,205.609,309.949,346.1952,322.0,712.0,874.0,756.0,16.0,32.0,50.0,58.0,82.0,196.0,244.0,224.0,5.7776,13.9228,19.0294,18.5826,96.2182,205.609,309.949,346.1952,322.0,712.0,874.0,756.0,16.0,32.0,50.0,58.0,82.0,196.0,244.0,224.0,5.7776,13.9228,19.0294,18.5826,9.2416,18.316,25.536,30.3696,49.0,70.0,94.5,105.0,2.5,3.5,4.0,6.5,15.0,18.5,17.5,0.5625,1.14375,1.57125,1.695,9.2416,18.316,25.536,30.3696,49.0,70.0,94.5,105.0,2.5,3.5,4.0,6.5,15.0,18.5,17.5,0.5625,1.14375,1.57125,1.695,3.3489,33.3792,66.1545,64.233,676.0,1092.0,1560.0,1170.0,15.0,15.0,126.0,216.0,162.0,1.5625,5.625,11.4375,9.9375,292.0035,683.5854,1339.404,2117.538,1642.0,4320.0,7212.0,8010.0,49.0,108.0,210.0,336.0,318.0,912.0,1626.0,2136.0,18.8953,53.0184,96.8382,133.9428,1.575,2.24,2.17,7.5,11.0,13.0,0.5,0.5,1.5,0.35,0.53,0.74,1.575,2.24,2.17,7.5,11.0,13.0,0.5,0.5,1.5,0.35,0.53,0.74,-7.26,-8.7,-7.65,114.0,330.0,345.0,15.0,54.0,63.0,3.0,9.6,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
APAFEM01,2.0,2.0,96.2182,205.609,309.949,346.1952,322.0,712.0,874.0,756.0,16.0,32.0,50.0,58.0,82.0,196.0,244.0,224.0,5.7776,13.9228,19.0294,18.5826,96.2182,205.609,309.949,346.1952,322.0,712.0,874.0,756.0,16.0,32.0,50.0,58.0,82.0,196.0,244.0,224.0,5.7776,13.9228,19.0294,18.5826,9.2416,18.316,25.536,30.3696,49.0,70.0,94.5,105.0,2.5,3.5,4.0,6.5,15.0,18.5,17.5,0.5625,1.14375,1.57125,1.695,9.2416,18.316,25.536,30.3696,49.0,70.0,94.5,105.0,2.5,3.5,4.0,6.5,15.0,18.5,17.5,0.5625,1.14375,1.57125,1.695,3.3489,33.3792,66.1545,64.233,676.0,1092.0,1560.0,1170.0,15.0,15.0,126.0,216.0,162.0,1.5625,5.625,11.4375,9.9375,292.0035,683.5854,1339.404,2117.538,1642.0,4320.0,7212.0,8010.0,49.0,108.0,210.0,336.0,318.0,912.0,1626.0,2136.0,18.8953,53.0184,96.8382,133.9428,1.575,2.24,2.17,7.5,11.0,13.0,0.5,0.5,1.5,0.35,0.53,0.74,1.575,2.24,2.17,7.5,11.0,13.0,0.5,0.5,1.5,0.35,0.53,0.74,-7.26,-8.7,-7.65,114.0,330.0,345.0,15.0,54.0,63.0,3.0,9.6,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
APAFEM05,2.0,2.0,96.2182,205.609,309.949,346.1952,322.0,712.0,874.0,756.0,16.0,32.0,50.0,58.0,82.0,196.0,244.0,224.0,5.7776,13.9228,19.0294,18.5826,96.2182,205.609,309.949,346.1952,322.0,712.0,874.0,756.0,16.0,32.0,50.0,58.0,82.0,196.0,244.0,224.0,5.7776,13.9228,19.0294,18.5826,9.2416,15.504,29.944,43.7456,49.0,84.0,133.0,119.0,2.0,4.0,6.0,4.0,12.0,22.0,20.0,0.5625,1.155,2.01,2.25,9.2416,20.190667,22.597333,21.452267,49.0,60.666667,68.833333,95.666667,2.833333,3.166667,2.666667,8.166667,17.0,16.166667,15.833333,0.5625,1.13625,1.27875,1.325,3.3489,33.3792,66.1545,64.233,676.0,1092.0,1560.0,1170.0,15.0,15.0,126.0,216.0,162.0,1.5625,5.625,11.4375,9.9375,292.0035,683.5854,1339.404,2117.538,1642.0,4320.0,7212.0,8010.0,49.0,108.0,210.0,336.0,318.0,912.0,1626.0,2136.0,18.8953,53.0184,96.8382,133.9428,0.98,2.31,3.85,2.0,9.0,25.0,-2.0,-3.0,2.0,-0.04,0.32,1.5,1.971667,2.193333,1.05,11.166667,12.333333,5.0,2.166667,2.833333,1.166667,0.61,0.67,0.233333,-7.26,-8.7,-7.65,114.0,330.0,345.0,15.0,54.0,63.0,3.0,9.6,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ATAVAU,2.0,1.5,202.5653,472.784,758.9382,886.5252,1074.0,2330.0,3430.0,3422.0,32.0,72.0,116.0,138.0,188.0,480.0,724.0,760.0,14.7387,37.0376,57.1364,61.2162,112.4829,250.723,387.3123,443.2626,707.5,1303.0,1827.0,1711.0,17.5,38.0,59.0,69.0,97.0,244.0,363.0,380.0,8.46725,19.8817,29.3332,30.6081,9.2416,15.504,29.944,39.1856,49.0,84.0,133.0,182.0,2.0,4.0,5.0,4.0,12.0,20.0,24.0,0.5625,1.155,2.01,2.5725,9.2416,11.628,18.8936,19.5928,49.0,63.0,122.5,91.0,1.5,2.5,2.5,2.5,7.0,10.5,12.0,0.5625,0.86625,1.3875,1.28625,3.3489,33.3792,46.665,62.8788,676.0,1092.0,1560.0,2184.0,10.0,14.0,96.0,168.0,180.0,1.5625,5.625,9.625,12.1,453.2805,1069.6504,1919.8272,2575.0256,3506.0,7396.0,11898.0,14880.0,71.0,164.0,286.0,392.0,450.0,1224.0,2084.0,2608.0,35.4315,90.7768,153.4578,197.5124,0.98,2.31,2.31,2.0,9.0,9.0,-2.0,-2.0,-2.0,-0.04,0.32,0.32,0.735,1.385,1.155,1.5,0.0,4.5,-1.5,-1.0,-1.0,-0.03,0.025,0.16,-7.26,-7.2,-8.74,114.0,200.0,280.0,20.0,32.0,54.0,3.0,4.8,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATAVEY,2.0,1.5,202.5653,472.784,758.9592,885.329,1074.0,2330.0,3530.0,3592.0,32.0,72.0,116.0,138.0,188.0,480.0,720.0,750.0,14.7387,37.0376,57.3364,61.4702,112.4829,250.723,387.3228,442.6645,707.5,1303.0,1877.0,1796.0,17.5,38.0,59.0,69.0,97.0,244.0,361.0,375.0,8.46725,19.8817,29.4332,30.7351,9.2416,15.504,29.944,39.1856,49.0,84.0,133.0,182.0,2.0,4.0,5.0,4.0,12.0,20.0,24.0,0.5625,1.155,2.01,2.5725,9.2416,11.628,18.8936,19.5928,49.0,63.0,122.5,91.0,1.5,2.5,2.5,2.5,7.0,10.5,12.0,0.5625,0.86625,1.3875,1.28625,3.3489,33.3792,46.665,62.8788,676.0,1092.0,1560.0,2184.0,10.0,14.0,96.0,168.0,180.0,1.5625,5.625,9.625,12.1,453.2805,1069.6504,1919.8692,2572.6332,3506.0,7396.0,12098.0,15220.0,71.0,164.0,286.0,392.0,450.0,1224.0,2076.0,2588.0,35.4315,90.7768,153.8578,198.0204,0.98,2.31,2.31,2.0,9.0,9.0,-2.0,-2.0,-2.0,-0.04,0.32,0.32,0.735,1.385,1.155,1.5,0.0,4.5,-1.5,-1.0,-1.0,-0.03,0.025,0.16,-7.26,-7.2,-8.74,114.0,200.0,280.0,20.0,32.0,54.0,3.0,4.8,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATAVEY01,2.0,1.5,202.5653,472.784,758.9592,885.329,1074.0,2330.0,3530.0,3592.0,32.0,72.0,116.0,138.0,188.0,480.0,720.0,750.0,14.7387,37.0376,57.3364,61.4702,112.4829,250.723,387.3228,442.6645,707.5,1303.0,1877.0,1796.0,17.5,38.0,59.0,69.0,97.0,244.0,361.0,375.0,8.46725,19.8817,29.4332,30.7351,9.2416,15.504,29.944,39.1856,49.0,84.0,133.0,182.0,2.0,4.0,5.0,4.0,12.0,20.0,24.0,0.5625,1.155,2.01,2.5725,9.2416,11.628,18.8936,19.5928,49.0,63.0,122.5,91.0,1.5,2.5,2.5,2.5,7.0,10.5,12.0,0.5625,0.86625,1.3875,1.28625,3.3489,33.3792,46.665,62.8788,676.0,1092.0,1560.0,2184.0,10.0,14.0,96.0,168.0,180.0,1.5625,5.625,9.625,12.1,453.2805,1069.6504,1919.8692,2572.6332,3506.0,7396.0,12098.0,15220.0,71.0,164.0,286.0,392.0,450.0,1224.0,2076.0,2588.0,35.4315,90.7768,153.8578,198.0204,0.98,2.31,2.31,2.0,9.0,9.0,-2.0,-2.0,-2.0,-0.04,0.32,0.32,0.735,1.385,1.155,1.5,0.0,4.5,-1.5,-1.0,-1.0,-0.03,0.025,0.16,-7.26,-7.2,-8.74,114.0,200.0,280.0,20.0,32.0,54.0,3.0,4.8,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
