ccdc_id,misc-dent-ax,misc-dent-eq,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
QUNYEE,2.000000,1.500000,150.692800,347.776800,546.871200,626.034200,890.000000,1888.000000,2622.000000,2750.000000,23.000000,52.000000,82.000000,96.000000,134.000000,340.000000,508.000000,534.000000,11.226600,27.638400,41.597400,44.956400,86.546650,188.219400,281.278800,313.017100,615.500000,1082.000000,1423.000000,1375.000000,13.000000,28.000000,42.000000,48.000000,70.000000,174.000000,255.000000,267.000000,6.711200,15.182100,21.563700,22.478200,9.241600,15.504000,29.944000,39.185600,49.000000,84.000000,133.000000,182.000000,2.000000,4.000000,5.000000,4.000000,12.000000,20.000000,24.000000,0.562500,1.155000,2.010000,2.572500,9.241600,11.628000,18.893600,19.592800,49.000000,63.000000,122.500000,91.000000,1.500000,2.500000,2.500000,2.500000,7.000000,10.500000,12.000000,0.562500,0.866250,1.387500,1.286250,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,349.535500,819.636000,1495.693200,2054.043600,3138.000000,6512.000000,10282.000000,13536.000000,53.000000,124.000000,218.000000,308.000000,342.000000,944.000000,1652.000000,2156.000000,28.407300,71.978400,122.379800,164.992800,0.980000,2.310000,2.310000,2.000000,9.000000,9.000000,-2.000000,-2.000000,-2.000000,-0.040000,0.320000,0.320000,0.735000,1.385000,1.155000,1.500000,0.000000,4.500000,-1.500000,-1.000000,-1.000000,-0.030000,0.025000,0.160000,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
QUNYEE01,2.000000,1.500000,150.692800,347.776800,546.871200,626.034200,890.000000,1888.000000,2622.000000,2750.000000,23.000000,52.000000,82.000000,96.000000,134.000000,340.000000,508.000000,534.000000,11.226600,27.638400,41.597400,44.956400,86.546650,188.219400,281.278800,313.017100,615.500000,1082.000000,1423.000000,1375.000000,13.000000,28.000000,42.000000,48.000000,70.000000,174.000000,255.000000,267.000000,6.711200,15.182100,21.563700,22.478200,9.241600,15.504000,29.944000,39.185600,49.000000,84.000000,133.000000,182.000000,2.000000,4.000000,5.000000,4.000000,12.000000,20.000000,24.000000,0.562500,1.155000,2.010000,2.572500,9.241600,11.628000,18.893600,19.592800,49.000000,63.000000,122.500000,91.000000,1.500000,2.500000,2.500000,2.500000,7.000000,10.500000,12.000000,0.562500,0.866250,1.387500,1.286250,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,349.535500,819.636000,1495.693200,2054.043600,3138.000000,6512.000000,10282.000000,13536.000000,53.000000,124.000000,218.000000,308.000000,342.000000,944.000000,1652.000000,2156.000000,28.407300,71.978400,122.379800,164.992800,0.980000,2.310000,2.310000,2.000000,9.000000,9.000000,-2.000000,-2.000000,-2.000000,-0.040000,0.320000,0.320000,0.735000,1.385000,1.155000,1.500000,0.000000,4.500000,-1.500000,-1.000000,-1.000000,-0.030000,0.025000,0.160000,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
RAKZIM,1.000000,1.000000,90.659500,187.182600,292.138600,259.173800,598.000000,882.000000,1082.000000,758.000000,13.000000,26.000000,42.000000,40.000000,68.000000,160.000000,190.000000,138.000000,5.693300,12.399400,17.217400,13.735600,90.659500,187.182600,292.138600,259.173800,598.000000,882.000000,1082.000000,758.000000,13.000000,26.000000,42.000000,40.000000,68.000000,160.000000,190.000000,138.000000,5.693300,12.399400,17.217400,13.735600,9.241600,16.993600,25.171200,7.752000,49.000000,91.000000,105.000000,42.000000,2.000000,3.000000,1.000000,4.000000,10.000000,12.000000,8.000000,0.562500,1.140000,1.402500,0.577500,9.241600,16.993600,25.171200,7.752000,49.000000,91.000000,105.000000,42.000000,2.000000,3.000000,1.000000,4.000000,10.000000,12.000000,8.000000,0.562500,1.140000,1.402500,0.577500,3.348900,33.379200,61.378200,90.914400,676.000000,1092.000000,2028.000000,2340.000000,12.000000,18.000000,108.000000,180.000000,216.000000,1.562500,5.625000,11.400000,14.025000,547.305900,1189.854000,2152.836000,2756.487600,4264.000000,7476.000000,12018.000000,14688.000000,79.000000,168.000000,306.000000,396.000000,474.000000,1236.000000,1842.000000,2208.000000,35.722300,85.646400,142.979400,178.863600,0.490000,0.840000,0.490000,1.000000,6.000000,1.000000,-1.000000,0.000000,-2.000000,-0.020000,0.380000,-0.020000,0.490000,0.840000,0.490000,1.000000,6.000000,1.000000,-1.000000,0.000000,-2.000000,-0.020000,0.380000,-0.020000,-7.260000,-11.580000,-16.740000,114.000000,234.000000,378.000000,18.000000,42.000000,72.000000,3.000000,5.880000,11.280000
RAKZIM01,1.000000,1.000000,90.659500,187.182600,292.138600,259.173800,598.000000,882.000000,1082.000000,758.000000,13.000000,26.000000,42.000000,40.000000,68.000000,160.000000,190.000000,138.000000,5.693300,12.399400,17.217400,13.735600,90.659500,187.182600,292.138600,259.173800,598.000000,882.000000,1082.000000,758.000000,13.000000,26.000000,42.000000,40.000000,68.000000,160.000000,190.000000,138.000000,5.693300,12.399400,17.217400,13.735600,9.241600,16.993600,25.171200,7.752000,49.000000,91.000000,105.000000,42.000000,2.000000,3.000000,1.000000,4.000000,10.000000,12.000000,8.000000,0.562500,1.140000,1.402500,0.577500,9.241600,16.993600,25.171200,7.752000,49.000000,91.000000,105.000000,42.000000,2.000000,3.000000,1.000000,4.000000,10.000000,12.000000,8.000000,0.562500,1.140000,1.402500,0.577500,3.348900,33.379200,61.378200,90.914400,676.000000,1092.000000,2028.000000,2340.000000,12.000000,18.000000,108.000000,180.000000,216.000000,1.562500,5.625000,11.400000,14.025000,547.305900,1189.854000,2152.836000,2756.487600,4264.000000,7476.000000,12018.000000,14688.000000,79.000000,168.000000,306.000000,396.000000,474.000000,1236.000000,1842.000000,2208.000000,35.722300,85.646400,142.979400,178.863600,0.490000,0.840000,0.490000,1.000000,6.000000,1.000000,-1.000000,0.000000,-2.000000,-0.020000,0.380000,-0.020000,0.490000,0.840000,0.490000,1.000000,6.000000,1.000000,-1.000000,0.000000,-2.000000,-0.020000,0.380000,-0.020000,-7.260000,-11.580000,-16.740000,114.000000,234.000000,378.000000,18.000000,42.000000,72.000000,3.000000,5.880000,11.280000
RESWES,3.000000,3.000000,312.176200,692.674200,1202.446200,1358.143200,995.000000,2422.000000,3696.000000,4266.000000,53.000000,110.000000,198.000000,210.000000,308.000000,746.000000,1050.000000,1332.000000,18.602900,47.930600,74.146200,87.427800,312.176200,692.674200,1202.446200,1358.143200,995.000000,2422.000000,3696.000000,4266.000000,53.000000,110.000000,198.000000,210.000000,308.000000,746.000000,1050.000000,1332.000000,18.602900,47.930600,74.146200,87.427800,9.241600,16.993600,29.457600,60.739200,49.000000,91.000000,161.000000,210.000000,2.000000,4.000000,8.000000,4.000000,12.000000,28.000000,36.000000,0.562500,1.140000,2.370000,3.390000,9.241600,16.993600,29.457600,60.739200,49.000000,91.000000,161.000000,210.000000,2.000000,4.000000,8.000000,4.000000,12.000000,28.000000,36.000000,0.562500,1.140000,2.370000,3.390000,3.348900,33.379200,61.378200,91.463400,676.000000,1092.000000,2028.000000,3068.000000,12.000000,20.000000,108.000000,216.000000,408.000000,1.562500,5.625000,11.400000,19.450000,627.701300,1452.106800,2804.896800,3697.030800,2666.000000,7028.000000,12918.000000,18952.000000,107.000000,232.000000,450.000000,556.000000,682.000000,1780.000000,2970.000000,4560.000000,38.768300,107.111200,187.967400,268.655600,0.490000,2.470000,4.340000,1.000000,5.000000,26.000000,-2.000000,-6.000000,-2.000000,-0.020000,-0.160000,1.480000,0.490000,2.470000,4.340000,1.000000,5.000000,26.000000,-2.000000,-6.000000,-2.000000,-0.020000,-0.160000,1.480000,-7.260000,-11.580000,-13.380000,114.000000,234.000000,402.000000,18.000000,36.000000,52.000000,3.000000,5.880000,9.440000
RESWIW,3.000000,3.000000,369.674400,873.857600,1479.552000,1745.746400,1309.000000,3408.000000,4684.000000,5208.000000,61.000000,136.000000,236.000000,280.000000,396.000000,1096.000000,1388.000000,1416.000000,23.285300,63.253600,95.478000,103.128800,369.674400,873.857600,1479.552000,1745.746400,1309.000000,3408.000000,4684.000000,5208.000000,61.000000,136.000000,236.000000,280.000000,396.000000,1096.000000,1388.000000,1416.000000,23.285300,63.253600,95.478000,103.128800,9.241600,16.993600,29.457600,63.292800,49.000000,91.000000,161.000000,252.000000,2.000000,4.000000,8.000000,4.000000,12.000000,28.000000,40.000000,0.562500,1.140000,2.370000,3.675000,9.241600,16.993600,29.457600,63.292800,49.000000,91.000000,161.000000,252.000000,2.000000,4.000000,8.000000,4.000000,12.000000,28.000000,40.000000,0.562500,1.140000,2.370000,3.675000,3.348900,33.379200,61.378200,91.463400,676.000000,1092.000000,2028.000000,3068.000000,12.000000,20.000000,108.000000,216.000000,408.000000,1.562500,5.625000,11.400000,19.450000,742.697700,1814.473600,3359.108400,4472.237200,3294.000000,9000.000000,14894.000000,20836.000000,123.000000,284.000000,526.000000,696.000000,858.000000,2480.000000,3646.000000,4752.000000,48.133100,137.757200,230.631000,300.057600,0.490000,2.470000,3.500000,1.000000,5.000000,20.000000,-2.000000,-6.000000,-4.000000,-0.020000,-0.160000,1.100000,0.490000,2.470000,3.500000,1.000000,5.000000,20.000000,-2.000000,-6.000000,-4.000000,-0.020000,-0.160000,1.100000,-7.260000,-11.580000,-13.380000,114.000000,234.000000,402.000000,18.000000,36.000000,52.000000,3.000000,5.880000,9.440000
RESWIW01,3.000000,3.000000,369.674400,873.857600,1479.552000,1745.746400,1309.000000,3408.000000,4684.000000,5208.000000,61.000000,136.000000,236.000000,280.000000,396.000000,1096.000000,1388.000000,1416.000000,23.285300,63.253600,95.478000,103.128800,369.674400,873.857600,1479.552000,1745.746400,1309.000000,3408.000000,4684.000000,5208.000000,61.000000,136.000000,236.000000,280.000000,396.000000,1096.000000,1388.000000,1416.000000,23.285300,63.253600,95.478000,103.128800,9.241600,16.993600,29.457600,63.292800,49.000000,91.000000,161.000000,252.000000,2.000000,4.000000,8.000000,4.000000,12.000000,28.000000,40.000000,0.562500,1.140000,2.370000,3.675000,9.241600,16.993600,29.457600,63.292800,49.000000,91.000000,161.000000,252.000000,2.000000,4.000000,8.000000,4.000000,12.000000,28.000000,40.000000,0.562500,1.140000,2.370000,3.675000,3.348900,33.379200,61.378200,91.463400,676.000000,1092.000000,2028.000000,3068.000000,12.000000,20.000000,108.000000,216.000000,408.000000,1.562500,5.625000,11.400000,19.450000,742.697700,1814.473600,3359.108400,4472.237200,3294.000000,9000.000000,14894.000000,20836.000000,123.000000,284.000000,526.000000,696.000000,858.000000,2480.000000,3646.000000,4752.000000,48.133100,137.757200,230.631000,300.057600,0.490000,2.470000,3.500000,1.000000,5.000000,20.000000,-2.000000,-6.000000,-4.000000,-0.020000,-0.160000,1.100000,0.490000,2.470000,3.500000,1.000000,5.000000,20.000000,-2.000000,-6.000000,-4.000000,-0.020000,-0.160000,1.100000,-7.260000,-11.580000,-13.380000,114.000000,234.000000,402.000000,18.000000,36.000000,52.000000,3.000000,5.880000,9.440000
REWPOZ,3.000000,3.000000,169.138700,373.770400,584.150400,643.193600,3098.000000,2368.000000,3804.000000,4004.000000,25.000000,54.000000,84.000000,94.000000,138.000000,342.000000,476.000000,424.000000,12.891900,28.476200,42.846800,43.031400,169.138700,373.770400,584.150400,643.193600,3098.000000,2368.000000,3804.000000,4004.000000,25.000000,54.000000,84.000000,94.000000,138.000000,342.000000,476.000000,424.000000,12.891900,28.476200,42.846800,43.031400,9.241600,16.993600,29.944000,32.680000,49.000000,91.000000,133.000000,343.000000,2.000000,4.000000,4.000000,4.000000,12.000000,20.000000,14.000000,0.562500,1.140000,2.010000,2.272500,9.241600,16.000533,32.639467,47.636800,49.000000,86.333333,165.666667,273.000000,2.000000,4.000000,6.000000,4.000000,12.000000,22.666667,24.666667,0.562500,1.150000,2.190000,3.032500,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,341.626300,814.299200,1564.718400,2210.533600,6872.000000,6920.000000,13030.000000,16160.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,27.346300,68.202400,125.468600,167.942800,0.490000,2.310000,1.410000,1.000000,9.000000,-21.000000,-2.000000,-2.000000,1.000000,-0.020000,0.320000,-0.030000,0.816667,1.423333,2.570000,1.666667,4.333333,3.000000,-2.000000,-3.333333,-0.333333,-0.033333,0.080000,0.456667,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
REWPUF,3.000000,3.000000,171.586700,375.810400,588.230400,651.577600,1226.000000,1936.000000,2940.000000,2852.000000,25.000000,54.000000,84.000000,94.000000,138.000000,342.000000,476.000000,424.000000,12.252900,28.014200,41.922800,41.687400,171.586700,375.810400,588.230400,651.577600,1226.000000,1936.000000,2940.000000,2852.000000,25.000000,54.000000,84.000000,94.000000,138.000000,342.000000,476.000000,424.000000,12.252900,28.014200,41.922800,41.687400,9.241600,16.993600,29.944000,33.288000,49.000000,91.000000,133.000000,217.000000,2.000000,4.000000,4.000000,4.000000,12.000000,20.000000,14.000000,0.562500,1.140000,2.010000,2.160000,9.241600,16.000533,32.639467,47.839467,49.000000,86.333333,165.666667,231.000000,2.000000,4.000000,6.000000,4.000000,12.000000,22.666667,24.666667,0.562500,1.150000,2.190000,2.995000,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,346.522300,818.379200,1572.878400,2227.301600,3128.000000,6056.000000,11302.000000,13856.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,26.068300,67.278400,123.620600,165.254800,0.490000,2.310000,1.210000,1.000000,9.000000,-3.000000,-2.000000,-2.000000,1.000000,-0.020000,0.320000,0.120000,0.816667,1.423333,2.503333,1.666667,4.333333,9.000000,-2.000000,-3.333333,-0.333333,-0.033333,0.080000,0.506667,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
REWPUF02,3.000000,3.000000,171.586700,375.810400,588.230400,651.577600,1226.000000,1936.000000,2940.000000,2852.000000,25.000000,54.000000,84.000000,94.000000,138.000000,342.000000,476.000000,424.000000,12.252900,28.014200,41.922800,41.687400,171.586700,375.810400,588.230400,651.577600,1226.000000,1936.000000,2940.000000,2852.000000,25.000000,54.000000,84.000000,94.000000,138.000000,342.000000,476.000000,424.000000,12.252900,28.014200,41.922800,41.687400,9.241600,16.993600,29.944000,33.288000,49.000000,91.000000,133.000000,217.000000,2.000000,4.000000,4.000000,4.000000,12.000000,20.000000,14.000000,0.562500,1.140000,2.010000,2.160000,9.241600,16.000533,32.639467,47.839467,49.000000,86.333333,165.666667,231.000000,2.000000,4.000000,6.000000,4.000000,12.000000,22.666667,24.666667,0.562500,1.150000,2.190000,2.995000,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,346.522300,818.379200,1572.878400,2227.301600,3128.000000,6056.000000,11302.000000,13856.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,26.068300,67.278400,123.620600,165.254800,0.490000,2.310000,1.210000,1.000000,9.000000,-3.000000,-2.000000,-2.000000,1.000000,-0.020000,0.320000,0.120000,0.816667,1.423333,2.503333,1.666667,4.333333,9.000000,-2.000000,-3.333333,-0.333333,-0.033333,0.080000,0.506667,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
RIZSOI,3.000000,3.000000,174.454400,388.532000,590.308200,639.158600,942.000000,1910.000000,2712.000000,2320.000000,27.000000,58.000000,88.000000,98.000000,146.000000,354.000000,478.000000,456.000000,12.199800,29.291400,41.856800,40.681200,174.454400,388.532000,590.308200,639.158600,942.000000,1910.000000,2712.000000,2320.000000,27.000000,58.000000,88.000000,98.000000,146.000000,354.000000,478.000000,456.000000,12.199800,29.291400,41.856800,40.681200,9.241600,15.504000,30.688800,37.589600,49.000000,84.000000,136.500000,129.500000,2.000000,4.000000,5.000000,4.000000,12.000000,20.000000,18.000000,0.562500,1.155000,2.002500,2.122500,9.241600,15.504000,31.955467,37.944267,49.000000,84.000000,208.833333,141.166667,2.000000,4.000000,5.000000,4.000000,12.000000,21.333333,19.333333,0.562500,1.155000,2.322500,2.222500,3.348900,33.379200,55.998000,83.338200,676.000000,1092.000000,1872.000000,2860.000000,12.000000,18.000000,108.000000,216.000000,264.000000,1.562500,5.625000,11.550000,15.900000,352.257700,843.822400,1569.860400,2214.235200,2560.000000,6004.000000,10638.000000,14532.000000,55.000000,128.000000,230.000000,332.000000,358.000000,996.000000,1782.000000,2456.000000,25.962100,69.832800,123.688600,170.972400,0.980000,2.065000,2.835000,2.000000,8.500000,16.500000,-2.000000,-2.000000,1.000000,-0.040000,0.330000,0.920000,0.980000,1.648333,2.718333,2.000000,-1.833333,14.833333,-2.000000,-2.666667,0.333333,-0.040000,-0.096667,0.786667,-7.260000,-8.640000,-12.600000,114.000000,240.000000,358.000000,18.000000,36.000000,64.000000,3.000000,5.760000,9.780000
RONPIT26,2.000000,1.500000,203.288200,453.186000,697.606000,855.424200,760.000000,1800.000000,2428.000000,2406.000000,34.000000,72.000000,112.000000,142.000000,184.000000,456.000000,632.000000,658.000000,13.713800,33.941600,48.942400,53.549800,112.844350,240.924000,356.646200,427.712100,550.500000,1038.000000,1326.000000,1203.000000,18.500000,38.000000,57.000000,71.000000,95.000000,232.000000,317.000000,329.000000,7.954800,18.333700,25.236200,26.774900,9.241600,15.504000,29.944000,37.057600,49.000000,84.000000,133.000000,112.000000,2.000000,4.000000,5.000000,4.000000,12.000000,20.000000,16.000000,0.562500,1.155000,2.010000,1.972500,9.241600,11.628000,18.893600,22.936800,49.000000,63.000000,122.500000,94.500000,1.500000,2.500000,3.000000,2.500000,7.000000,10.500000,13.000000,0.562500,0.866250,1.387500,1.425000,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,454.726300,1030.454400,1797.162800,2512.823600,2878.000000,6336.000000,9894.000000,12848.000000,75.000000,164.000000,278.000000,400.000000,442.000000,1176.000000,1900.000000,2392.000000,33.381700,84.584800,137.069800,182.179600,0.980000,2.310000,3.010000,2.000000,9.000000,19.000000,-2.000000,-2.000000,2.000000,-0.040000,0.320000,1.120000,0.735000,1.385000,1.575000,1.500000,0.000000,7.500000,-1.500000,-1.000000,-0.500000,-0.030000,0.025000,0.350000,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
RONPIT34,2.000000,1.500000,203.288200,453.186000,697.606000,855.424200,760.000000,1800.000000,2428.000000,2406.000000,34.000000,72.000000,112.000000,142.000000,184.000000,456.000000,632.000000,658.000000,13.713800,33.941600,48.942400,53.549800,112.844350,240.924000,356.646200,427.712100,550.500000,1038.000000,1326.000000,1203.000000,18.500000,38.000000,57.000000,71.000000,95.000000,232.000000,317.000000,329.000000,7.954800,18.333700,25.236200,26.774900,9.241600,15.504000,29.944000,37.057600,49.000000,84.000000,133.000000,112.000000,2.000000,4.000000,5.000000,4.000000,12.000000,20.000000,16.000000,0.562500,1.155000,2.010000,1.972500,9.241600,11.628000,18.893600,22.936800,49.000000,63.000000,122.500000,94.500000,1.500000,2.500000,3.000000,2.500000,7.000000,10.500000,13.000000,0.562500,0.866250,1.387500,1.425000,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,454.726300,1030.454400,1797.162800,2512.823600,2878.000000,6336.000000,9894.000000,12848.000000,75.000000,164.000000,278.000000,400.000000,442.000000,1176.000000,1900.000000,2392.000000,33.381700,84.584800,137.069800,182.179600,0.980000,2.310000,3.010000,2.000000,9.000000,19.000000,-2.000000,-2.000000,2.000000,-0.040000,0.320000,1.120000,0.735000,1.385000,1.575000,1.500000,0.000000,7.500000,-1.500000,-1.000000,-0.500000,-0.030000,0.025000,0.350000,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
RONPIT39,2.000000,1.500000,203.288200,453.186000,697.606000,855.424200,760.000000,1800.000000,2428.000000,2406.000000,34.000000,72.000000,112.000000,142.000000,184.000000,456.000000,632.000000,658.000000,13.713800,33.941600,48.942400,53.549800,112.844350,240.924000,356.646200,427.712100,550.500000,1038.000000,1326.000000,1203.000000,18.500000,38.000000,57.000000,71.000000,95.000000,232.000000,317.000000,329.000000,7.954800,18.333700,25.236200,26.774900,9.241600,15.504000,29.944000,37.057600,49.000000,84.000000,133.000000,112.000000,2.000000,4.000000,5.000000,4.000000,12.000000,20.000000,16.000000,0.562500,1.155000,2.010000,1.972500,9.241600,11.628000,18.893600,22.936800,49.000000,63.000000,122.500000,94.500000,1.500000,2.500000,3.000000,2.500000,7.000000,10.500000,13.000000,0.562500,0.866250,1.387500,1.425000,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,454.726300,1030.454400,1797.162800,2512.823600,2878.000000,6336.000000,9894.000000,12848.000000,75.000000,164.000000,278.000000,400.000000,442.000000,1176.000000,1900.000000,2392.000000,33.381700,84.584800,137.069800,182.179600,0.980000,2.310000,3.010000,2.000000,9.000000,19.000000,-2.000000,-2.000000,2.000000,-0.040000,0.320000,1.120000,0.735000,1.385000,1.575000,1.500000,0.000000,7.500000,-1.500000,-1.000000,-0.500000,-0.030000,0.025000,0.350000,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
RONPIT41,2.000000,1.500000,203.288200,453.186000,697.606000,855.424200,760.000000,1800.000000,2428.000000,2406.000000,34.000000,72.000000,112.000000,142.000000,184.000000,456.000000,632.000000,658.000000,13.713800,33.941600,48.942400,53.549800,112.844350,240.924000,356.646200,427.712100,550.500000,1038.000000,1326.000000,1203.000000,18.500000,38.000000,57.000000,71.000000,95.000000,232.000000,317.000000,329.000000,7.954800,18.333700,25.236200,26.774900,9.241600,15.504000,29.944000,37.057600,49.000000,84.000000,133.000000,112.000000,2.000000,4.000000,5.000000,4.000000,12.000000,20.000000,16.000000,0.562500,1.155000,2.010000,1.972500,9.241600,11.628000,18.893600,22.936800,49.000000,63.000000,122.500000,94.500000,1.500000,2.500000,3.000000,2.500000,7.000000,10.500000,13.000000,0.562500,0.866250,1.387500,1.425000,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,454.726300,1030.454400,1797.162800,2512.823600,2878.000000,6336.000000,9894.000000,12848.000000,75.000000,164.000000,278.000000,400.000000,442.000000,1176.000000,1900.000000,2392.000000,33.381700,84.584800,137.069800,182.179600,0.980000,2.310000,3.010000,2.000000,9.000000,19.000000,-2.000000,-2.000000,2.000000,-0.040000,0.320000,1.120000,0.735000,1.385000,1.575000,1.500000,0.000000,7.500000,-1.500000,-1.000000,-0.500000,-0.030000,0.025000,0.350000,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
