ccdc_id,misc-dent-ax,misc-dent-eq,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
BUNSIN,6.000000,6.000000,363.064600,810.928000,1434.716000,1894.588800,1120.000000,2740.000000,3668.000000,3948.000000,62.000000,128.000000,232.000000,320.000000,360.000000,924.000000,1304.000000,1532.000000,21.073400,54.486400,83.902400,101.251200,363.064600,810.928000,1434.716000,1894.588800,1120.000000,2740.000000,3668.000000,3948.000000,62.000000,128.000000,232.000000,320.000000,360.000000,924.000000,1304.000000,1532.000000,21.073400,54.486400,83.902400,101.251200,9.241600,18.848000,36.100000,43.745600,49.000000,87.500000,122.500000,119.000000,2.500000,5.000000,6.000000,6.500000,19.500000,29.000000,26.500000,0.562500,1.293750,2.137500,2.250000,9.241600,21.052000,49.742000,52.242400,49.000000,106.750000,145.250000,164.500000,2.750000,7.000000,7.000000,7.750000,27.750000,40.000000,37.250000,0.562500,1.513125,2.767500,2.820000,3.348900,33.379200,73.383000,116.571000,676.000000,1092.000000,2236.000000,1508.000000,16.000000,28.000000,132.000000,324.000000,252.000000,1.562500,5.625000,14.400000,15.950000,366.413500,877.686400,1858.730000,3086.790000,1796.000000,4924.000000,9610.000000,11584.000000,63.000000,140.000000,294.000000,504.000000,434.000000,1296.000000,2514.000000,3696.000000,22.635900,65.736400,129.577400,201.191200,1.400000,3.325000,3.850000,5.000000,17.500000,25.000000,-1.000000,1.500000,4.500000,0.150000,0.900000,1.500000,1.435000,4.917500,4.095000,4.000000,28.250000,25.500000,-2.000000,5.750000,6.250000,0.045000,1.560000,1.490000,-7.260000,-10.820000,-12.460000,114.000000,330.000000,670.000000,14.000000,42.000000,126.000000,3.000000,8.480000,22.240000
BUNSIN01,6.000000,6.000000,363.064600,810.928000,1434.716000,1894.588800,1120.000000,2740.000000,3668.000000,3948.000000,62.000000,128.000000,232.000000,320.000000,360.000000,924.000000,1304.000000,1532.000000,21.073400,54.486400,83.902400,101.251200,363.064600,810.928000,1434.716000,1894.588800,1120.000000,2740.000000,3668.000000,3948.000000,62.000000,128.000000,232.000000,320.000000,360.000000,924.000000,1304.000000,1532.000000,21.073400,54.486400,83.902400,101.251200,9.241600,18.848000,36.100000,43.745600,49.000000,87.500000,122.500000,119.000000,2.500000,5.000000,6.000000,6.500000,19.500000,29.000000,26.500000,0.562500,1.293750,2.137500,2.250000,9.241600,21.052000,49.742000,52.242400,49.000000,106.750000,145.250000,164.500000,2.750000,7.000000,7.000000,7.750000,27.750000,40.000000,37.250000,0.562500,1.513125,2.767500,2.820000,3.348900,33.379200,73.383000,116.571000,676.000000,1092.000000,2236.000000,1508.000000,16.000000,28.000000,132.000000,324.000000,252.000000,1.562500,5.625000,14.400000,15.950000,366.413500,877.686400,1858.730000,3086.790000,1796.000000,4924.000000,9610.000000,11584.000000,63.000000,140.000000,294.000000,504.000000,434.000000,1296.000000,2514.000000,3696.000000,22.635900,65.736400,129.577400,201.191200,1.400000,3.325000,3.850000,5.000000,17.500000,25.000000,-1.000000,1.500000,4.500000,0.150000,0.900000,1.500000,1.435000,4.917500,4.095000,4.000000,28.250000,25.500000,-2.000000,5.750000,6.250000,0.045000,1.560000,1.490000,-7.260000,-10.820000,-12.460000,114.000000,330.000000,670.000000,14.000000,42.000000,126.000000,3.000000,8.480000,22.240000
CATWUS,2.000000,2.000000,130.884300,289.935000,462.139000,537.855200,564.000000,1296.000000,1924.000000,2030.000000,20.000000,44.000000,70.000000,82.000000,114.000000,288.000000,422.000000,408.000000,9.001200,22.206800,33.773400,35.824200,130.884300,289.935000,462.139000,537.855200,564.000000,1296.000000,1924.000000,2030.000000,20.000000,44.000000,70.000000,82.000000,114.000000,288.000000,422.000000,408.000000,9.001200,22.206800,33.773400,35.824200,9.241600,15.504000,29.944000,39.185600,49.000000,84.000000,133.000000,182.000000,2.000000,4.000000,5.000000,4.000000,12.000000,20.000000,24.000000,0.562500,1.155000,2.010000,2.572500,9.241600,15.504000,29.944000,39.185600,49.000000,84.000000,133.000000,182.000000,2.000000,4.000000,5.000000,4.000000,12.000000,20.000000,24.000000,0.562500,1.155000,2.010000,2.572500,3.348900,33.379200,55.998000,80.154000,676.000000,1092.000000,1872.000000,2028.000000,12.000000,18.000000,108.000000,216.000000,252.000000,1.562500,5.625000,11.550000,14.325000,396.001800,936.563400,1775.661000,2555.640000,2368.000000,6072.000000,10986.000000,14388.000000,61.000000,144.000000,264.000000,384.000000,408.000000,1152.000000,2088.000000,2796.000000,28.566100,77.870400,141.295200,195.117600,0.980000,2.310000,2.310000,2.000000,9.000000,9.000000,-2.000000,-2.000000,-2.000000,-0.040000,0.320000,0.320000,0.980000,2.310000,2.310000,2.000000,9.000000,9.000000,-2.000000,-2.000000,-2.000000,-0.040000,0.320000,0.320000,-7.260000,-8.640000,-10.860000,114.000000,240.000000,390.000000,18.000000,36.000000,66.000000,3.000000,5.760000,11.040000
CECVUD,4.000000,2.000000,276.821400,624.036000,1021.765000,1278.038600,1008.000000,2436.000000,3394.000000,3506.000000,46.000000,98.000000,162.000000,208.000000,260.000000,654.000000,938.000000,1046.000000,18.031800,45.507000,68.155000,77.868800,107.207467,227.120000,351.045933,426.012867,563.333333,996.000000,1280.666667,1168.666667,17.333333,35.333333,55.333333,69.333333,90.666667,223.333333,314.000000,348.666667,7.474467,16.986200,23.738333,25.956267,9.241600,15.504000,30.476000,51.497600,49.000000,84.000000,150.500000,161.000000,2.000000,4.000000,7.000000,4.000000,12.000000,24.000000,26.000000,0.562500,1.155000,2.160000,2.827500,9.241600,11.628000,20.783467,15.787733,49.000000,63.000000,124.833333,65.333333,1.500000,2.833333,2.000000,2.833333,9.333333,11.833333,10.833333,0.562500,0.866250,1.411250,0.945000,3.348900,33.379200,51.331500,74.316300,676.000000,1092.000000,1716.000000,2132.000000,11.000000,17.000000,102.000000,204.000000,186.000000,1.562500,5.625000,10.587500,12.987500,324.971300,748.118400,1433.048800,2130.917600,2366.000000,5172.000000,8744.000000,11592.000000,53.000000,118.000000,218.000000,334.000000,336.000000,942.000000,1692.000000,2246.000000,23.985900,62.208600,109.265000,157.063800,0.980000,2.135000,4.340000,2.000000,6.500000,26.000000,-2.000000,-4.000000,1.000000,-0.040000,0.120000,1.480000,0.735000,1.776667,0.886667,1.500000,2.000000,4.666667,-1.500000,1.500000,0.833333,-0.030000,0.243333,0.240000,-7.260000,-7.920000,-9.500000,114.000000,220.000000,360.000000,19.000000,32.000000,71.000000,3.000000,5.280000,10.860000
CERDEJ01,3.000000,3.000000,273.456200,615.562200,1021.219200,1224.156200,987.000000,2388.000000,3576.000000,3844.000000,45.000000,96.000000,162.000000,192.000000,258.000000,648.000000,942.000000,1056.000000,17.507700,44.622000,68.848200,77.980800,273.456200,615.562200,1021.219200,1224.156200,987.000000,2388.000000,3576.000000,3844.000000,45.000000,96.000000,162.000000,192.000000,258.000000,648.000000,942.000000,1056.000000,17.507700,44.622000,68.848200,77.980800,9.241600,16.993600,29.457600,59.675200,49.000000,91.000000,161.000000,175.000000,2.000000,4.000000,8.000000,4.000000,12.000000,28.000000,28.000000,0.562500,1.140000,2.370000,3.090000,9.241600,16.993600,29.457600,59.675200,49.000000,91.000000,161.000000,175.000000,2.000000,4.000000,8.000000,4.000000,12.000000,28.000000,28.000000,0.562500,1.140000,2.370000,3.090000,3.348900,33.379200,61.378200,91.463400,676.000000,1092.000000,2028.000000,3068.000000,12.000000,20.000000,108.000000,216.000000,408.000000,1.562500,5.625000,11.400000,19.450000,550.261300,1297.882800,2442.442800,3429.056800,2650.000000,6960.000000,12678.000000,18108.000000,91.000000,204.000000,378.000000,520.000000,582.000000,1584.000000,2754.000000,3960.000000,36.577900,100.494000,177.371400,249.761600,0.490000,2.470000,4.690000,1.000000,5.000000,31.000000,-2.000000,-6.000000,2.000000,-0.020000,-0.160000,1.880000,0.490000,2.470000,4.690000,1.000000,5.000000,31.000000,-2.000000,-6.000000,2.000000,-0.020000,-0.160000,1.880000,-7.260000,-11.580000,-13.380000,114.000000,234.000000,402.000000,18.000000,36.000000,52.000000,3.000000,5.880000,9.440000
COLJAO,3.000000,3.000000,176.555300,394.754000,603.438200,672.844200,930.000000,1898.000000,2708.000000,2318.000000,28.000000,60.000000,92.000000,106.000000,152.000000,372.000000,506.000000,484.000000,12.367100,29.922800,43.087600,42.443200,176.555300,394.754000,603.438200,672.844200,930.000000,1898.000000,2708.000000,2318.000000,28.000000,60.000000,92.000000,106.000000,152.000000,372.000000,506.000000,484.000000,12.367100,29.922800,43.087600,42.443200,9.241600,15.504000,30.688800,36.844800,49.000000,84.000000,136.500000,126.000000,2.000000,4.000000,5.000000,4.000000,12.000000,20.000000,19.000000,0.562500,1.155000,2.002500,2.130000,9.241600,15.504000,31.955467,37.696000,49.000000,84.000000,208.833333,140.000000,2.000000,4.000000,5.000000,4.000000,12.000000,21.333333,19.666667,0.562500,1.155000,2.322500,2.225000,3.348900,33.379200,55.998000,83.338200,676.000000,1092.000000,1872.000000,2860.000000,12.000000,18.000000,108.000000,216.000000,264.000000,1.562500,5.625000,11.550000,15.900000,356.459500,856.266400,1596.120400,2281.606400,2536.000000,5980.000000,10630.000000,14528.000000,57.000000,132.000000,238.000000,348.000000,370.000000,1032.000000,1838.000000,2516.000000,26.296700,71.095600,126.150200,174.496400,0.980000,2.065000,3.080000,2.000000,8.500000,17.000000,-2.000000,-2.000000,0.500000,-0.040000,0.330000,0.910000,0.980000,1.648333,2.800000,2.000000,-1.833333,15.000000,-2.000000,-2.666667,0.166667,-0.040000,-0.096667,0.783333,-7.260000,-8.640000,-12.600000,114.000000,240.000000,358.000000,18.000000,36.000000,64.000000,3.000000,5.760000,9.780000
COMQUR,2.000000,1.500000,251.983200,566.661000,872.536000,1075.479200,978.000000,2328.000000,3196.000000,3272.000000,42.000000,90.000000,140.000000,178.000000,230.000000,572.000000,800.000000,834.000000,17.545000,43.381800,63.079600,70.286200,137.191850,297.661500,444.111200,537.739600,659.500000,1302.000000,1710.000000,1636.000000,22.500000,47.000000,71.000000,89.000000,118.000000,290.000000,401.000000,417.000000,9.870400,23.053800,32.304800,35.143100,9.241600,15.504000,29.944000,37.057600,49.000000,84.000000,133.000000,112.000000,2.000000,4.000000,5.000000,4.000000,12.000000,20.000000,16.000000,0.562500,1.155000,2.010000,1.972500,9.241600,11.628000,18.893600,22.936800,49.000000,63.000000,122.500000,94.500000,1.500000,2.500000,3.000000,2.500000,7.000000,10.500000,13.000000,0.562500,0.866250,1.387500,1.425000,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,552.116300,1257.404400,2147.022800,2952.933600,3314.000000,7392.000000,11430.000000,14580.000000,91.000000,200.000000,334.000000,472.000000,534.000000,1408.000000,2236.000000,2744.000000,41.044100,103.465200,165.344200,215.652400,0.980000,2.310000,3.010000,2.000000,9.000000,19.000000,-2.000000,-2.000000,2.000000,-0.040000,0.320000,1.120000,0.735000,1.385000,1.575000,1.500000,0.000000,7.500000,-1.500000,-1.000000,-0.500000,-0.030000,0.025000,0.350000,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
COMQUR01,2.000000,1.500000,251.983200,566.661000,872.536000,1075.479200,978.000000,2328.000000,3196.000000,3272.000000,42.000000,90.000000,140.000000,178.000000,230.000000,572.000000,800.000000,834.000000,17.545000,43.381800,63.079600,70.286200,137.191850,297.661500,444.111200,537.739600,659.500000,1302.000000,1710.000000,1636.000000,22.500000,47.000000,71.000000,89.000000,118.000000,290.000000,401.000000,417.000000,9.870400,23.053800,32.304800,35.143100,9.241600,15.504000,29.944000,37.057600,49.000000,84.000000,133.000000,112.000000,2.000000,4.000000,5.000000,4.000000,12.000000,20.000000,16.000000,0.562500,1.155000,2.010000,1.972500,9.241600,11.628000,18.893600,22.936800,49.000000,63.000000,122.500000,94.500000,1.500000,2.500000,3.000000,2.500000,7.000000,10.500000,13.000000,0.562500,0.866250,1.387500,1.425000,3.348900,33.379200,46.665000,62.878800,676.000000,1092.000000,1560.000000,2184.000000,10.000000,14.000000,96.000000,168.000000,180.000000,1.562500,5.625000,9.625000,12.100000,552.116300,1257.404400,2147.022800,2952.933600,3314.000000,7392.000000,11430.000000,14580.000000,91.000000,200.000000,334.000000,472.000000,534.000000,1408.000000,2236.000000,2744.000000,41.044100,103.465200,165.344200,215.652400,0.980000,2.310000,3.010000,2.000000,9.000000,19.000000,-2.000000,-2.000000,2.000000,-0.040000,0.320000,1.120000,0.735000,1.385000,1.575000,1.500000,0.000000,7.500000,-1.500000,-1.000000,-0.500000,-0.030000,0.025000,0.350000,-7.260000,-7.200000,-8.740000,114.000000,200.000000,280.000000,20.000000,32.000000,54.000000,3.000000,4.800000,7.820000
COMRAY,3.000000,3.000000,163.531100,368.364400,573.338400,620.074400,3458.000000,2176.000000,3420.000000,3284.000000,25.000000,54.000000,84.000000,94.000000,138.000000,342.000000,476.000000,424.000000,12.389600,27.690800,41.276000,40.829000,163.531100,368.364400,573.338400,620.074400,3458.000000,2176.000000,3420.000000,3284.000000,25.000000,54.000000,84.000000,94.000000,138.000000,342.000000,476.000000,424.000000,12.389600,27.690800,41.276000,40.829000,9.241600,16.993600,29.944000,30.369600,49.000000,91.000000,133.000000,105.000000,2.000000,4.000000,4.000000,4.000000,12.000000,20.000000,14.000000,0.562500,1.140000,2.010000,1.695000,9.241600,16.000533,32.639467,46.866667,49.000000,86.333333,165.666667,193.666667,2.000000,4.000000,6.000000,4.000000,12.000000,22.666667,24.666667,0.562500,1.150000,2.190000,2.840000,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,330.411100,803.487200,1543.094400,2164.295200,7592.000000,6536.000000,12262.000000,14720.000000,51.000000,120.000000,222.000000,316.000000,342.000000,972.000000,1782.000000,2316.000000,26.341700,66.631600,122.327000,163.538000,0.490000,2.310000,2.170000,1.000000,9.000000,13.000000,-2.000000,-2.000000,1.000000,-0.020000,0.320000,0.740000,0.816667,1.423333,2.823333,1.666667,4.333333,14.333333,-2.000000,-3.333333,-0.333333,-0.033333,0.080000,0.713333,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
COMREC,3.000000,3.000000,231.504100,523.393400,812.324400,954.389400,934.000000,2204.000000,3168.000000,2988.000000,36.000000,78.000000,122.000000,148.000000,200.000000,502.000000,722.000000,726.000000,15.204400,37.779000,56.198600,59.342400,231.504100,523.393400,812.324400,954.389400,934.000000,2204.000000,3168.000000,2988.000000,36.000000,78.000000,122.000000,148.000000,200.000000,502.000000,722.000000,726.000000,15.204400,37.779000,56.198600,59.342400,9.241600,16.993600,29.944000,30.369600,49.000000,91.000000,133.000000,105.000000,2.000000,4.000000,4.000000,4.000000,12.000000,20.000000,14.000000,0.562500,1.140000,2.010000,1.695000,9.241600,16.000533,32.639467,46.866667,49.000000,86.333333,165.666667,193.666667,2.000000,4.000000,6.000000,4.000000,12.000000,22.666667,24.666667,0.562500,1.150000,2.190000,2.840000,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,466.357100,1113.545200,2021.066400,2832.925200,2544.000000,6592.000000,11758.000000,14128.000000,73.000000,168.000000,298.000000,424.000000,466.000000,1292.000000,2274.000000,2920.000000,31.971300,86.808000,152.172200,200.564800,0.490000,2.310000,2.170000,1.000000,9.000000,13.000000,-2.000000,-2.000000,1.000000,-0.020000,0.320000,0.740000,0.816667,1.423333,2.823333,1.666667,4.333333,14.333333,-2.000000,-3.333333,-0.333333,-0.033333,0.080000,0.713333,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
DEDNOQ,3.000000,3.000000,159.194600,359.796400,555.516400,578.472000,662.000000,1564.000000,2176.000000,1842.000000,24.000000,52.000000,80.000000,86.000000,132.000000,324.000000,448.000000,392.000000,10.399200,25.473200,36.872800,34.355000,159.194600,359.796400,555.516400,578.472000,662.000000,1564.000000,2176.000000,1842.000000,24.000000,52.000000,80.000000,86.000000,132.000000,324.000000,448.000000,392.000000,10.399200,25.473200,36.872800,34.355000,9.241600,16.993600,29.944000,30.369600,49.000000,91.000000,133.000000,105.000000,2.000000,4.000000,4.000000,4.000000,12.000000,20.000000,14.000000,0.562500,1.140000,2.010000,1.695000,9.241600,16.000533,32.639467,47.859733,49.000000,86.333333,165.666667,198.333333,2.000000,4.000000,6.000000,4.000000,12.000000,22.666667,23.333333,0.562500,1.150000,2.190000,2.830000,3.348900,33.379200,59.584800,72.102000,676.000000,1092.000000,1976.000000,1976.000000,12.000000,16.000000,108.000000,216.000000,240.000000,1.562500,5.625000,11.450000,13.400000,321.738100,786.351200,1507.450400,2081.090400,2000.000000,5312.000000,9774.000000,11836.000000,49.000000,116.000000,214.000000,300.000000,330.000000,936.000000,1726.000000,2248.000000,22.360900,62.196400,113.520600,150.590000,0.490000,2.310000,2.170000,1.000000,9.000000,13.000000,-2.000000,-2.000000,1.000000,-0.020000,0.320000,0.740000,0.816667,1.423333,2.496667,1.666667,4.333333,13.666667,-2.000000,-3.333333,0.333333,-0.033333,0.080000,0.726667,-7.260000,-10.600000,-10.120000,114.000000,236.000000,340.000000,18.000000,36.000000,56.000000,3.000000,5.840000,9.280000
DEVDUD,2.000000,2.000000,90.171000,198.543000,292.334800,231.334200,830.000000,1368.000000,1780.000000,990.000000,14.000000,30.000000,44.000000,36.000000,74.000000,174.000000,232.000000,166.000000,7.310800,16.739800,23.205200,15.802400,90.171000,198.543000,292.334800,231.334200,830.000000,1368.000000,1780.000000,990.000000,14.000000,30.000000,44.000000,36.000000,74.000000,174.000000,232.000000,166.000000,7.310800,16.739800,23.205200,15.802400,9.241600,15.504000,30.035200,23.681600,49.000000,84.000000,203.000000,98.000000,2.000000,4.000000,3.000000,4.000000,12.000000,18.000000,12.000000,0.562500,1.155000,2.197500,1.417500,9.241600,15.504000,30.035200,23.681600,49.000000,84.000000,203.000000,98.000000,2.000000,4.000000,3.000000,4.000000,12.000000,18.000000,12.000000,0.562500,1.155000,2.197500,1.417500,3.348900,33.379200,55.998000,80.483400,676.000000,1092.000000,1872.000000,3588.000000,12.000000,18.000000,108.000000,216.000000,216.000000,1.562500,5.625000,11.550000,16.200000,273.861900,662.387400,1266.248400,1636.735800,3166.000000,6288.000000,10554.000000,14388.000000,43.000000,102.000000,186.000000,246.000000,288.000000,810.000000,1506.000000,1926.000000,23.494900,61.469400,109.590600,138.802200,0.980000,2.280000,1.330000,2.000000,-1.000000,7.000000,-2.000000,-1.000000,0.000000,-0.040000,0.070000,0.360000,0.980000,2.280000,1.330000,2.000000,-1.000000,7.000000,-2.000000,-1.000000,0.000000,-0.040000,0.070000,0.360000,-7.260000,-8.640000,-11.040000,114.000000,240.000000,330.000000,18.000000,36.000000,72.000000,3.000000,5.760000,9.540000
DIXLUR10,2.000000,2.000000,96.218200,205.609000,309.949000,346.195200,322.000000,712.000000,874.000000,756.000000,16.000000,32.000000,50.000000,58.000000,82.000000,196.000000,244.000000,224.000000,5.777600,13.922800,19.029400,18.582600,96.218200,205.609000,309.949000,346.195200,322.000000,712.000000,874.000000,756.000000,16.000000,32.000000,50.000000,58.000000,82.000000,196.000000,244.000000,224.000000,5.777600,13.922800,19.029400,18.582600,9.241600,15.504000,29.944000,43.745600,49.000000,84.000000,133.000000,119.000000,2.000000,4.000000,6.000000,4.000000,12.000000,22.000000,20.000000,0.562500,1.155000,2.010000,2.250000,9.241600,20.190667,22.597333,21.452267,49.000000,60.666667,68.833333,95.666667,2.833333,3.166667,2.666667,8.166667,17.000000,16.166667,15.833333,0.562500,1.136250,1.278750,1.325000,3.348900,33.379200,66.154500,64.233000,676.000000,1092.000000,1560.000000,1170.000000,15.000000,15.000000,126.000000,216.000000,162.000000,1.562500,5.625000,11.437500,9.937500,292.003500,683.585400,1339.404000,2117.538000,1642.000000,4320.000000,7212.000000,8010.000000,49.000000,108.000000,210.000000,336.000000,318.000000,912.000000,1626.000000,2136.000000,18.895300,53.018400,96.838200,133.942800,0.980000,2.310000,3.850000,2.000000,9.000000,25.000000,-2.000000,-3.000000,2.000000,-0.040000,0.320000,1.500000,1.971667,2.193333,1.050000,11.166667,12.333333,5.000000,2.166667,2.833333,1.166667,0.610000,0.670000,0.233333,-7.260000,-8.700000,-7.650000,114.000000,330.000000,345.000000,15.000000,54.000000,63.000000,3.000000,9.600000,10.800000
DOMQED,3.000000,3.000000,218.593900,507.923000,816.596200,1002.417600,892.000000,2186.000000,3280.000000,3450.000000,35.000000,78.000000,126.000000,158.000000,204.000000,522.000000,778.000000,826.000000,15.157900,38.593000,59.445400,66.340200,218.593900,507.923000,816.596200,1002.417600,892.000000,2186.000000,3280.000000,3450.000000,35.000000,78.000000,126.000000,158.000000,204.000000,522.000000,778.000000,826.000000,15.157900,38.593000,59.445400,66.340200,9.241600,15.504000,31.220800,42.529600,49.000000,84.000000,154.000000,185.500000,2.000000,4.000000,5.500000,4.000000,12.000000,22.000000,25.000000,0.562500,1.155000,2.152500,2.711250,9.241600,15.504000,31.078933,52.622400,49.000000,84.000000,163.333333,248.500000,2.000000,4.000000,6.500000,4.000000,12.000000,23.333333,31.000000,0.562500,1.155000,2.257500,3.368750,3.348900,33.379200,55.998000,75.176400,676.000000,1092.000000,1872.000000,2288.000000,12.000000,16.000000,108.000000,216.000000,264.000000,1.562500,5.625000,11.550000,14.350000,440.536700,1082.604400,2022.436400,2887.463200,2460.000000,6556.000000,11774.000000,15452.000000,71.000000,168.000000,306.000000,444.000000,474.000000,1332.000000,2394.000000,3220.000000,31.878300,88.436000,158.865800,216.940400,0.980000,1.890000,2.730000,2.000000,6.000000,12.000000,-2.000000,-3.000000,-1.500000,-0.040000,0.130000,0.510000,0.980000,1.936667,2.450000,2.000000,4.666667,10.000000,-2.000000,-3.666667,-2.500000,-0.040000,-0.010000,0.383333,-7.260000,-8.640000,-11.800000,114.000000,240.000000,328.000000,18.000000,36.000000,52.000000,3.000000,5.760000,8.520000
DOMQIH,3.000000,3.000000,213.753900,494.547000,794.156200,955.381600,891.000000,2172.000000,3256.000000,3400.000000,34.000000,76.000000,122.000000,150.000000,198.000000,504.000000,744.000000,780.000000,15.021000,38.038000,58.305800,64.075800,213.753900,494.547000,794.156200,955.381600,891.000000,2172.000000,3256.000000,3400.000000,34.000000,76.000000,122.000000,150.000000,198.000000,504.000000,744.000000,780.000000,15.021000,38.038000,58.305800,64.075800,9.241600,15.504000,31.220800,39.185600,49.000000,84.000000,154.000000,182.000000,2.000000,4.000000,5.000000,4.000000,12.000000,21.000000,24.000000,0.562500,1.155000,2.152500,2.572500,9.241600,15.504000,31.078933,51.507733,49.000000,84.000000,163.333333,247.333333,2.000000,4.000000,6.333333,4.000000,12.000000,23.000000,29.333333,0.562500,1.155000,2.257500,3.322500,3.348900,33.379200,55.998000,75.176400,676.000000,1092.000000,1872.000000,2288.000000,12.000000,16.000000,108.000000,216.000000,252.000000,1.562500,5.625000,11.550000,14.350000,430.856700,1055.852400,1977.556400,2793.391200,2458.000000,6528.000000,11726.000000,15352.000000,69.000000,164.000000,298.000000,428.000000,462.000000,1296.000000,2322.000000,3096.000000,31.604500,87.326000,156.586600,212.411600,0.980000,1.890000,2.310000,2.000000,6.000000,9.000000,-2.000000,-2.500000,-2.000000,-0.040000,0.130000,0.320000,0.980000,1.936667,2.310000,2.000000,4.666667,9.000000,-2.000000,-3.500000,-2.000000,-0.040000,-0.010000,0.320000,-7.260000,-8.640000,-11.800000,114.000000,240.000000,328.000000,18.000000,36.000000,54.000000,3.000000,5.760000,8.520000
