ccdc_id,csd_density,csd_packing_coefficient,csd_void_percent,csd_hbonds_inter_count,csd_contacts_inter_total,csd_contacts_under_cutoff,csd_min_contact_distance
YELXAP,1.436459259064396,0.6634968891402715,5.266746121525533,3,19,19,2.174810039458139
ULODIJ,1.5231787750740893,0.6619040035189103,5.344092300614039,3,18,18,2.31373125089826
ULODIJ01,1.6305838841348734,0.6998959834440315,2.03319861744661,3,24,24,2.294165558567607
NAVYEP01,2.7976432085102654,0.695224305106658,3.2248222365869426,3,19,17,2.1581799153837613
NEFSIA01,1.460267016188814,0.7249876298861949,0.0,2,11,10,2.358580659067892
NEFSIA02,1.5628075527265388,0.7553773500846476,0.0,2,28,27,2.275366864333872
NESVUD,1.2450497454881204,0.7216242283950617,0.0,0,8,8,2.4473824502007018
NESVUD01,1.5749130933892466,0.7057215743440233,0.0,0,43,43,2.329077810187033
NESWAK,1.7457985752988965,0.7433007693982389,0.0,0,45,43,2.153500694818472
NETBUJ,1.5382013767920577,0.665174456879526,8.166922683051716,0,16,16,2.895989261390901
NICSEA,1.41768343575352,0.6703227507029054,13.651739690721648,4,65,65,1.6912189508643365
NIGXUY01,1.218605771773931,0.7020745798319328,7.134416266506603,0,13,13,2.0120023953830226
NIGXUY02,1.2588434868127616,0.7305873231246366,4.389416553595658,0,17,14,2.2096332156699394
NIQFUP11,1.4960799047336857,0.7003170676640065,0.0,0,17,17,2.4891279310122805
NIQFUP,1.6226900376128712,0.7542677158582731,0.0,0,40,40,2.3117903039603207
NIXWEZ,1.3871350076970728,0.710276405966539,2.537542834106027,3,75,75,1.824606163823476
NIXXAW,1.386269111898815,0.7433400556996063,0.0,2,80,80,1.6964218419372905
NIXXEA,1.3235006669778522,0.7104621903764125,0.0,1,63,63,1.9051766678873
NOWBIK01,1.2788559927113563,0.6949805689572517,5.366843807056376,0,27,27,1.955131110377565
NOWBIK,1.366845181250206,0.7237435115039281,4.808501683501683,0,17,17,2.251875860451015
NOZJAN,1.7645431503625002,0.7637610473431369,0.0,0,36,36,2.322662705627329
NUMBEC01,1.447678384317738,0.745842922899885,0.0,1,17,17,2.290534390434386
NUMBEC,1.397280540630624,0.7042455242966752,3.78743961352657,1,21,20,2.3964425893860883
NUMBEC02,1.4134917030929302,0.7202265596160945,0.0,2,13,12,2.3508074482230565
OBUJAW,1.808937746098829,0.7008411319073083,0.0,0,3,3,2.653914846636706
OCOPAA,1.226947600971323,0.5692584726198172,28.020508902861845,0,23,23,2.7261394346321777
OJIVOS,1.4650447376148612,0.667795070718609,20.75113237032277,0,31,31,1.8984170517126335
OLAYAC,1.65639926313141,0.7360283108751872,0.0,6,33,32,2.210791938841031
OLAYAC01,1.5447245109303367,0.7166210849982231,0.0,6,24,24,2.093005165131082
PAGXAW,1.408596171905459,0.712786641929499,5.273964131106988,0,11,11,2.8124381977431905
PASDOD01,1.5035302874891865,0.6820230062335325,3.034766403187456,4,18,18,2.101954431975161
PASDOD,1.6145172583370413,0.7384926994301995,1.8874643874643875,4,38,38,2.129249443272584
PASGOF,1.5576742892999578,0.6945294915795355,0.0,0,6,3,3.351288372078874
PASGOF01,1.6408839539490665,0.7184944684944685,0.0,0,9,3,3.2750419560186312
RAKZIM,1.345278262683557,0.6539437055366533,11.477471904320034,0,37,36,1.9140007595824704
RAKZIM01,1.4453113598676466,0.6817817599067599,6.542832167832168,0,31,31,1.9121332218750124
PEJQIF,1.3643225463216182,0.6660480461903289,7.393889404405953,0,35,35,1.8802052890202083
PEJQIF01,1.459290241623819,0.6832193688174399,6.396984581553198,0,33,33,1.476041046385935
PIVFEG,1.2483050055863318,0.691726062009791,0.0,0,11,11,0.0108175000000008
POGMED,1.4005274669831966,0.7212523563642325,0.0,2,14,14,2.5603260952205456
POGXOA,1.6019289937750372,0.7577527127355796,0.0,2,14,13,2.5340062323832635
POGXUG,1.8191560385996943,0.7205675907690754,0.0,0,8,8,2.6165133812472585
POHLON,1.525291218516004,0.7537978028090669,0.0,0,45,44,2.507501436087899
POHLON01,1.6022316346338414,0.7761063596746755,0.0,0,51,47,1.8686842353435016
POWSID,1.470928770579322,0.7127734387927326,0.0,0,14,12,3.4070627172649037
POWSID01,1.390597683332222,0.7441837376311348,13.645464473640669,0,6,6,2.7288589329131008
PUBBOD,2.2434731991708854,0.7423731743150981,0.0,0,22,22,2.0886883769175246
QAHVIE,1.5002532091776624,0.7395090199797401,0.0,2,17,16,2.7027570418533653
QAHVOK,1.6854969431714,0.7169833178869324,0.0,0,10,10,2.820407561435854
QALMAR,1.133162275375733,0.5442152755398002,30.354764206681708,0,14,14,2.7555107863426422
QALMAR01,1.1636009475785294,0.5499247393649225,30.334757083108848,0,16,16,2.7376261078410025
ZOKBOQ,1.4631523908827777,0.7190252972804286,0.0,6,13,13,1.709244122380024
QERDOH,1.5194153009490452,0.7103957219251337,0.0,6,14,12,1.933081345163001
QERDIB,1.3379971740870358,0.6689248251748252,2.283078763341921,6,7,7,2.2848730061702964
QERDIB01,1.4327260128474308,0.7076222018082483,1.7925349320698158,6,13,13,2.293624830921092
QIDJET,1.66445231315594,0.7875824964631928,0.0,0,16,16,2.446488896454629
QIDJET01,1.7129589717578726,0.7915040099608159,0.0,0,16,16,2.4502122021947708
QIDJIX,1.6077081625526142,0.7495798319327731,0.0,0,24,24,2.4227690349167696
QIDJOD,2.796740287868178,0.7221218527772439,0.0,0,34,34,2.264568661684091
QIDJUJ,1.54586131782187,0.720633431085044,0.0,0,30,30,2.4898340053757213
QIDKAQ,1.6307839828152326,0.7230373914584441,2.1407052986000354,0,42,42,2.3153336549492827
QIDKEU,1.5523373136677103,0.7291492704826038,2.5041526374859706,0,28,28,2.267632218379279
QIDKIY,1.1778366854527935,0.6424009770401397,3.92069418818516,0,21,21,1.5276030103443428
QIDKOE,1.468570545790284,0.678538902783819,0.3605507829491083,0,26,26,2.4440225123506427
QIDKUK,1.4363026364652938,0.6758154579502894,0.9809329247531494,0,27,26,2.453147236883094
QIDLAR,1.2725232223600949,0.6966710611103557,0.0,0,18,18,2.4964520290427643
QIDLEV,1.2785682549616038,0.6967138585555048,0.0,0,19,19,2.456918740158414
QIDLIZ,1.2697160582678335,0.6631412421599464,1.034105398431774,0,20,20,2.158414202662302
QIDLOF,1.2727560260779134,0.6734451518839251,1.289264360923473,0,19,19,2.4665284414211244
QIDLUL,1.232401253296479,0.6376290299773756,4.564656391402715,0,29,29,2.4721616948653944
QIDLUL01,1.2682865480357353,0.6634115507017185,3.5737066912126867,0,74,74,2.368831550625388
QOMDAY,1.5383790820274494,0.741104797979798,0.0,2,15,13,2.583805786105326
QOMDAY01,1.5964199875755554,0.7576780864934675,0.0,3,41,39,2.4959265749989825
QOMDAY02,1.6134570504597776,0.7595071263501717,0.0,2,28,26,2.482183041899958
QOSVOJ,1.4087445366504012,0.7133283363154247,0.0,4,36,36,1.2283715466469782
QOZNOL,1.463006116757942,0.7216247475909312,1.0786493878281318,1,48,48,2.071859715355833
QUHWAT,1.6638958280811973,0.6970721709852145,0.0,0,10,10,2.820131349603193
QUHWAT01,1.7027358804479955,0.7135045839165689,0.0,0,28,28,2.698891038670798
QUHWAT02,1.7234379270748708,0.7267770204479065,0.0,0,6,6,2.77188651775394
QUNYAA,1.7117840169974412,0.7705290750548334,0.0,0,37,31,2.565381560840443
QUNYEE01,1.7067597158104797,0.773696026764939,0.0,0,38,34,2.5767989825901547
QUNYEE,1.5818536004867088,0.7344019937432881,0.0,0,20,19,2.771109367599879
RESWES,1.2504303653054056,0.7013021550618784,0.0,0,5,5,2.3677349007796047
RESWIW,2.5328579349912723,0.693673550662798,2.495875291574216,2,21,21,2.006147231680662
RESWIW01,2.658835305795263,0.7324809991273338,0.0,2,43,43,2.001477122486751
REWPOZ,1.7817473161732993,0.7848310330465754,0.0,0,16,15,2.283517195777218
REWPUF,1.4744591713524462,0.7758221583652618,0.0,0,17,16,2.2565985439700103
REWPUF02,1.7066542482187426,0.7263439430357833,0.0,0,56,53,2.1921340298383685
RIZSOI,1.734789326305288,0.7129390495867769,0.0,3,37,37,1.7958698901140735
RONPIT41,1.3172617462085243,0.6888302708527427,0.0,0,10,9,2.836503890967102
RONPIT39,1.3842773656046106,0.7130415829574315,0.0,0,18,18,2.7395243151619453
RONPIT26,1.3166477975040547,0.6857489224137931,0.4281772466039707,0,17,16,2.6539114279401965
RONPIT34,1.3694428442664162,0.7049077610311669,0.9385869194571372,0,26,26,2.6508048261854267
RUCJEF,1.344406440219828,0.7471012285511219,0.0,0,14,14,2.3110832825266376
SIXJUE,1.667839426806075,0.8078587278106509,21.922152366863905,0,2,2,2.87079324701834
TEKHAU,1.4123489523463608,0.7251439920556108,1.9285004965243295,0,15,15,2.743114429317899
TEKHEY,1.4044342598656263,0.7459543626803138,0.0,0,34,34,2.289432333732928
TEKHIC,1.4429885445530268,0.736511996102789,0.0,0,19,18,2.270932136840648
TEKHOI,1.3816037489781214,0.7036785768129051,4.594631460303102,0,13,11,2.702944346412309
TEKHUO,1.3920587766894768,0.7143722290781114,0.0,0,16,15,2.286095931001429
TESMAF,1.9331106732804284,0.7418796663451577,1.1478316007573324,0,31,31,2.279714977922868
TESLUY,1.766637626249406,0.7285940397051508,1.5954415954415957,0,34,34,2.304397891557436
TETXAR,1.551249695883663,0.7408376845313782,0.0,2,14,14,1.7634248105673456
TIHTAF01,1.5999260931983252,0.7064506962205171,0.0,12,46,46,2.199415967944147
TIHTAF,1.695773167007513,0.7407226508604038,0.0,13,73,73,2.1403558360282813
TISWIC,1.3644532357729933,0.7151737274027068,0.0,0,23,23,2.1490818828117373
TISWIC01,1.4403091466762408,0.741758522147377,0.0,1,35,34,2.150695840128106
TULHEQ,1.3132544012503558,0.7162902802265821,0.0,4,61,61,1.5944526783448918
TULHIU,1.3106207319121863,0.7104233526800956,3.2240810287925346,10,95,95,1.4842271242160128
TUNBIN,1.348474319086871,0.7057232285394642,4.802333035837743,0,36,36,2.1685914102623283
UCIGUJ,1.4940587886964831,0.7233765128018002,0.0,0,26,24,2.5508711700873343
UFIPIJ01,1.3013421738305813,0.6667412359195705,2.4313962873284907,0,5,5,2.621519131079929
UFIPIJ,1.3854936252526735,0.7047959869876507,2.0697144459414822,0,15,14,2.5238848202001902
ULAHIY,1.344888827082032,0.7292613646168767,0.0,12,9,9,2.0756249597336414
UZAXUQ,1.4197807540180438,0.7200170782039422,0.0,0,11,11,2.6643276296065377
UZELAN,1.3220565877399162,0.6778259849906192,0.0,0,16,16,1.962021052956964
VASYOF,1.523429997160712,0.7536207989493643,0.0,2,16,16,2.646150660810516
VASYUL01,1.471159994074856,0.7277790153709066,0.0,0,13,12,2.6906256455363824
VASYUL,1.5271333850418891,0.7427968989877756,1.3899771309903746,0,20,20,2.566142630799776
VASZEW,1.5488268315270342,0.749257865422249,0.0,2,20,20,2.37283074500952
VASZEW01,1.4908766057818716,0.727007215007215,0.0,0,14,14,2.737596637184617
VEWVEY,1.7363867213374615,0.6913674222286662,29.100816780242617,0,1,1,3.2303587460348178
VEYTIC,1.1459087532760273,0.6870912488321396,18.3106681892107,2,12,12,2.4647626796992457
VEYTEY,1.4488808522392045,0.6640758205456095,18.249480498721223,6,34,34,1.9687545622618627
VIFNAC,1.227630620226045,0.662724076526186,6.080087667229807,0,5,5,2.269066875876881
VIFNAC01,1.5586026402075766,0.7088501584427342,0.0,0,128,128,2.223516587178568
VILZAT,1.1515464285138035,0.8448557573765102,12.762390071504887,0,4,4,2.3513693313817434
VILZEX,1.4117568463753496,0.713482057848255,1.479037394530352,0,28,28,2.322443366420788
VILZOH,1.5185624047883175,0.7272725586089692,7.214524783115274,0,13,13,2.358776066735117
VIMBAW,1.6190852875939123,0.7067841768248094,0.0,0,21,21,2.20698345358162
VOJPAM,1.1117132137023793,0.6509508481948674,7.306481078729883,0,7,7,2.087099622191112
VUJRIC,1.1849980494174932,0.7053831030376873,0.0,0,12,12,2.273452559413332
WAHKEX01,1.3978167485275217,0.6972776893725511,1.84726998956248,0,10,10,2.7326997487391624
WAHKEX,1.5171298407674787,0.744361212803905,0.0,0,22,20,2.7586744476394864
WATJEJ,1.4085575248702158,0.6579984302992493,6.225272182085287,0,8,8,2.354438982420783
WATJEJ01,1.4760266587334834,0.6809641210326142,5.38983878024974,0,5,5,2.884371678616411
WEKJED,1.6409855439044434,0.7554298865691271,0.0,4,35,35,2.259341519708085
WEKJIH,1.0544900661642274,0.5508633106424179,27.345641013381467,0,5,5,2.829532397005302
WIDGEW,1.4343727439111067,0.7903706305532789,0.0,0,24,23,2.6088040362053477
WIDGIA,1.4194075330108715,0.7391571035051915,4.676190794829759,0,20,19,2.615039587424226
WIDGOG,1.455319034794536,0.7641594246329038,0.0,0,16,16,2.3475876133865223
WIFZUG,1.22866525632217,0.6969444220375898,0.0,0,37,36,2.318032193688431
WIGBAP,1.2406055912420626,0.7050083351453215,1.2328108218519178,0,18,18,2.274237150987168
XADFEN,2.159643634920824,0.7350072620232816,0.0,0,31,31,2.116827990455207
XAMNII,1.4863622973631654,0.744202626641651,0.0,0,17,17,2.1984471081375547
XAMNII01,1.4256446111937295,0.7340202217049507,0.0,0,12,12,2.07127404861419
XEVYUS,1.44187890059303,0.7220055130805638,0.0,0,15,14,2.2144996975828914
XECMIB01,1.3202126459262764,0.7144934840521275,5.8427532579739365,0,6,5,2.750801161960036
XECMIB02,1.4005210633509837,0.7557233704292527,5.027254144901204,0,17,15,2.272973194651445
XECNAU01,1.309403759123151,0.6800754242614707,5.328906017400509,0,13,12,2.817913728034552
XECNAU,1.371692064687484,0.7067234057365637,4.994691590086327,0,31,29,2.3388911009634707
XOCFIF,1.6104572832040671,0.7451520553124831,0.0,0,73,73,2.241954091338079
XODCEB,1.0833729634374596,0.536255780954383,33.74763506411604,2,50,50,1.9317349291067811
XUGGEO,1.5752701566439795,0.6631683864915572,0.3455936001667709,0,12,11,2.7143771431406893
XUGGEO02,1.6585291778960596,0.6835679442508711,0.8142857142857143,0,30,29,2.279578025466953
XUGGEO01,1.607608177571755,0.6813703852327447,0.0,0,12,12,2.546133406449772
XUGGEO03,1.693765372283787,0.700372130182491,0.0,0,15,15,2.3949998390771463
XUGGUE,1.6495038214746365,0.7002834846313107,0.7058448797579232,0,11,11,2.186857437505914
XUGGIS01,1.6079211047998454,0.681925494917068,0.0,0,12,12,2.545802379977797
XUGGIS,1.6940123273505223,0.7005788691727637,0.0,0,15,15,2.3989653145801477
XUGHAL,1.578421957883941,0.6652053775439715,0.0,0,15,14,2.697043570729724
XUGGIS02,1.6562044424322415,0.6830871080139372,0.8491289198606271,0,30,29,2.2808347640898643
YAGYIP01,1.720439790825122,0.6500304321363359,4.636386133647241,0,25,25,1.5505831752562669
YAGYIP,1.829690565357332,0.6815669515669516,0.0,0,31,31,1.5213275853809414
YAGYUB01,2.0335320695584733,0.6775412087912088,5.729802604802605,0,30,28,2.270036106812398
YAGYUB,2.166224470292474,0.6853043555567713,4.554562426911582,0,24,22,2.183778073557679
YAMXAL,1.5135460737304238,0.7018543095185431,0.0,0,17,17,2.50317445232314
YECMAW,1.2998470355932468,0.7387630100396058,0.0,0,15,15,2.248374492272171
YEQKIR,1.2536085554793106,0.6915680810417653,0.0,0,23,23,2.242940734430166
YIMYEZ,1.5648230492200852,0.7235657154142392,0.0,0,35,34,2.1378992901211435
YIMYEZ02,1.4752707154772182,0.6906585949498196,3.239401407193114,0,26,26,2.19761478189939
YIMYEZ01,1.5227364993329378,0.7081279059765213,0.0,0,34,33,2.1343000764253106
YIMYID04,1.4314507873272413,0.7356985359573798,0.0,0,36,35,2.212624854157305
YIMYID02,1.4709761468754874,0.7376273344651952,0.0,0,63,63,2.187542411944225
YIMYOJ,1.4993162295028477,0.7297856845609655,0.0,0,50,47,2.360346502738654
YIVSEB,1.8247349696541,0.739585489368161,2.8779327823083256,0,32,32,2.198372262575307
YUJBUB01,1.28330235526738,0.7315045498718968,0.0,0,15,15,2.2652275343960406
YUJBUB,1.348121910955845,0.7519644221324894,0.0,0,19,18,2.1798077275003327
YUYHOR01,1.0246418590903754,0.7116720085470085,0.0,0,4,4,2.168820961224428
YUYHOR,1.2957731894985465,0.6974025974025974,0.0,0,12,12,2.24116363731559
YUZTOD,1.7798007333187609,0.7765118727336531,0.0,0,61,61,2.264467673052083
YUZTIX,1.8560053137167576,0.7710376904384942,0.0,0,50,50,2.0656731304321028
YUZTUJ,1.563284805698543,0.7425613452235239,2.327402809348954,2,75,73,1.63842838335672
ZIKKUC04,1.4310459069552013,0.6756676531957431,2.534128376825006,15,126,125,1.6348151373644242
ZIKKUC,1.4951940307670346,0.7131109577486389,0.6435089333640058,13,117,117,1.9624147356937889
ZIKMAK09,1.3880885928017836,0.6437420356229221,7.659215682517175,13,53,53,1.9311219345896344
ZIKMAK05,1.4882809679116682,0.6901679701816623,5.381062036249473,12,100,100,1.9869016444069587
ZIMMAJ,1.6085167439699652,0.7567637877211238,0.0,8,28,28,1.690532779826062
ZOYKUV01,1.2335013070815048,0.7057988165680473,0.0,0,19,19,2.490756733207668
ZOYKUV,1.2841877788965603,0.7140643239544339,0.0,0,21,20,2.370987554370501
ZUBNAO01,1.343130808509638,0.6909596202525495,6.743076103345463,4,24,23,1.9397493633501437
ZUBNAO,1.3725786937820936,0.7028375149342891,6.848533120934556,4,27,26,1.9239632499334864
ZUBNES,1.3039444958611532,0.7059982208666921,7.03604862964375,4,26,26,1.8983168689235537
ZUBNIW01,1.3546048885075717,0.7288962681846932,6.533839342188489,4,35,35,1.850238927819529
ZUBNOC,1.4220815283721018,0.7196707465662384,4.120860101905184,0,30,30,2.283839665515765
ZUCROE01,1.4986525643817832,0.7809746053534661,0.0,2,42,42,2.4875692913232266
ZUCROE,1.5523561458519617,0.8032573336275564,0.0,2,52,52,2.3458910224187903
