ccdc_id,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,ion_1,ion_2,ion_3,ion_4,ion_5,ion_6,ion_7,ion_8,ion_9,ion_10,ion_11,ion_12,ion_13,ion_14,ion_15,ion_16,ion_17,ion_18,ion_19,ion_20,ion_21,ion_22,ion_23,ion_24,ion_25,ion_26,ion_27,ion_28,ion_29,ion_30,ion_31,solv_1,solv_2,solv_3,solv_4,solv_5,solv_6,solv_7,solv_8,solv_9,solv_10,solv_11,solv_12,solv_13,solv_14,solv_15,solv_16,solv_17,solv_18,solv_19,solv_20,solv_21
MOFRAA,3.3489,33.3792,61.3782,93.33,676.0,1092.0,2028.0,3120.0,12.0,20.0,108.0,216.0,408.0,1.5625,5.625,11.4,19.25,535.2881,1262.5296,2441.4876,3296.706,2460.0,6540.0,12102.0,17280.0,89.0,196.0,378.0,484.0,574.0,1528.0,2610.0,3840.0,33.3089,92.3204,163.9314,230.9332,-7.26,-11.58,-14.4,114.0,234.0,400.0,18.0,36.0,52.0,3.0,5.88,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOFREE,3.3489,33.3792,61.3782,93.33,676.0,1092.0,2028.0,3120.0,12.0,20.0,108.0,216.0,408.0,1.5625,5.625,11.4,19.25,535.2881,1262.5296,2441.4876,3296.706,2460.0,6540.0,12102.0,17280.0,89.0,196.0,378.0,484.0,574.0,1528.0,2610.0,3840.0,33.3089,92.3204,163.9314,230.9332,-7.26,-11.58,-14.4,114.0,234.0,400.0,18.0,36.0,52.0,3.0,5.88,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAVYEP,3.3489,33.3792,55.998,94.9221,676.0,1092.0,1872.0,2184.0,12.0,21.0,108.0,234.0,306.0,1.5625,5.625,11.55,15.6375,377.5174,891.4704,1768.0926,2519.4228,1952.0,5178.0,9282.0,12222.0,62.0,138.0,270.0,390.0,408.0,1128.0,1986.0,2886.0,23.7454,66.7842,121.7574,175.1166,-7.26,-8.64,-13.44,114.0,240.0,462.0,18.0,33.0,75.0,3.0,5.76,13.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAVYEP01,3.3489,33.3792,55.998,94.9221,676.0,1092.0,1872.0,2184.0,12.0,21.0,108.0,234.0,306.0,1.5625,5.625,11.55,15.6375,377.5174,891.4704,1768.0926,2519.4228,1952.0,5178.0,9282.0,12222.0,62.0,138.0,270.0,390.0,408.0,1128.0,1986.0,2886.0,23.7454,66.7842,121.7574,175.1166,-7.26,-8.64,-13.44,114.0,240.0,462.0,18.0,33.0,75.0,3.0,5.76,13.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEFSIA01,3.3489,33.3792,54.717,68.3688,676.0,1092.0,1612.0,1716.0,12.0,16.0,108.0,204.0,144.0,1.5625,5.625,10.55,11.025,263.2713,597.4414,1193.5998,1851.8316,2076.0,4420.0,7356.0,9192.0,43.0,94.0,182.0,292.0,276.0,792.0,1444.0,1864.0,18.9689,49.2122,88.5946,128.368,-7.26,-7.94,-8.08,114.0,250.0,350.0,18.0,38.0,72.0,3.0,6.56,11.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEFSIA02,3.3489,33.3792,54.717,68.3688,676.0,1092.0,1612.0,1716.0,12.0,16.0,108.0,204.0,144.0,1.5625,5.625,10.55,11.025,263.2713,597.4414,1193.5998,1851.8316,2076.0,4420.0,7356.0,9192.0,43.0,94.0,182.0,292.0,276.0,792.0,1444.0,1864.0,18.9689,49.2122,88.5946,128.368,-7.26,-7.94,-8.08,114.0,250.0,350.0,18.0,38.0,72.0,3.0,6.56,11.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEFVID,3.3489,33.3792,61.3782,90.9144,676.0,1092.0,2028.0,2340.0,12.0,18.0,108.0,180.0,216.0,1.5625,5.625,11.4,14.025,613.5273,1373.148,2478.162,3252.4668,2764.0,6900.0,11214.0,13788.0,97.0,204.0,378.0,504.0,582.0,1524.0,2238.0,2604.0,35.8633,93.87,154.1778,195.0432,-7.26,-11.58,-16.74,114.0,234.0,378.0,18.0,42.0,72.0,3.0,5.88,11.28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEMSAZ,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NEMSED,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NERDIA,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NERDIA01,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,797.4232,1511.7976,2131.488,1976.0,5248.0,9662.0,11800.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.5232,116.2254,154.266,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NESVOX,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,381.9721,912.6052,1723.1624,2381.2112,2180.0,5680.0,10338.0,12600.0,59.0,136.0,250.0,352.0,386.0,1080.0,1938.0,2528.0,25.4947,70.2992,126.8218,169.0824,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NESVOX02,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,381.9721,912.6052,1723.1624,2381.2112,2180.0,5680.0,10338.0,12600.0,59.0,136.0,250.0,352.0,386.0,1080.0,1938.0,2528.0,25.4947,70.2992,126.8218,169.0824,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NESVUD,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,390.6699,940.5752,1798.7904,2445.4392,2128.0,5672.0,10414.0,12736.0,63.0,144.0,270.0,364.0,414.0,1140.0,2022.0,2652.0,26.1623,72.7608,131.0334,174.9876,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NESVUD01,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,390.6699,940.5752,1798.7904,2445.4392,2128.0,5672.0,10414.0,12736.0,63.0,144.0,270.0,364.0,414.0,1140.0,2022.0,2652.0,26.1623,72.7608,131.0334,174.9876,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NESWAK,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,390.6699,940.5752,1798.7904,2445.4392,2128.0,5672.0,10414.0,12736.0,63.0,144.0,270.0,364.0,414.0,1140.0,2022.0,2652.0,26.1623,72.7608,131.0334,174.9876,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NETBUJ,3.3489,33.3792,55.998,78.2508,676.0,1092.0,1872.0,2600.0,12.0,16.0,108.0,216.0,288.0,1.5625,5.625,11.55,15.3,468.6999,1145.3624,2114.9648,2957.1624,2560.0,6776.0,12086.0,15952.0,75.0,176.0,318.0,452.0,494.0,1380.0,2454.0,3236.0,33.2771,91.7944,163.2398,217.7916,-7.26,-8.64,-13.48,114.0,240.0,316.0,18.0,36.0,48.0,3.0,5.76,7.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NICSEA,3.3489,33.3792,58.6881,80.154,676.0,1092.0,1950.0,2028.0,12.0,18.0,108.0,216.0,252.0,1.5625,5.625,11.475,14.325,434.7324,980.505,1767.5394,2499.4914,2494.0,6090.0,10854.0,13404.0,64.0,144.0,252.0,366.0,396.0,1092.0,1920.0,2562.0,28.7056,75.474,131.4108,179.211,-7.26,-10.11,-10.86,114.0,237.0,390.0,18.0,36.0,66.0,3.0,5.82,11.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
NIGXUY01,3.3489,33.3792,61.3782,90.9144,676.0,1092.0,2028.0,2340.0,12.0,18.0,108.0,180.0,216.0,1.5625,5.625,11.4,14.025,710.6223,1585.818,2885.022,3889.5948,2992.0,7476.0,12246.0,14976.0,115.0,240.0,450.0,612.0,690.0,1812.0,2742.0,3216.0,41.0635,107.8224,178.5306,232.9644,-7.26,-11.58,-16.74,114.0,234.0,378.0,18.0,42.0,72.0,3.0,5.88,11.28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIGXUY02,3.3489,33.3792,61.3782,90.9144,676.0,1092.0,2028.0,2340.0,12.0,18.0,108.0,180.0,216.0,1.5625,5.625,11.4,14.025,710.6223,1585.818,2885.022,3889.5948,2992.0,7476.0,12246.0,14976.0,115.0,240.0,450.0,612.0,690.0,1812.0,2742.0,3216.0,41.0635,107.8224,178.5306,232.9644,-7.26,-11.58,-16.74,114.0,234.0,378.0,18.0,42.0,72.0,3.0,5.88,11.28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIQFUP,3.3489,33.3792,55.998,92.232,676.0,1092.0,1872.0,2106.0,12.0,21.0,108.0,234.0,306.0,1.5625,5.625,11.55,15.7125,403.3276,942.6834,1844.028,2708.0436,2024.0,5352.0,9450.0,12774.0,68.0,150.0,288.0,426.0,438.0,1200.0,2076.0,3090.0,26.026,72.2802,129.0528,190.3122,-7.26,-8.64,-11.97,114.0,240.0,465.0,18.0,33.0,75.0,3.0,5.76,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIQFUP11,3.3489,33.3792,55.998,92.232,676.0,1092.0,1872.0,2106.0,12.0,21.0,108.0,234.0,306.0,1.5625,5.625,11.55,15.7125,403.3276,942.6834,1844.028,2708.0436,2024.0,5352.0,9450.0,12774.0,68.0,150.0,288.0,426.0,438.0,1200.0,2076.0,3090.0,26.026,72.2802,129.0528,190.3122,-7.26,-8.64,-11.97,114.0,240.0,465.0,18.0,33.0,75.0,3.0,5.76,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIXWEZ,3.3489,33.3792,57.7914,75.1764,676.0,1092.0,1924.0,2288.0,12.0,16.0,108.0,216.0,264.0,1.5625,5.625,11.5,14.35,546.4349,1314.1128,2386.2272,3297.0572,2784.0,7308.0,12850.0,16248.0,89.0,204.0,366.0,508.0,570.0,1560.0,2694.0,3492.0,37.9297,103.4692,180.059,237.2172,-7.26,-9.62,-11.8,114.0,238.0,328.0,18.0,36.0,52.0,3.0,5.8,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
NIXXAW,3.3489,33.3792,57.7914,75.1764,676.0,1092.0,1924.0,2288.0,12.0,16.0,108.0,216.0,264.0,1.5625,5.625,11.5,14.35,611.1649,1455.8928,2651.3072,3593.9172,2936.0,7692.0,13498.0,17296.0,101.0,228.0,414.0,556.0,642.0,1728.0,2934.0,3876.0,41.3965,112.7708,195.1102,259.4684,-7.26,-9.62,-11.8,114.0,238.0,328.0,18.0,36.0,52.0,3.0,5.8,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NIXXEA,3.3489,33.3792,57.7914,75.1764,676.0,1092.0,1924.0,2288.0,12.0,16.0,108.0,216.0,264.0,1.5625,5.625,11.5,14.35,675.8949,1597.6728,2916.3872,3891.7572,3088.0,8076.0,14146.0,18544.0,113.0,252.0,462.0,604.0,714.0,1896.0,3174.0,4356.0,44.8633,122.0724,210.1614,282.9996,-7.26,-9.62,-11.8,114.0,238.0,328.0,18.0,36.0,52.0,3.0,5.8,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NOWBIK,3.3489,33.3792,46.665,62.8788,676.0,1092.0,1560.0,2184.0,10.0,14.0,96.0,168.0,180.0,1.5625,5.625,9.625,12.1,480.7363,1082.4744,1849.1828,2538.8336,3022.0,6624.0,10182.0,12992.0,79.0,172.0,286.0,404.0,458.0,1204.0,1900.0,2316.0,35.7533,89.328,141.813,184.5512,-7.26,-7.2,-8.74,114.0,200.0,280.0,20.0,32.0,54.0,3.0,4.8,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOWBIK01,3.3489,33.3792,46.665,62.8788,676.0,1092.0,1560.0,2184.0,10.0,14.0,96.0,168.0,180.0,1.5625,5.625,9.625,12.1,480.7363,1082.4744,1849.1828,2538.8336,3022.0,6624.0,10182.0,12992.0,79.0,172.0,286.0,404.0,458.0,1204.0,1900.0,2316.0,35.7533,89.328,141.813,184.5512,-7.26,-7.2,-8.74,114.0,200.0,280.0,20.0,32.0,54.0,3.0,4.8,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOZJAN,3.3489,33.3792,55.998,92.232,676.0,1092.0,1872.0,2106.0,12.0,21.0,108.0,234.0,288.0,1.5625,5.625,11.55,15.7125,508.349,1188.5544,2300.514,3386.2308,2442.0,6396.0,10914.0,14766.0,84.0,186.0,354.0,534.0,540.0,1476.0,2490.0,3624.0,32.6548,89.6514,157.485,229.9194,-7.26,-8.64,-11.97,114.0,240.0,465.0,18.0,33.0,78.0,3.0,5.76,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUMBEC,3.3489,33.3792,54.717,73.0353,676.0,1092.0,1612.0,1872.0,12.0,17.0,108.0,204.0,168.0,1.5625,5.625,10.55,11.9875,279.4538,632.8864,1261.1648,1975.7726,2114.0,4516.0,7478.0,9728.0,46.0,100.0,194.0,314.0,294.0,840.0,1510.0,2016.0,19.8356,51.5376,92.3334,135.9774,-7.26,-7.94,-8.8,114.0,250.0,370.0,18.0,38.0,74.0,3.0,6.56,11.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUMBEC01,3.3489,33.3792,54.717,73.0353,676.0,1092.0,1612.0,1872.0,12.0,17.0,108.0,204.0,168.0,1.5625,5.625,10.55,11.9875,279.4538,632.8864,1261.1648,1975.7726,2114.0,4516.0,7478.0,9728.0,46.0,100.0,194.0,314.0,294.0,840.0,1510.0,2016.0,19.8356,51.5376,92.3334,135.9774,-7.26,-7.94,-8.8,114.0,250.0,370.0,18.0,38.0,74.0,3.0,6.56,11.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUMBEC02,3.3489,33.3792,54.717,73.0353,676.0,1092.0,1612.0,1872.0,12.0,17.0,108.0,204.0,168.0,1.5625,5.625,10.55,11.9875,279.4538,632.8864,1261.1648,1975.7726,2114.0,4516.0,7478.0,9728.0,46.0,100.0,194.0,314.0,294.0,840.0,1510.0,2016.0,19.8356,51.5376,92.3334,135.9774,-7.26,-7.94,-8.8,114.0,250.0,370.0,18.0,38.0,74.0,3.0,6.56,11.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OBUJAW,3.3489,33.3792,61.3782,91.4634,676.0,1092.0,2028.0,3068.0,12.0,20.0,108.0,216.0,408.0,1.5625,5.625,11.4,19.45,631.5185,1190.1708,2567.0172,3120.348,3650.0,7604.0,15522.0,19096.0,71.0,160.0,306.0,412.0,466.0,1276.0,2250.0,3228.0,34.9775,88.6312,165.5538,218.7572,-7.26,-11.58,-13.38,114.0,234.0,402.0,18.0,36.0,52.0,3.0,5.88,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCEVEA,3.3489,33.3792,55.998,74.8836,676.0,1092.0,1872.0,3536.0,12.0,16.0,108.0,216.0,288.0,1.5625,5.625,11.55,16.65,360.9691,865.0104,1655.1816,2194.6512,2952.0,6432.0,11542.0,15976.0,59.0,136.0,254.0,332.0,390.0,1068.0,1886.0,2588.0,27.5263,73.928,132.4798,177.0444,-7.26,-8.64,-11.64,114.0,240.0,280.0,18.0,36.0,48.0,3.0,5.76,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCEVEA01,3.3489,33.3792,55.998,74.8836,676.0,1092.0,1872.0,3536.0,12.0,16.0,108.0,216.0,288.0,1.5625,5.625,11.55,16.65,360.9691,865.0104,1655.1816,2194.6512,2952.0,6432.0,11542.0,15976.0,59.0,136.0,254.0,332.0,390.0,1068.0,1886.0,2588.0,27.5263,73.928,132.4798,177.0444,-7.26,-8.64,-11.64,114.0,240.0,280.0,18.0,36.0,48.0,3.0,5.76,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCOPAA,3.3489,33.3792,55.998,80.154,676.0,1092.0,1872.0,2028.0,12.0,18.0,108.0,216.0,252.0,1.5625,5.625,11.55,14.325,409.0485,990.2664,1844.052,2693.157,2290.0,6072.0,10770.0,14106.0,67.0,156.0,282.0,420.0,438.0,1224.0,2178.0,3000.0,29.5675,81.474,144.945,203.3772,-7.26,-8.64,-10.86,114.0,240.0,390.0,18.0,36.0,66.0,3.0,5.76,11.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OJIVOS,3.3489,33.3792,58.6881,70.7661,676.0,1092.0,1950.0,2028.0,12.0,15.0,108.0,198.0,234.0,1.5625,5.625,11.475,12.8625,444.9906,1069.6476,1942.3668,2724.8262,2476.0,6480.0,11400.0,14232.0,70.0,162.0,288.0,408.0,450.0,1242.0,2142.0,2748.0,31.1638,84.5742,147.708,195.054,-7.26,-10.11,-11.22,114.0,237.0,312.0,18.0,39.0,51.0,3.0,5.82,8.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLAYAC,3.3489,33.3792,59.3835,94.5378,676.0,1092.0,1768.0,1950.0,13.0,21.0,114.0,240.0,270.0,1.5625,5.625,11.5125,14.6125,413.0599,973.2654,1962.9968,2904.7548,1994.0,5304.0,9208.0,11778.0,69.0,152.0,306.0,468.0,458.0,1292.0,2216.0,2988.0,25.1597,71.406,131.0966,183.8912,-7.26,-8.66,-13.23,114.0,270.0,471.0,17.0,38.0,81.0,3.0,7.04,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OLAYAC01,3.3489,33.3792,59.3835,94.5378,676.0,1092.0,1768.0,1950.0,13.0,21.0,114.0,240.0,270.0,1.5625,5.625,11.5125,14.6125,413.0599,973.2654,1962.9968,2904.7548,1994.0,5304.0,9208.0,11778.0,69.0,152.0,306.0,468.0,458.0,1292.0,2216.0,2988.0,25.1597,71.406,131.0966,183.8912,-7.26,-8.66,-13.23,114.0,270.0,471.0,17.0,38.0,81.0,3.0,7.04,14.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OZOGIV,3.3489,33.3792,59.5848,72.102,676.0,1092.0,1976.0,1976.0,12.0,16.0,108.0,216.0,240.0,1.5625,5.625,11.45,13.4,325.9399,798.7952,1533.7104,2146.8152,1976.0,5288.0,9766.0,11808.0,51.0,120.0,222.0,316.0,342.0,972.0,1782.0,2316.0,22.6955,63.4592,115.9822,154.1444,-7.26,-10.6,-10.12,114.0,236.0,340.0,18.0,36.0,56.0,3.0,5.84,9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
